code_muni,ano,serie,value
2304277,2021,PIB,80690
2304277,2023,PIB,102445
2304285,2021,PIB,3577497
2304285,2023,PIB,4940352
2304301,2021,PIB,202248
2304301,2023,PIB,242210
2304350,2021,PIB,304957
2304350,2023,PIB,346304
2304400,2021,PIB,73437739
2304400,2023,PIB,86939832
2304459,2021,PIB,312460
2304459,2023,PIB,391326
2304509,2021,PIB,275921
2304509,2023,PIB,423490
2304608,2021,PIB,86963
2304608,2023,PIB,97406
2304657,2021,PIB,129711
2304657,2023,PIB,159506
2304707,2021,PIB,469407
2304707,2023,PIB,561374
2304806,2021,PIB,51337
2304806,2023,PIB,67463
2304905,2021,PIB,110755
2304905,2023,PIB,135967
2304954,2021,PIB,231993
2304954,2023,PIB,315522
2305001,2021,PIB,669209
2305001,2023,PIB,878354
2305100,2021,PIB,80396
2305100,2023,PIB,104816
2305209,2021,PIB,185025
2305209,2023,PIB,239627
2305233,2021,PIB,2116782
2305233,2023,PIB,2964814
2305266,2021,PIB,132265
2305266,2023,PIB,163765
2305308,2021,PIB,348540
2305308,2023,PIB,431905
2305332,2021,PIB,124951
2305332,2023,PIB,150877
2305357,2021,PIB,411021
2305357,2023,PIB,453185
2305407,2021,PIB,737489
2305407,2023,PIB,923966
2305506,2021,PIB,1904815
2305506,2023,PIB,2342034
2305605,2021,PIB,306809
2305605,2023,PIB,408128
2305654,2021,PIB,114127
2305654,2023,PIB,134150
2305704,2021,PIB,143451
2305704,2023,PIB,186861
2305803,2021,PIB,519845
2305803,2023,PIB,676519
2305902,2021,PIB,328115
2305902,2023,PIB,406831
2306009,2021,PIB,195282
2306009,2023,PIB,253154
2306108,2021,PIB,220294
2306108,2023,PIB,271622
2306207,2021,PIB,82855
2306207,2023,PIB,103646
2306256,2021,PIB,1258826
2306256,2023,PIB,2352737
2306306,2021,PIB,594581
2306306,2023,PIB,741513
2306405,2021,PIB,1784007
2306405,2023,PIB,2550371
2306504,2021,PIB,170314
2306504,2023,PIB,213999
2306553,2021,PIB,766786
2306553,2023,PIB,711165
2306603,2021,PIB,174029
2306603,2023,PIB,236128
2306702,2021,PIB,226644
2306702,2023,PIB,316967
2306801,2021,PIB,154002
2306801,2023,PIB,196533
2306900,2021,PIB,561175
2306900,2023,PIB,740827
2307007,2021,PIB,566961
2307007,2023,PIB,665090
2307106,2021,PIB,294154
2307106,2023,PIB,369628
2307205,2021,PIB,129729
2307205,2023,PIB,129952
2307254,2021,PIB,551638
2307254,2023,PIB,711193
2307304,2021,PIB,5114786
2307304,2023,PIB,6457543
2307403,2021,PIB,319373
2307403,2023,PIB,390390
2307502,2021,PIB,343304
2307502,2023,PIB,445000
2307601,2021,PIB,1423366
2307601,2023,PIB,1854065
2307635,2021,PIB,174831
2307635,2023,PIB,215696
2307650,2021,PIB,12336717
2307650,2023,PIB,13540094
2307700,2021,PIB,1649528
2307700,2023,PIB,2011194
2307809,2021,PIB,390969
2307809,2023,PIB,453537
2307908,2021,PIB,96327
2307908,2023,PIB,125472
2308005,2021,PIB,378718
2308005,2023,PIB,483230
2308104,2021,PIB,517496
2308104,2023,PIB,707667
2308203,2021,PIB,129293
2308203,2023,PIB,166664
2308302,2021,PIB,287223
2308302,2023,PIB,335239
2308351,2021,PIB,195290
2308351,2023,PIB,250241
2308377,2021,PIB,112599
2308377,2023,PIB,141462
2308401,2021,PIB,515937
2308401,2023,PIB,598261
2308500,2021,PIB,446847
2308500,2023,PIB,551794
2308609,2021,PIB,160699
2308609,2023,PIB,210938
2308708,2021,PIB,1276864
2308708,2023,PIB,1877982
2308807,2021,PIB,75575
2308807,2023,PIB,86070
2308906,2021,PIB,193204
2308906,2023,PIB,239995
2309003,2021,PIB,131292
2309003,2023,PIB,172104
2309102,2021,PIB,123801
2309102,2023,PIB,146503
2309201,2021,PIB,163381
2309201,2023,PIB,206839
2309300,2021,PIB,336930
2309300,2023,PIB,432948
2309409,2021,PIB,283185
2309409,2023,PIB,343682
2309458,2021,PIB,284836
2309458,2023,PIB,322686
2309508,2021,PIB,218899
2309508,2023,PIB,267791
2309607,2021,PIB,1360535
2309607,2023,PIB,1808068
2309706,2021,PIB,1235176
2309706,2023,PIB,1714352
2309805,2021,PIB,148366
2309805,2023,PIB,175379
2309904,2021,PIB,59940
2309904,2023,PIB,81237
2310001,2021,PIB,98773
2310001,2023,PIB,125162
2310100,2021,PIB,115124
2310100,2023,PIB,141264
2310209,2021,PIB,555931
2310209,2023,PIB,679587
2310258,2021,PIB,535129
2310258,2023,PIB,614090
2310308,2021,PIB,288689
2310308,2023,PIB,349488
2310407,2021,PIB,110908
2310407,2023,PIB,137553
2310506,2021,PIB,389914
2310506,2023,PIB,481197
2310605,2021,PIB,122162
2310605,2023,PIB,149293
2310704,2021,PIB,484760
2310704,2023,PIB,522218
2310803,2021,PIB,560571
2310803,2023,PIB,663694
2310852,2021,PIB,274852
2310852,2023,PIB,363294
2310902,2021,PIB,162092
2310902,2023,PIB,203533
2310951,2021,PIB,84230
2310951,2023,PIB,103591
2311009,2021,PIB,109402
2311009,2023,PIB,138933
2311108,2021,PIB,186375
2311108,2023,PIB,232418
2311207,2021,PIB,110570
2311207,2023,PIB,120981
2311231,2021,PIB,96816
2311231,2023,PIB,104345
2311264,2021,PIB,184720
2311264,2023,PIB,249898
2311306,2021,PIB,1109869
2311306,2023,PIB,1424438
2311355,2021,PIB,198820
2311355,2023,PIB,241297
2311405,2021,PIB,1402461
2311405,2023,PIB,1928559
2311504,2021,PIB,637015
2311504,2023,PIB,805778
2311603,2021,PIB,409867
2311603,2023,PIB,520806
2311702,2021,PIB,190710
2311702,2023,PIB,238538
2311801,2021,PIB,1158523
2311801,2023,PIB,1517580
2311900,2021,PIB,169856
2311900,2023,PIB,190822
2311959,2021,PIB,159284
2311959,2023,PIB,222379
2312007,2021,PIB,280072
2312007,2023,PIB,352192
2312106,2021,PIB,159277
2312106,2023,PIB,191197
2312205,2021,PIB,633710
2312205,2023,PIB,859225
2312304,2021,PIB,627180
2312304,2023,PIB,883024
2312403,2021,PIB,8624987
2312403,2023,PIB,6908373
2312502,2021,PIB,107898
2312502,2023,PIB,137068
2312601,2021,PIB,133109
2312601,2023,PIB,160997
2312700,2021,PIB,352272
2312700,2023,PIB,473900
2312809,2021,PIB,62766
2312809,2023,PIB,82270
2312908,2021,PIB,5395130
2312908,2023,PIB,6588929
2313005,2021,PIB,303284
2313005,2023,PIB,370693
2313104,2021,PIB,450593
2313104,2023,PIB,584614
2313203,2021,PIB,282247
2313203,2023,PIB,319202
2313252,2021,PIB,85682
2313252,2023,PIB,116827
2313302,2021,PIB,711836
2313302,2023,PIB,934349
2313351,2021,PIB,136988
2313351,2023,PIB,174349
2313401,2021,PIB,1732690
2313401,2023,PIB,2265253
2313500,2021,PIB,1115144
2313500,2023,PIB,1039083
2313559,2021,PIB,138079
2313559,2023,PIB,164401
2313609,2021,PIB,642046
2313609,2023,PIB,839887
2313708,2021,PIB,69441
2313708,2023,PIB,85633
2313757,2021,PIB,172797
2313757,2023,PIB,210672
2313807,2021,PIB,299474
2313807,2023,PIB,445294
2313906,2021,PIB,298207
2313906,2023,PIB,254534
2313955,2021,PIB,375819
2313955,2023,PIB,488084
2314003,2021,PIB,468101
2314003,2023,PIB,575214
2314102,2021,PIB,603321
2314102,2023,PIB,723250
2400109,2021,PIB,141992
2400109,2023,PIB,195828
2400208,2021,PIB,1467562
2400208,2023,PIB,2170177
2400307,2021,PIB,138262
2400307,2023,PIB,160921
2400406,2021,PIB,34552
2400406,2023,PIB,42554
2400505,2021,PIB,150789
2400505,2023,PIB,209117
2400604,2021,PIB,50061
2400604,2023,PIB,68329
2400703,2021,PIB,616322
2400703,2023,PIB,902783
2400802,2021,PIB,180163
2400802,2023,PIB,257919
2400901,2021,PIB,65525
2400901,2023,PIB,79464
2401008,2021,PIB,709586
2401008,2023,PIB,941920
2401107,2021,PIB,935968
2401107,2023,PIB,1089647
2401206,2021,PIB,386631
2401206,2023,PIB,471284
2401305,2021,PIB,105354
2401305,2023,PIB,136391
2401404,2021,PIB,325030
2401404,2023,PIB,335923
2401453,2021,PIB,746395
2401453,2023,PIB,991164
2401503,2021,PIB,45864
2401503,2023,PIB,63583
2401602,2021,PIB,88429
2401602,2023,PIB,128584
2401651,2021,PIB,286574
2401651,2023,PIB,240166
2401701,2021,PIB,109336
2401701,2023,PIB,140519
2401800,2021,PIB,139463
2401800,2023,PIB,168163
2401859,2021,PIB,112176
2401859,2023,PIB,119611
2401909,2021,PIB,60456
2401909,2023,PIB,474184
2402006,2021,PIB,1394838
2402006,2023,PIB,1735797
2402105,2021,PIB,106965
2402105,2023,PIB,131975
2402204,2021,PIB,605673
2402204,2023,PIB,615957
2402303,2021,PIB,373657
2402303,2023,PIB,540233
2402402,2021,PIB,118372
2402402,2023,PIB,150902
2402501,2021,PIB,210948
2402501,2023,PIB,231816
2402600,2021,PIB,1002193
2402600,2023,PIB,1260346
2402709,2021,PIB,140410
2402709,2023,PIB,225342
2402808,2021,PIB,52506
2402808,2023,PIB,65460
2402907,2021,PIB,48166
2402907,2023,PIB,54170
2403004,2021,PIB,123141
2403004,2023,PIB,154742
2403103,2021,PIB,804224
2403103,2023,PIB,955847
2403202,2021,PIB,78555
2403202,2023,PIB,106164
2403251,2021,PIB,6845358
2403251,2023,PIB,7608526
2403301,2021,PIB,62292
2403301,2023,PIB,75044
2403400,2021,PIB,81976
2403400,2023,PIB,90161
2403509,2021,PIB,97584
2403509,2023,PIB,126682
2403608,2021,PIB,570418
2403608,2023,PIB,986508
2403707,2021,PIB,173825
2403707,2023,PIB,302413
2403756,2021,PIB,39069
2403756,2023,PIB,61994
2403806,2021,PIB,120492
2403806,2023,PIB,152502
2403905,2021,PIB,32758
2403905,2023,PIB,42580
2404002,2021,PIB,44911
2404002,2023,PIB,58994
2404101,2021,PIB,162616
2404101,2023,PIB,165672
2404200,2021,PIB,546570
2404200,2023,PIB,646383
2404309,2021,PIB,386259
2404309,2023,PIB,595842
2404408,2021,PIB,158308
2404408,2023,PIB,185921
2404507,2021,PIB,2042133
2404507,2023,PIB,2581922
2404606,2021,PIB,140718
2404606,2023,PIB,168954
2404705,2021,PIB,196498
2404705,2023,PIB,263825
2404804,2021,PIB,34929
2404804,2023,PIB,42669
2404853,2021,PIB,99444
2404853,2023,PIB,179988
2404903,2021,PIB,73781
2404903,2023,PIB,90976
2405009,2021,PIB,86389
2405009,2023,PIB,100644
2405108,2021,PIB,101429
2405108,2023,PIB,363648
2405207,2021,PIB,84497
2405207,2023,PIB,104812
2405306,2021,PIB,84899
2405306,2023,PIB,102924
2405405,2021,PIB,51547
2405405,2023,PIB,69177
2405504,2021,PIB,64391
2405504,2023,PIB,69280
2405603,2021,PIB,213313
2405603,2023,PIB,276161
2405702,2021,PIB,207991
2405702,2023,PIB,244663
2405801,2021,PIB,1269833
2405801,2023,PIB,1527022
2405900,2021,PIB,27991
2405900,2023,PIB,33800
2406007,2021,PIB,67413
2406007,2023,PIB,88302
2406106,2021,PIB,315838
2406106,2023,PIB,442765
2406155,2021,PIB,42147
2406155,2023,PIB,47291
2406205,2021,PIB,70837
2406205,2023,PIB,89996
2406304,2021,PIB,81381
2406304,2023,PIB,101030
2406403,2021,PIB,38240
2406403,2023,PIB,48944
2406502,2021,PIB,269032
2406502,2023,PIB,326107
2406601,2021,PIB,94311
2406601,2023,PIB,124483
2406700,2021,PIB,165928
2406700,2023,PIB,632670
2406809,2021,PIB,51593
2406809,2023,PIB,68290
2406908,2021,PIB,51509
2406908,2023,PIB,61082
2407005,2021,PIB,87825
2407005,2023,PIB,112399
2407104,2021,PIB,1828142
2407104,2023,PIB,2455739
2407203,2021,PIB,1111118
2407203,2023,PIB,1315680
2407252,2021,PIB,48003
2407252,2023,PIB,65725
2407302,2021,PIB,82889
2407302,2023,PIB,101177
2407401,2021,PIB,108194
2407401,2023,PIB,130557
2407500,2021,PIB,134892
2407500,2023,PIB,165454
2407609,2021,PIB,55529
2407609,2023,PIB,65325
2407708,2021,PIB,130282
2407708,2023,PIB,158962
2407807,2021,PIB,271451
2407807,2023,PIB,348751
2407906,2021,PIB,32366
2407906,2023,PIB,45922
2408003,2021,PIB,8071719
2408003,2023,PIB,10323666
2408102,2021,PIB,24186139
2408102,2023,PIB,31162043
2408201,2021,PIB,474716
2408201,2023,PIB,573358
2408300,2021,PIB,560495
2408300,2023,PIB,629221
2408409,2021,PIB,47532
2408409,2023,PIB,58972
2408508,2021,PIB,61703
2408508,2023,PIB,80889
2408607,2021,PIB,43930
2408607,2023,PIB,56062
2408706,2021,PIB,55256
2408706,2023,PIB,62150
2408805,2021,PIB,606239
2408805,2023,PIB,524974
2408904,2021,PIB,368924
2408904,2023,PIB,473775
2408953,2021,PIB,185590
2408953,2023,PIB,207249
2409100,2021,PIB,152322
2409100,2023,PIB,179582
2409209,2021,PIB,46128
2409209,2023,PIB,46583
2409308,2021,PIB,160912
2409308,2023,PIB,198146
2409332,2021,PIB,78031
2409332,2023,PIB,89729
2409407,2021,PIB,709328
2409407,2023,PIB,827724
2409506,2021,PIB,293283
2409506,2023,PIB,325405
2409605,2021,PIB,36126
2409605,2023,PIB,65240
2409704,2021,PIB,79994
2409704,2023,PIB,282103
2409803,2021,PIB,173615
2409803,2023,PIB,200896
2409902,2021,PIB,757491
2409902,2023,PIB,668530
2410009,2021,PIB,41829
2410009,2023,PIB,50550
2410108,2021,PIB,131859
2410108,2023,PIB,161103
2410207,2021,PIB,78933
2410207,2023,PIB,99832
2410256,2021,PIB,149471
2410256,2023,PIB,170409
2410306,2021,PIB,109306
2410306,2023,PIB,150413
2410405,2021,PIB,169428
2410405,2023,PIB,182889
2410504,2021,PIB,53271
2410504,2023,PIB,61865
2410603,2021,PIB,43450
2410603,2023,PIB,48290
2410702,2021,PIB,37507
2410702,2023,PIB,42857
2410801,2021,PIB,43512
2410801,2023,PIB,53836
2410900,2021,PIB,192156
2410900,2023,PIB,319931
2411007,2021,PIB,59192
2411007,2023,PIB,67765
2411056,2021,PIB,115022
2411056,2023,PIB,155095
2411106,2021,PIB,126772
2411106,2023,PIB,218239
2411205,2021,PIB,619036
2411205,2023,PIB,716309
2411403,2021,PIB,147037
2411403,2023,PIB,207088
2411429,2021,PIB,36353
2411429,2023,PIB,51449
2411502,2021,PIB,302533
2411502,2023,PIB,339515
2411601,2021,PIB,549241
2411601,2023,PIB,394853
2411700,2021,PIB,45623
2411700,2023,PIB,58251
2411809,2021,PIB,63596
2411809,2023,PIB,77560
2411908,2021,PIB,54447
2411908,2023,PIB,74357
2412005,2021,PIB,1905641
2412005,2023,PIB,2588564
2412104,2021,PIB,84585
2412104,2023,PIB,100073
2412203,2021,PIB,1040956
2412203,2023,PIB,1457800
2412302,2021,PIB,125090
2412302,2023,PIB,165230
2412401,2021,PIB,83854
2412401,2023,PIB,106548
2412500,2021,PIB,319740
2412500,2023,PIB,420064
2412559,2021,PIB,492637
2412559,2023,PIB,712098
2412609,2021,PIB,231552
2412609,2023,PIB,290640
2412708,2021,PIB,55799
2412708,2023,PIB,72504
2412807,2021,PIB,88674
2412807,2023,PIB,108235
2412906,2021,PIB,111773
2412906,2023,PIB,184856
2413003,2021,PIB,76920
2413003,2023,PIB,100458
2413102,2021,PIB,60475
2413102,2023,PIB,79950
2413201,2021,PIB,116486
2413201,2023,PIB,114536
2413300,2021,PIB,57410
2413300,2023,PIB,84833
2413359,2021,PIB,858721
2413359,2023,PIB,685341
2413409,2021,PIB,118874
2413409,2023,PIB,162339
2413508,2021,PIB,71897
2413508,2023,PIB,92368
2413557,2021,PIB,49786
2413557,2023,PIB,64722
2413607,2021,PIB,63098
2413607,2023,PIB,96870
2413706,2021,PIB,53783
2413706,2023,PIB,64195
2413805,2021,PIB,32472
2413805,2023,PIB,43556
2413904,2021,PIB,155197
2413904,2023,PIB,184091
2414001,2021,PIB,201782
2414001,2023,PIB,225000
2414100,2021,PIB,113586
2414100,2023,PIB,142795
2414159,2021,PIB,107284
2414159,2023,PIB,120493
2414209,2021,PIB,415829
2414209,2023,PIB,576215
2414308,2021,PIB,43617
2414308,2023,PIB,47341
2414407,2021,PIB,814838
2414407,2023,PIB,1015670
2414456,2021,PIB,45829
2414456,2023,PIB,55944
2414506,2021,PIB,151205
2414506,2023,PIB,167072
2414605,2021,PIB,214152
2414605,2023,PIB,370220
2414704,2021,PIB,56555
2414704,2023,PIB,72803
2414753,2021,PIB,43202
2414753,2023,PIB,47870
2414803,2021,PIB,133469
2414803,2023,PIB,167326
2414902,2021,PIB,23238
2414902,2023,PIB,29717
2415008,2021,PIB,44403
2415008,2023,PIB,49863
2500106,2021,PIB,92268
2500106,2023,PIB,107368
2500205,2021,PIB,60256
2500205,2023,PIB,68585
2500304,2021,PIB,300766
2500304,2023,PIB,367232
2500403,2021,PIB,335568
2500403,2023,PIB,376825
2500502,2021,PIB,138844
2500502,2023,PIB,166686
2500536,2021,PIB,55221
2500536,2023,PIB,70348
2500577,2021,PIB,28688
2500577,2023,PIB,38483
2500601,2021,PIB,3391901
2500601,2023,PIB,3148252
2500700,2021,PIB,226326
2500700,2023,PIB,286060
2500734,2021,PIB,29514
2500734,2023,PIB,37039
2500775,2021,PIB,105562
2500775,2023,PIB,147637
2500809,2021,PIB,186121
2500809,2023,PIB,233113
2500908,2021,PIB,112505
2500908,2023,PIB,133977
2501005,2021,PIB,204618
2501005,2023,PIB,244109
2501104,2021,PIB,258030
2501104,2023,PIB,355512
2501153,2021,PIB,26146
2501153,2023,PIB,27916
2501203,2021,PIB,62686
2501203,2023,PIB,81463
2501302,2021,PIB,286086
2501302,2023,PIB,327699
2501351,2021,PIB,48605
2501351,2023,PIB,56279
2501401,2021,PIB,108130
2501401,2023,PIB,130462
2501500,2021,PIB,279647
2501500,2023,PIB,370980
2501534,2021,PIB,49872
2501534,2023,PIB,62002
2501575,2021,PIB,90980
2501575,2023,PIB,115121
2501609,2021,PIB,151140
2501609,2023,PIB,187975
2501708,2021,PIB,85061
2501708,2023,PIB,101524
2501807,2021,PIB,1367700
2501807,2023,PIB,1899000
2501906,2021,PIB,217642
2501906,2023,PIB,268655
2502003,2021,PIB,78754
2502003,2023,PIB,93160
2502052,2021,PIB,40115
2502052,2023,PIB,53721
2502102,2021,PIB,51771
2502102,2023,PIB,63601
2502151,2021,PIB,203601
2502151,2023,PIB,319446
2502201,2021,PIB,32154
2502201,2023,PIB,40310
2502300,2021,PIB,54738
2502300,2023,PIB,66561
2502409,2021,PIB,96760
2502409,2023,PIB,119586
2502508,2021,PIB,260287
2502508,2023,PIB,302850
2502607,2021,PIB,60877
2502607,2023,PIB,73095
2502706,2021,PIB,69315
2502706,2023,PIB,80671
2502805,2021,PIB,147569
2502805,2023,PIB,207305
2502904,2021,PIB,64523
2502904,2023,PIB,79111
2503001,2021,PIB,416707
2503001,2023,PIB,545157
2503100,2021,PIB,116784
2503100,2023,PIB,171069
2503209,2021,PIB,3137677
2503209,2023,PIB,4092777
2503308,2021,PIB,125141
2503308,2023,PIB,153125
2503407,2021,PIB,39217
2503407,2023,PIB,45669
2503506,2021,PIB,154293
2503506,2023,PIB,179299
2503555,2021,PIB,67251
2503555,2023,PIB,84005
2503605,2021,PIB,65797
2503605,2023,PIB,83428
2503704,2021,PIB,1231837
2503704,2023,PIB,1808447
2503753,2021,PIB,42140
2503753,2023,PIB,51075
2503803,2021,PIB,74927
2503803,2023,PIB,92129
2503902,2021,PIB,71860
2503902,2023,PIB,87713
2504009,2021,PIB,10349781
2504009,2023,PIB,12908743
2504033,2021,PIB,75876
2504033,2023,PIB,101592
2504074,2021,PIB,42317
2504074,2023,PIB,55068
2504108,2021,PIB,31011
2504108,2023,PIB,39802
2504157,2021,PIB,70122
2504157,2023,PIB,83914
2504207,2021,PIB,53095
2504207,2023,PIB,63519
2504306,2021,PIB,506809
2504306,2023,PIB,622714
2504355,2021,PIB,61814
2504355,2023,PIB,87217
2504405,2021,PIB,209556
2504405,2023,PIB,257651
2504504,2021,PIB,90623
2504504,2023,PIB,89037
2504603,2021,PIB,1274198
2504603,2023,PIB,1648300
2504702,2021,PIB,61917
2504702,2023,PIB,85465
2504801,2021,PIB,250138
2504801,2023,PIB,255021
2504850,2021,PIB,24115
2504850,2023,PIB,30936
2504900,2021,PIB,191764
2504900,2023,PIB,253013
2505006,2021,PIB,76970
2505006,2023,PIB,102129
2505105,2021,PIB,220943
2505105,2023,PIB,273447
2505204,2021,PIB,66817
2505204,2023,PIB,87664
2505238,2021,PIB,74254
2505238,2023,PIB,85105
2505279,2021,PIB,55714
2505279,2023,PIB,74436
2505303,2021,PIB,26853
2505303,2023,PIB,33783
2505352,2021,PIB,50368
2505352,2023,PIB,62654
2505402,2021,PIB,72920
2505402,2023,PIB,94774
2505501,2021,PIB,39511
2505501,2023,PIB,50452
2505600,2021,PIB,59527
2505600,2023,PIB,75548
2505709,2021,PIB,94022
2505709,2023,PIB,117418
2505808,2021,PIB,45155
2505808,2023,PIB,51973
2505907,2021,PIB,41741
2505907,2023,PIB,46042
2506004,2021,PIB,709828
2506004,2023,PIB,851650
2506103,2021,PIB,105579
2506103,2023,PIB,135441
2506202,2021,PIB,30352
2506202,2023,PIB,38774
2506251,2021,PIB,76350
2506251,2023,PIB,101801
2506301,2021,PIB,1778824
2506301,2023,PIB,1489288
2506400,2021,PIB,151393
2506400,2023,PIB,201227
2506509,2021,PIB,38417
2506509,2023,PIB,50413
2506608,2021,PIB,58012
2506608,2023,PIB,63597
2506707,2021,PIB,98470
2506707,2023,PIB,105988
2506806,2021,PIB,195442
2506806,2023,PIB,270159
2506905,2021,PIB,336826
2506905,2023,PIB,417387
2507002,2021,PIB,342219
2507002,2023,PIB,445867
2507101,2021,PIB,206834
2507101,2023,PIB,261025
2507200,2021,PIB,154474
2507200,2023,PIB,211522
2507309,2021,PIB,165481
2507309,2023,PIB,217258
2507408,2021,PIB,76561
2507408,2023,PIB,95979
2507507,2021,PIB,21865637
2507507,2023,PIB,28442131
2507606,2021,PIB,73279
2507606,2023,PIB,93223
2507705,2021,PIB,210738
2507705,2023,PIB,259622
2507804,2021,PIB,96811
2507804,2023,PIB,128192
2507903,2021,PIB,117631
2507903,2023,PIB,150461
2508000,2021,PIB,87525
2508000,2023,PIB,111022
2508109,2021,PIB,51364
2508109,2023,PIB,65991
2508208,2021,PIB,83716
2508208,2023,PIB,104437
2508307,2021,PIB,310520
2508307,2023,PIB,416794
2508406,2021,PIB,29567
2508406,2023,PIB,37248
2508505,2021,PIB,70182
2508505,2023,PIB,83602
2508554,2021,PIB,48759
2508554,2023,PIB,65569
2508604,2021,PIB,222862
2508604,2023,PIB,279944
2508703,2021,PIB,38696
2508703,2023,PIB,45505
2508802,2021,PIB,79951
2508802,2023,PIB,77516
2508901,2021,PIB,807657
2508901,2023,PIB,1086800
2509008,2021,PIB,101623
2509008,2023,PIB,110034
2509057,2021,PIB,104110
2509057,2023,PIB,123336
2509107,2021,PIB,242496
2509107,2023,PIB,303052
2509156,2021,PIB,82151
2509156,2023,PIB,97757
2509206,2021,PIB,130597
2509206,2023,PIB,196173
2509305,2021,PIB,229876
2509305,2023,PIB,231046
2509339,2021,PIB,54111
2509339,2023,PIB,80821
2509370,2021,PIB,31916
2509370,2023,PIB,38900
2509396,2021,PIB,61962
2509396,2023,PIB,79510
2509404,2021,PIB,164588
2509404,2023,PIB,220317
2509503,2021,PIB,55405
2509503,2023,PIB,68335
2509602,2021,PIB,48173
2509602,2023,PIB,59800
2509701,2021,PIB,636488
2509701,2023,PIB,842417
2509800,2021,PIB,98547
2509800,2023,PIB,111589
2509909,2021,PIB,95639
2509909,2023,PIB,116149
2510006,2021,PIB,66198
2510006,2023,PIB,81441
2510105,2021,PIB,99828
2510105,2023,PIB,114955
2510204,2021,PIB,57973
2510204,2023,PIB,69482
2510303,2021,PIB,49111
2510303,2023,PIB,54633
2510402,2021,PIB,62018
2510402,2023,PIB,76534
2510501,2021,PIB,43664
2510501,2023,PIB,53270
2510600,2021,PIB,38371
2510600,2023,PIB,47542
2510659,2021,PIB,21547
2510659,2023,PIB,28042
2510709,2021,PIB,28935
2510709,2023,PIB,35352
2510808,2021,PIB,1998302
2510808,2023,PIB,2555214
2510907,2021,PIB,157586
2510907,2023,PIB,200281
2511004,2021,PIB,37568
2511004,2023,PIB,48602
2511103,2021,PIB,80276
2511103,2023,PIB,94715
2511202,2021,PIB,656966
2511202,2023,PIB,836969
2511301,2021,PIB,206946
2511301,2023,PIB,246685
2511400,2021,PIB,213731
2511400,2023,PIB,270316
2511509,2021,PIB,122047
2511509,2023,PIB,158901
2511608,2021,PIB,95609
2511608,2023,PIB,133896
2511707,2021,PIB,51324
2511707,2023,PIB,64516
2511806,2021,PIB,95327
2511806,2023,PIB,120990
2511905,2021,PIB,431304
2511905,2023,PIB,479172
2512002,2021,PIB,285031
2512002,2023,PIB,334112
2512036,2021,PIB,40318
2512036,2023,PIB,56713
2512077,2021,PIB,46932
2512077,2023,PIB,61655
2512101,2021,PIB,466596
2512101,2023,PIB,594290
2512200,2021,PIB,64814
2512200,2023,PIB,83660
2512309,2021,PIB,266954
2512309,2023,PIB,343379
2512408,2021,PIB,138075
2512408,2023,PIB,189387
2512507,2021,PIB,607307
2512507,2023,PIB,788732
2512606,2021,PIB,26818
2512606,2023,PIB,30647
2512705,2021,PIB,181633
2512705,2023,PIB,224366
2512721,2021,PIB,57292
2512721,2023,PIB,70516
2512747,2021,PIB,36562
2512747,2023,PIB,42007
2512754,2021,PIB,50199
2512754,2023,PIB,68122
2512762,2021,PIB,56334
2512762,2023,PIB,73546
2512788,2021,PIB,30616
2512788,2023,PIB,35322
2512804,2021,PIB,92854
2512804,2023,PIB,111761
2512903,2021,PIB,323318
2512903,2023,PIB,393104
2513000,2021,PIB,33513
2513000,2023,PIB,40278
2513109,2021,PIB,129057
2513109,2023,PIB,177321
2513158,2021,PIB,65826
2513158,2023,PIB,90463
2513208,2021,PIB,62329
2513208,2023,PIB,74312
2513307,2021,PIB,62387
2513307,2023,PIB,84256
2513356,2021,PIB,36845
2513356,2023,PIB,40015
2513406,2021,PIB,372903
2513406,2023,PIB,573425
2513505,2021,PIB,51164
2513505,2023,PIB,60940
2513604,2021,PIB,67491
2513604,2023,PIB,81502
2513653,2021,PIB,33077
2513653,2023,PIB,43129
2513703,2021,PIB,2580592
2513703,2023,PIB,3163544
2513802,2021,PIB,57292
2513802,2023,PIB,66909
2513851,2021,PIB,29441
2513851,2023,PIB,40211
2513901,2021,PIB,568731
2513901,2023,PIB,724346
2513927,2021,PIB,55647
2513927,2023,PIB,64264
2513943,2021,PIB,28821
2513943,2023,PIB,39709
2513968,2021,PIB,36270
2513968,2023,PIB,44068
2513984,2021,PIB,39305
2513984,2023,PIB,48447
2514008,2021,PIB,55476
2514008,2023,PIB,71555
2514107,2021,PIB,41004
2514107,2023,PIB,51496
2514206,2021,PIB,72192
2514206,2023,PIB,87269
2514305,2021,PIB,55708
2514305,2023,PIB,63973
2514404,2021,PIB,55035
2514404,2023,PIB,66469
2514453,2021,PIB,86773
2514453,2023,PIB,78200
2514503,2021,PIB,230936
2514503,2023,PIB,289437
2514552,2021,PIB,34093
2514552,2023,PIB,43362
2514602,2021,PIB,32491
2514602,2023,PIB,41022
2514651,2021,PIB,29166
2514651,2023,PIB,36303
2514701,2021,PIB,125303
2514701,2023,PIB,129591
2514800,2021,PIB,37037
2514800,2023,PIB,44795
2514909,2021,PIB,82591
2514909,2023,PIB,101241
2515005,2021,PIB,82966
2515005,2023,PIB,122551
2515104,2021,PIB,106031
2515104,2023,PIB,133993
2515203,2021,PIB,40497
2515203,2023,PIB,46472
2515302,2021,PIB,677858
2515302,2023,PIB,852471
