Municípios,Número de estabelecimentos rurais recenseados,Número de estabelecimentos produtores de algodão,Número de estabelecimentos - Total,Natureza da força motriz - Animada,Natureza da força motriz - Hydraulica,Natureza da força motriz - A vapor,Natureza da força motriz - Electrica,Natureza da força motriz - Outras,Natureza da força motriz - Indeterminada,Systema da machina - De serra,Systema da machina - De cylindro,Systema da machina - Bolandeira,Systema da machina - Indeterminada,Fabricantes - Eagle Cotton Gin Co. e Continental Gin Co.,Fabricantes - Bridgewater,Fabricantes - The Lummus Gin Co.,Fabricantes - Outros fabricantes,Fabricantes - Bolandeiras,Producção annual (1919) - Quintaes metricos,Producção annual (1919) - Fardos de 80 kilos
Annapolis,429,494,1,-,-,-,1,-,-,-,-,-,1,-,-,-,1,-,150,187
Aquidaban,1.096,937,1,-,-,-,1,-,-,1,-,-,-,-,-,-,1,-,375,469
Aracajú,64,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Arauá,100,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Boquim,143,22,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Campo do Britto,146,61,2,-,-,-,2,-,-,-,-,-,2,-,-,-,2,-,487,609
Campos,258,17,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Capella,198,123,2,-,-,-,2,-,-,2,-,-,-,1,-,-,1,-,370,463
Divina Pastora,53,12,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Espirito Santo,41,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Estancia,165,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Gararú,322,285,1,-,-,-,1,-,-,1,-,-,-,-,-,-,1,-,340,425
Itabaiana,628,385,4,-,-,-,4,-,-,4,-,-,-,-,-,-,4,-,959,1.199
Itabaianinha,142,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Itaporanga,66,17,1,-,-,-,1,-,-,1,-,-,-,-,-,-,1,-,22,27
Japaratuba,113,17,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Lagarto,1.108,206,1,-,-,-,-,-,1,-,1,-,-,-,-,-,-,1,-,18,23
Laranjeiras,88,1,1,-,-,1,-,-,-,1,-,-,-,1,-,-,-,-,260,325
Maroim,38,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Nossa Senhora das Dôres,649,452,9,-,-,-,8,-,1,6,-,2,-,1,4,-,-,5,2.850,3.562
Pacatuba,117,26,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Porto da Folha,201,115,1,-,-,-,1,-,-,1,-,-,-,1,-,-,-,-,180,225
Propriá,259,191,2,-,-,-,-,-,2,-,-,-,2,-,-,-,2,-,124,155
Riachão,230,164,3,-,-,-,-,3,-,3,-,-,-,-,-,-,3,-,87,109
Riachuelo,68,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Rosario,77,15,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Santa Luzia,33,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Santo Amaro,23,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
São Christovão,80,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
São Paulo,457,366,9,-,-,-,9,-,-,5,-,1,3,5,-,-,4,-,2.208,2.760
Siriry,168,62,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Soccorro,194,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Villa Christina,105,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Villa Nova,83,9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
