code_amc,ano,pop_rural,pop_urbana,pop_total,tx_urbanizacao
4099,2000,24907,22230,47137,0.47160404777563275
4099,2007,24209,24494,48703,0.5029258977886373
4099,2010,25932,25228,51160,0.4931196247068022
4099,2022,20430,24532,44962,0.5456162982073751
4100,1960,6375,3215,9590,0.335245046923879
4100,1970,12816,1646,14462,0.11381551652606832
4100,1980,13863,1685,15548,0.10837406740416775
4100,1991,11123,2096,13219,0.15855964899009004
4100,1996,11029,2734,13763,0.19864855046138197
4100,2000,11614,2838,14452,0.19637420426238583
4100,2007,11955,3630,15585,0.2329162656400385
4100,2010,12252,3951,16203,0.24384373264210332
4100,2022,8400,5676,14076,0.4032395566922421
4101,1960,4963,2507,7470,0.3356091030789826
4101,1970,8318,1236,9554,0.12936989742516222
4101,1980,7925,1411,9336,0.15113538988860326
4101,1991,6643,1963,8606,0.2280966767371601
4101,1996,6699,2467,9166,0.26914684704342134
4101,2000,6786,2762,9548,0.2892752408881441
4101,2007,7182,3088,10270,0.30068159688412854
4101,2010,7323,3448,10771,0.3201188376195339
4101,2022,7320,4049,11369,0.35614390007916263
4102,1960,1704,860,2564,0.33541341653666146
4102,1970,2288,1117,3405,0.32804698972099855
4102,1980,2467,1955,4422,0.4421076436001809
4102,1991,2007,2799,4806,0.5823970037453183
4102,1996,2052,3383,5435,0.6224471021159154
4102,2000,1900,3787,5687,0.6659046949182346
4102,2007,1932,4485,6417,0.6989247311827957
4102,2010,1899,4957,6856,0.7230163360560093
4102,2022,1818,4964,6782,0.7319374815688587
4103,1960,6614,3336,9950,0.3352763819095477
4103,1970,10137,1767,11904,0.1484375
4103,1980,9944,3006,12950,0.23212355212355212
4103,1991,9691,3919,13610,0.28795003673769287
4103,1996,9041,4391,13432,0.32690589636688505
4103,2000,9947,5447,15394,0.3538391581135507
4103,2007,11645,7509,19154,0.39203299571890987
4103,2010,8318,8041,16359,0.4915337123296045
4103,2022,7075,7080,14155,0.5001766160367361
4104,1940,44835,4493,49328,0.09108417126175802
4104,1950,57480,7427,64907,0.11442525459503597
4104,1960,52407,26363,78770,0.33468325504633745
4104,1970,78158,16688,94846,0.1759483794783122
4104,1980,77086,26729,103815,0.25746761065356644
4104,1991,65160,47316,112476,0.4206764109676731
4104,1996,63060,55887,118947,0.46984791545814525
4104,2000,73064,65055,138119,0.47100688536696617
4104,2007,76352,80573,156925,0.5134490998884818
4104,2010,78394,89703,168097,0.5336383159723255
4104,2022,85690,101785,187475,0.5429257234297906
4105,1960,1728,870,2598,0.3348729792147806
4105,1970,3212,2077,5289,0.3927018339950841
4105,1980,2994,2469,5463,0.45194947830862164
4105,1991,1966,3120,5086,0.6134486826582777
4105,1996,1983,3798,5781,0.6569797612869746
4105,2000,2080,4429,6509,0.6804424642802274
4105,2007,2104,4657,6761,0.6888034314450525
4105,2010,1985,4999,6984,0.7157789232531501
4105,2022,1753,5492,7245,0.758040027605245
4106,1960,5132,2587,7719,0.3351470397719912
4106,1970,7962,1787,9749,0.18330085136937121
4106,1980,6470,2764,9234,0.2993285683344163
4106,1991,5688,3828,9516,0.40226986128625475
4106,1996,6807,4422,11229,0.3938017632914774
4106,2000,7087,5453,12540,0.4348484848484849
4106,2007,7593,6056,13649,0.44369550882848563
4106,2010,8153,5772,13925,0.41450628366247755
4106,2022,6230,6698,12928,0.5181002475247525
4107,1940,18465,1964,20429,0.09613784326202947
4107,1950,21794,2076,23870,0.08697109342270633
4107,1960,17259,8690,25949,0.3348876642645189
4107,1970,28946,3561,32507,0.10954563632448396
4107,1980,7390,37722,45112,0.836185493881894
4107,1991,5533,61182,66715,0.9170651277823578
4107,1996,6118,73370,79488,0.9230324074074074
4107,2000,5787,86182,91969,0.9370766236449238
4107,2007,7371,98083,105454,0.9301022246666794
4107,2010,5545,113116,118661,0.9532702404328297
4107,2022,17359,137456,154815,0.8878726221619352
4108,1940,20388,8657,29045,0.2980547426407299
4108,1950,24963,11879,36842,0.32243092123120354
4108,1960,27168,13740,40908,0.335875623349956
4108,1970,32514,17606,50120,0.35127693535514765
4108,1980,37579,23566,61145,0.3854117262245482
4108,1991,35258,39090,74348,0.5257706999515791
4108,1996,36804,46826,83630,0.5599186894655028
4108,2000,36854,52451,89305,0.5873243379430043
4108,2007,41398,56909,98307,0.5788906181655427
4108,2010,42938,59430,102368,0.5805525164113785
4108,2022,41898,71942,113840,0.6319571328179902
4109,1940,14743,3963,18706,0.21185715813108094
4109,1950,19384,4874,24258,0.20092340671118805
4109,1960,17381,8746,26127,0.3347494928617905
4109,1970,28984,4918,33902,0.1450651878945195
4109,1980,30228,5029,35257,0.1426383413222906
4109,1991,26676,15660,42336,0.36989795918367346
4109,1996,27391,16757,44148,0.37956419316843343
4109,2000,27071,18577,45648,0.40696196985629163
4109,2007,27476,20306,47782,0.42497174668285126
4109,2010,28056,21342,49398,0.4320417830681404
4109,2022,22848,27198,50046,0.5434600167845582
4110,1940,21374,3054,24428,0.12502046831504832
4110,1950,27537,4670,32207,0.1449995342627379
4110,1960,21062,10640,31702,0.33562551258595674
4110,1970,30049,11003,41052,0.26802591834746176
4110,1980,29993,16609,46602,0.3564010128320673
4110,1991,26334,22347,48681,0.4590497319282677
4110,1996,25070,25576,50646,0.5049954586739328
4110,2000,22480,28122,50602,0.5557487846330185
4110,2007,21964,30653,52617,0.5825683714388886
4110,2010,20513,32286,52799,0.6114888539555673
4110,2022,18545,34825,53370,0.6525201424020985
4111,1940,8615,2086,10701,0.19493505279880385
4111,1950,12180,2693,14873,0.18106636186378
4111,1960,7240,3650,10890,0.3351698806244261
4111,1970,9914,3900,13814,0.2823222817431591
4111,1980,10582,4276,14858,0.28779108897563604
4111,1991,10398,7011,17409,0.402722729622609
4111,1996,8905,8684,17589,0.49371766444937176
4111,2000,9455,10151,19606,0.5177496684688361
4111,2007,8363,12851,21214,0.6057792024135005
4111,2010,7952,12733,20685,0.6155668358714044
4111,2022,7662,12121,19783,0.6126977708133245
4112,1960,6451,3250,9701,0.335017008555819
4112,1970,9666,892,10558,0.08448569804887289
4112,1980,11357,1076,12433,0.086543875170916107
4112,1991,9068,1510,10578,0.14274910190962375
4112,1996,9688,1836,11524,0.15931968066643526
4112,2000,10202,2157,12359,0.17452868355044907
4112,2007,9087,3042,12129,0.2508038585209003
4112,2010,7760,3769,11529,0.32691473675080235
4112,2022,7463,3761,11224,0.33508553100498933
4113,1960,2820,1417,4237,0.33443474156242625
4113,1970,5927,841,6768,0.12426122931442081
4113,1980,5976,1047,7023,0.14908158906450236
4113,1991,6005,1382,7387,0.18708542033301748
4113,1996,5387,1741,7128,0.2442480359147026
4113,2000,5392,2146,7538,0.28469089944282305
4113,2007,4730,2572,7302,0.35223226513284034
4113,2010,3771,3879,7650,0.5070588235294118
4113,2022,3145,4284,7429,0.5766590389016019
4114,1940,17260,2184,19444,0.11232256737296853
4114,1950,23973,3169,27142,0.11675631862058802
4114,1960,15273,7714,22987,0.3355809805542263
4114,1970,25154,3963,29117,0.13610605488202768
4114,1980,24444,5125,29569,0.17332341303392065
4114,1991,22211,7512,29723,0.25273357332705315
4114,1996,17585,9351,26936,0.34715622215622216
4114,2000,18720,11375,30095,0.3779697624190065
4114,2007,18030,12320,30350,0.4059308072487644
4114,2010,16779,14576,31355,0.4648700366767661
4114,2022,13274,15952,29226,0.5458153698761377
4115,1940,17184,2900,20084,0.1443935471021709
4115,1950,18489,3745,22234,0.1684357290635963
4115,1960,13790,6959,20749,0.3353896573328835
4115,1970,18572,6027,24599,0.24500995975446158
4115,1980,17898,7162,25060,0.28579409417398244
4115,1991,15671,8820,24491,0.3601322934955698
4115,1996,15364,9158,24522,0.3734605660223473
4115,2000,15127,10080,25207,0.3998889197445154
4115,2007,13607,10873,24480,0.4441584967320261
4115,2010,12741,11825,24566,0.48135634616950257
4115,2022,11054,12660,23714,0.5338618537572741
4116,1940,11238,2176,13414,0.1622185776054868
4116,1950,14309,3139,17448,0.1799060064190738
4116,1960,2771,1394,4165,0.3346938775510204
4116,1970,3686,1311,4997,0.2623574144486692
4116,1980,3778,1521,5299,0.2870352896772976
4116,1991,3295,2117,5412,0.3911677753141168
4116,1996,3618,2401,6019,0.3989034723375976
4116,2000,3245,2585,5830,0.44339622641509435
4116,2007,2832,2948,5780,0.5100346020761246
4116,2010,2722,3304,6026,0.5482907401261201
4116,2022,2746,2958,5704,0.5185834502103787
4117,1940,39436,7042,46478,0.15151254356900037
4117,1950,53984,7647,61631,0.12407716895718064
4117,1960,54033,27209,81242,0.3349129760468723
4117,1970,78222,20287,98509,0.20594057395770946
4117,1980,69798,29492,99290,0.2970289052271125
4117,1991,52412,45429,97841,0.46431455115953435
4117,1996,47230,54626,101856,0.5363061577128495
4117,2000,49664,60725,110389,0.5501001005534972
4117,2007,49944,69127,119071,0.5805527794341191
4117,2010,49215,74479,123694,0.6021229809044901
4117,2022,44086,81346,125432,0.6485266917533006
4118,1940,18639,3499,22138,0.15805402475381697
4118,1950,18698,4289,22987,0.1865837212337408
4118,1960,15498,7841,23339,0.3359612665495523
4118,1970,15744,9626,25370,0.3794245171462357
4118,1980,15924,15031,30955,0.4855758358908092
4118,1991,14128,24302,38430,0.6323705438459537
4118,1996,15679,27617,43296,0.6378649297856614
4118,2000,16362,30669,47031,0.65210180519232
4118,2007,16253,34133,50386,0.6774302385583297
4118,2010,17301,38022,55323,0.6872729244617971
4118,2022,21169,53864,75033,0.7178708035131209
4119,1960,8670,4373,13043,0.33527562677298167
4119,1970,14315,3182,17497,0.18185974738526606
4119,1980,14781,4242,19023,0.22299321873521527
4119,1991,11052,8323,19375,0.4295741935483871
4119,1996,9465,10049,19514,0.5149636158655324
4119,2000,9141,10866,20007,0.5431099115309642
4119,2007,8667,12006,20673,0.5807575097953853
4119,2010,8354,13160,21514,0.6116947104211211
4119,2022,7207,12174,19381,0.6281409627986172
4120,1940,17739,9902,27641,0.3582359538366919
4120,1950,20645,12981,33626,0.3860405638494023
4120,1960,18964,9573,28537,0.33545922837018605
4120,1970,19294,16442,35736,0.4600962614730244
4120,1980,20958,25046,46004,0.5444309190505173
4120,1991,23732,40232,63964,0.6289788005753236
4120,1996,20957,43583,64540,0.6752866439417415
4120,2000,19589,49780,69369,0.717611613256642
4120,2007,20331,52951,73282,0.7225648863295215
4120,2010,20207,54427,74634,0.7292520835008173
4120,2022,21039,55854,76893,0.7263860169326206
4121,1940,22861,7120,29981,0.23748373970181114
4121,1950,30195,7732,37927,0.20386532022042345
4121,1960,13630,6880,20510,0.33544612384202827
4121,1970,13494,8726,22220,0.39270927092709274
4121,1980,12072,12378,24450,0.50625766871165645
4121,1991,10948,16199,27147,0.5967141857295466
4121,1996,10337,19130,29467,0.6492008008959175
4121,2000,9015,20846,29861,0.6981012022370315
4121,2007,8757,22912,31669,0.7234835327923206
4121,2010,8884,24437,33321,0.733381351099907
4121,2022,8973,26245,35218,0.7452155147935715
4122,1960,16929,8541,25470,0.3353356890459364
4122,1970,24722,4651,29373,0.15834269567289688
4122,1980,29641,5825,35466,0.16424180905656122
4122,1991,26281,10520,36801,0.2858617972337708
4122,1996,27789,10350,38139,0.2713757570990325
4122,2000,22646,19697,42343,0.4651772429917578
4122,2007,26274,19881,46155,0.43074423139421514
4122,2010,27700,21611,49311,0.4382592119405406
4122,2022,30906,22208,53114,0.4181195165116542
4123,1960,8435,4250,12685,0.33504138746551043
4123,1970,12899,5420,18319,0.29586767836672306
4123,1980,15108,6763,21871,0.30922225778428053
4123,1991,16622,9344,25966,0.3598551952553339
4123,1996,17360,10457,27817,0.37592119926663553
4123,2000,16773,11585,28358,0.40852669440722195
4123,2007,17292,12274,29566,0.41513901102617873
4123,2010,17881,12997,30878,0.42091456700563507
4123,2022,20375,12400,32775,0.37833714721586575
4124,1940,21349,1120,22469,0.049846455115937514
4124,1950,24935,1607,26542,0.06054555044834602
4124,1960,20671,10424,31095,0.3352307444926837
4124,1970,35995,5830,41825,0.13939031679617453
4124,1980,36894,9668,46562,0.2076371289893046
4124,1991,33352,14566,47918,0.3039776284485997
4124,1996,30447,17304,47751,0.36237984544826285
4124,2000,29760,20546,50306,0.4084204667435296
4124,2007,27768,25770,53538,0.4813403563823826
4124,2010,25894,26604,52498,0.5067621623680902
4124,2022,21779,28632,50411,0.5679712761103728
4125,1940,20159,2626,22785,0.1152512617950406
4125,1950,25074,4270,29344,0.14551526717557253
4125,1960,12391,6256,18647,0.33549632648683436
4125,1970,14707,7045,21752,0.32387826406767195
4125,1980,16830,9671,26501,0.3649296252971586
4125,1991,16357,17364,33721,0.5149313484178998
4125,1996,16361,18477,34838,0.5303691371490901
4125,2000,15806,22678,38484,0.5892838582267955
4125,2007,15267,24346,39613,0.6145962184131472
4125,2010,17138,28055,45193,0.6207819795101012
4125,2022,18546,32544,51090,0.6369935408103347
4126,1940,12420,2580,15000,0.172
4126,1950,15753,3938,19691,0.19998984307551673
4126,1960,15151,7646,22797,0.33539500811510287
4126,1970,22625,9069,31694,0.2861424875370733
4126,1980,20385,11736,32121,0.3653684505463715
4126,1991,18732,17195,35927,0.4786094023993097
4126,1996,16504,19902,36406,0.546668131626655
4126,2000,17867,21624,39491,0.5475678002582867
4126,2007,17224,24127,41351,0.5834683562670794
4126,2010,16615,25344,41959,0.6040182082509116
4126,2022,15887,25881,41768,0.6196370427121242
4127,1940,31369,3385,34754,0.09739886056281291
4127,1950,42585,5735,48320,0.11868791390728477
4127,1960,24587,12380,36967,0.3348932831985284
4127,1970,38605,12047,50652,0.23783858485351023
4127,1980,38811,19367,58178,0.3328921585479047
4127,1991,31712,30115,61827,0.4870849305319682
4127,1996,29415,36161,65576,0.5514365011589606
4127,2000,30028,39573,69601,0.5685694171060761
4127,2007,29486,44392,73878,0.6008825360729851
4127,2010,27598,46875,74473,0.6294227438131941
4127,2022,23267,50907,74174,0.6863186561328768
4128,1960,8212,4138,12350,0.33506072874493925
4128,1970,10825,1743,12568,0.13868555060471038
4128,1980,12126,3023,15149,0.19955112548683082
4128,1991,11100,4459,15559,0.2865865415515136
4128,1996,10614,4890,15504,0.31540247678018574
4128,2000,10578,5252,15830,0.3317751105495894
4128,2007,10613,5790,16403,0.35298421020545023
4128,2010,10850,6212,17062,0.3640839291993905
4128,2022,9165,8089,17254,0.4688188246203779
4129,1960,5666,2850,8516,0.3346641615782057
4129,1970,8362,1939,10301,0.18823415202407534
4129,1980,8525,3378,11903,0.28379400151222384
4129,1991,6786,5646,12432,0.45415057915057916
4129,1996,6740,7059,13799,0.5115588086093196
4129,2000,7223,8381,15604,0.5371058702896693
4129,2007,8321,9656,17977,0.5371307782166101
4129,2010,8497,11523,20020,0.5755744255744256
4129,2022,5900,10477,16377,0.6397386578738474
4130,1940,13105,1300,14405,0.09024644220756682
4130,1950,19189,1831,21020,0.08710751665080875
4130,1960,11222,5665,16887,0.33546515070764493
4130,1970,16575,1835,18410,0.09967409016838674
4130,1980,15372,2947,18319,0.16087122659533817
4130,1991,13925,3822,17747,0.21536034259311432
4130,1996,13550,4673,18223,0.2564341765900236
4130,2000,13158,5459,18617,0.2932266208304238
4130,2007,10711,7816,18527,0.42187078318130294
4130,2010,10046,8301,18347,0.45244454134190876
4130,2022,8954,8678,17632,0.4921733212341198
4131,1940,17274,1819,19093,0.09527051799088672
4131,1950,20747,2422,23169,0.10453623376062843
4131,1960,13362,6741,20103,0.33532308610655126
4131,1970,19664,4102,23766,0.1725995119077674
4131,1980,18446,5084,23530,0.21606459838504039
4131,1991,14081,7237,21318,0.3394783750820903
4131,1996,14701,8702,23403,0.3718326710250823
4131,2000,15115,10618,25733,0.41262192515447094
4131,2007,14528,11797,26325,0.44812915479582144
4131,2010,12362,14031,26393,0.5316182321069981
4131,2022,11513,14807,26320,0.5625759878419453
4132,1960,10985,5532,16517,0.33492765029969124
4132,1970,15785,2791,18576,0.1502476313522825
4132,1980,14737,3415,18152,0.1881335390039665
4132,1991,12785,4786,17571,0.27238062716976835
4132,1996,11908,5571,17479,0.3187253275359002
4132,2000,11274,7170,18444,0.38874430709173713
4132,2007,10971,7678,18649,0.41171108370422005
4132,2010,10257,8310,18567,0.4475682662788819
4132,2022,8338,8677,17015,0.5099617984131648
4133,1960,4725,2379,7104,0.33488175675675674
4133,1970,6586,3069,9655,0.3178663904712584
4133,1980,7392,3827,11219,0.3411177466797397
4133,1991,8208,5417,13625,0.39757798165137614
4133,1996,8324,6469,14793,0.43730142635030084
4133,2000,8305,6925,15230,0.4546946815495732
4133,2007,8384,7617,16001,0.4760327479532529
4133,2010,8786,7960,16746,0.4753373940045384
4133,2022,7309,9901,17210,0.5753050552004648
4134,1940,41492,5983,47475,0.1260242232754081
4134,1950,46212,7408,53620,0.1381574039537486
4134,1960,21638,10915,32553,0.33529935797007954
4134,1970,28699,10329,39028,0.26465614430665163
4134,1980,10701,36976,47677,0.7755521530297628
4134,1991,17671,41278,58949,0.7002324042816672
4134,1996,16109,47490,63599,0.7467098539285209
4134,2000,17809,54271,72080,0.7529273029966703
4134,2007,16753,64322,81075,0.7933641689793401
4134,2010,17388,67437,84825,0.7950132625994695
4134,2022,26451,69660,96111,0.7247869650716359
4135,1960,3602,1815,5417,0.33505630422743216
4135,1970,8035,1087,9122,0.11916246437184828
4135,1980,6596,2328,8924,0.2608695652173913
4135,1991,8258,3676,11934,0.3080274844980727
4135,1996,7867,4641,12508,0.37104253277902144
4135,2000,9082,6465,15547,0.4158358525760597
4135,2007,8443,8585,17028,0.5041696030068124
4135,2010,10017,8728,18745,0.4656174979994665
4135,2022,4441,5802,10243,0.5664356145660451
4136,1940,20977,2382,23359,0.1019735433879875
4136,1950,17932,10290,28222,0.36460917015094607
4136,1960,18923,9552,28475,0.3354521510096576
4136,1970,36089,6689,42778,0.15636542147833
4136,1980,41263,11000,52263,0.21047394906530434
4136,1991,33487,15856,49343,0.3213424396570942
4136,1996,29888,18576,48464,0.38329481677121163
4136,2000,28238,23423,51661,0.45339811463192736
4136,2007,27986,25866,53852,0.480316422788383
4136,2010,25060,27655,52715,0.5246134876221189
4136,2022,18279,32348,50627,0.6389475971319651
4137,1940,26360,3722,30082,0.12372847550029918
4137,1950,33075,4757,37832,0.12574011418904632
4137,1960,27936,14063,41999,0.3348413057453749
4137,1970,43554,11200,54754,0.20455126566095627
4137,1980,20802,73304,94106,0.7789513952351603
4137,1991,17498,147601,165099,0.8940151060878624
4137,1996,20411,188739,209150,0.9024097537652402
4137,2000,24391,226088,250479,0.9026225751460202
4137,2010,35221,290220,325441,0.8917745459238388
4137,2022,37067,318612,355679,0.8957852445604042
4138,1940,11510,3854,15364,0.25084613381931786
4138,1950,13023,4730,17753,0.266433842167521
4138,1960,13152,6635,19787,0.3353211704654571
4138,1970,14104,8654,22758,0.38026188593022237
4138,1980,13317,8436,21753,0.38780857812715486
4138,1991,11873,11057,22930,0.4822067160924553
4138,1996,11094,12208,23302,0.5239035275941979
4138,2000,10561,13501,24062,0.5610921785387748
4138,2007,10127,14480,24607,0.5884504409314423
4138,2010,9368,15159,24527,0.6180535736127533
4138,2022,8355,13989,22344,0.6260741138560687
4139,1960,3106,1563,4669,0.33476119083315486
4139,1970,2818,4058,6876,0.5901687027341478
4139,1980,2890,5673,8563,0.6625014597687726
4139,1991,3672,6888,10560,0.6522727272727272
4139,1996,3418,7857,11275,0.6968514412416852
4139,2000,3666,8497,12163,0.6985940968511059
4139,2007,3399,8816,12215,0.7217355710192387
4139,2010,3447,9168,12615,0.7267538644470868
4139,2022,3726,8736,12462,0.7010110736639383
4140,1940,13570,1973,15543,0.1269381715241588
4140,1950,16923,2739,19662,0.1393042416844675
4140,1960,15977,8036,24013,0.33465206346562276
4140,1970,24632,8703,33335,0.2610769461526924
4140,1980,23046,23935,46981,0.5094612715778719
4140,1991,27840,37735,65575,0.5754479603507434
4140,1996,26233,52256,78489,0.6657748219495726
4140,2000,24675,71892,96567,0.7444779272422256
4140,2007,24382,97420,121802,0.7998226630104596
4140,2010,22790,113150,135940,0.8323525084596145
4140,2022,18792,147109,165901,0.8867276267171386
4141,1940,16419,2421,18840,0.1285031847133758
4141,1950,23863,3089,26952,0.114611160581775
4141,1960,8093,4079,12172,0.33511337495892213
4141,1970,10707,4053,14760,0.27459349593495935
4141,1980,11877,5448,17325,0.31445887445887444
4141,1991,9126,8439,17565,0.48044406490179337
4141,1996,8843,10170,19013,0.5348971756166834
4141,2000,8718,11263,19981,0.5636855012261649
4141,2007,9059,12112,21171,0.5721033489206934
4141,2010,7731,14223,21954,0.6478546050833561
4141,2022,7105,13848,20953,0.6609077459075072
4142,1940,23026,5610,28636,0.19590724961586814
4142,1950,25608,8619,34227,0.25181873959155054
4142,1960,27448,13854,41302,0.33543169822284635
4142,1970,34666,27345,62011,0.44097015045717697
4142,1980,33602,32267,65869,0.48986624967738995
4142,1991,26707,39945,66652,0.5993068475064515
4142,1996,23362,41867,65229,0.6418464180042619
4142,2000,23349,47549,70898,0.6706677198228441
4142,2007,22539,49847,72386,0.6886276351780731
4142,2010,20168,52644,72812,0.7230126902158984
4142,2022,20461,55929,76390,0.7321508050791988
4143,1940,27715,12567,40282,0.31197557221587807
4143,1950,29632,16776,46408,0.3614893983795897
4143,1960,39038,19760,58798,0.33606585258001975
4143,1970,29184,41812,70996,0.588934587864105
4143,1980,22369,58306,80675,0.722726991013325
4143,1991,20239,70280,90519,0.7764115820987859
4143,1996,17622,77899,95521,0.8155170067315041
4143,2000,20729,83917,104646,0.8019131166026413
4143,2007,18314,92884,111198,0.8353027932157053
4143,2010,20512,100916,121428,0.831076852126363
4143,2022,21306,109744,131050,0.8374208317436093
4144,1940,14086,1607,15693,0.10240234499458357
4144,1950,19984,1836,21820,0.08414298808432631
4144,1960,19043,9621,28664,0.335647502093218
4144,1970,27072,5068,32140,0.15768512756689484
4144,1980,29497,7475,36972,0.20218002812939523
4144,1991,30981,14215,45196,0.31451898398088324
4144,1996,29424,18375,47799,0.38442226824828973
4144,2000,28977,22124,51101,0.4329465176806716
4144,2007,29700,24322,54022,0.45022398282181336
4144,2010,28403,26441,54844,0.48211290204944934
4144,2022,28813,30721,59534,0.5160244566130279
4145,1940,13933,1054,14987,0.0703276172682992
4145,1950,19016,1509,20525,0.07352009744214373
4145,1960,17364,8754,26118,0.3351711463358603
4145,1970,29363,4722,34085,0.13853601290890422
4145,1980,30742,6513,37255,0.17482217152060125
4145,1991,25720,10571,36291,0.291284340470089
4145,1996,22954,13283,36237,0.3665590418632889
4145,2000,22824,15491,38315,0.4043064074122406
4145,2007,22154,18405,40559,0.45378337730220175
4145,2010,20638,19208,39846,0.48205591527380415
4145,2022,21173,20061,41234,0.4865159819566377
4146,1940,16183,1744,17927,0.09728342723266581
4146,1950,23338,2279,25617,0.08896435960494983
4146,1960,12100,6101,18201,0.33520136256249655
4146,1970,16744,3865,20609,0.18753942452326652
4146,1980,16491,5077,21568,0.2353950296735905
4146,1991,15521,5708,21229,0.2688774789203448
4146,1996,13456,6544,20000,0.3272
4146,2000,14156,7371,21527,0.3424072095507967
4146,2007,13409,8809,22218,0.39648033126293997
4146,2010,13706,8891,22597,0.3934593087577997
4146,2022,11534,10214,21748,0.4696523818282141
4147,1960,9886,4988,14874,0.3353502756487831
4147,1970,13649,3628,17277,0.20999016032876078
4147,1980,12139,5223,17362,0.3008293975348462
4147,1991,10754,6871,17625,0.38984397163120565
4147,1996,12533,6917,19450,0.35562982005141386
4147,2000,11589,8726,20315,0.4295348264828944
4147,2007,11153,8091,19244,0.42044273539804616
4147,2010,10136,8871,19007,0.46672278634187403
4147,2022,9695,8522,18217,0.46780479771641875
4148,1940,39531,16536,56067,0.29493284819947563
4148,1950,43579,26432,70011,0.37754067218008597
4148,1960,48164,24347,72511,0.33576974528002645
4148,1970,42009,60188,102197,0.5889409669559772
4148,1980,35564,82460,118024,0.6986714566528841
4148,1991,30637,112097,142734,0.7853559768520465
4148,1996,29180,125979,155159,0.8119348539240392
4148,2000,26637,146127,172764,0.8458185733138849
4148,2007,6631,13550,20181,0.6714236162727317
4148,2010,28236,181783,210019,0.8655550212123665
4148,2022,31054,196142,227196,0.8633162555678797
4149,1940,34241,145944,180185,0.8099675333684824
4149,1950,32403,237766,270169,0.8800639599657992
4149,1960,336511,170597,507108,0.33641157307713543
4149,1970,30298,827682,857980,0.9646868225366558
4149,2010,0,2452185,2452185,1
4150,1960,4220,2128,6348,0.3352236925015753
4150,1970,6319,1881,8200,0.22939024390243903
4150,1980,6568,2608,9176,0.2842197035745423
4150,1991,5231,4473,9704,0.4609439406430338
4150,1996,5062,5818,10880,0.5347426470588236
4150,2000,5373,6459,11832,0.545892494929006
4150,2007,5728,7102,12830,0.5535463756819953
4150,2010,5355,7636,12991,0.5877915479947656
4150,2022,4730,10927,15657,0.6978987034553235
4151,1960,2822,1419,4241,0.33459089837302525
4151,1970,2555,1608,4163,0.3862599087196733
4151,1980,3451,1302,4753,0.27393225331369664
4151,1991,3793,1772,5565,0.31841868823000896
4151,1996,3042,1798,4840,0.3714876033057851
4151,2000,2550,2316,4866,0.4759556103575832
4151,2007,3855,2685,6540,0.4105504587155963
4151,2010,2570,3648,6218,0.5866838211643616
4151,2022,2905,3829,6734,0.5686070686070686
4152,1940,28888,5213,34101,0.1528694173191402
4152,1950,33636,5549,39185,0.14161031006762792
4152,1960,23342,11790,35132,0.33559148354776275
4152,1970,34145,6931,41076,0.16873600155808743
4152,1980,33443,10316,43759,0.2357457894376014
4152,1991,33795,17270,51065,0.3381964163321257
4152,1996,30570,21615,52185,0.4141994826099454
4152,2000,28899,25808,54707,0.47174950189189685
4152,2007,29355,29019,58374,0.49712200637270015
4152,2010,28858,30369,59227,0.5127560065510662
4152,2022,30192,31249,61441,0.5086017480184242
4153,1940,27214,6389,33603,0.19013183346724996
4153,1950,35506,8755,44261,0.1978039357447866
4153,1960,18020,9073,27093,0.33488354925626546
4153,1970,25227,10826,36053,0.300280143122625
4153,1980,27684,11969,39653,0.3018434922956649
4153,1991,25604,15897,41501,0.38305101081901644
4153,1996,24637,19447,44084,0.4411351057072861
4153,2000,25920,22564,48484,0.46539064433627586
4153,2007,26193,25217,51410,0.4905076833300914
4153,2010,26753,25892,52645,0.4918225852407636
4153,2022,26848,26496,53344,0.4967006598680264
4154,1960,2618,1323,3941,0.33570159857904086
4154,1970,4963,808,5771,0.14001039681164443
4154,1980,3789,617,4406,0.14003631411711304
4154,1991,3872,871,4743,0.18363904701665612
4154,1996,3884,994,4878,0.2037720377203772
4154,2000,4061,1234,5295,0.23305004721435316
4154,2007,3619,1312,4931,0.2660717907118232
4154,2010,3259,1370,4629,0.2959602505940808
4154,2022,2231,2610,4841,0.5391448047923982
4155,1960,3254,1644,4898,0.3356472029399755
4155,1970,4706,1584,6290,0.25182829888712244
4155,1980,4071,3166,7237,0.43747409147436783
4155,1991,3459,4620,8079,0.5718529520980319
4155,1996,3182,5171,8353,0.6190590207111217
4155,2000,3153,5588,8741,0.6392861228692369
4155,2007,2957,6499,9456,0.6872884940778342
4155,2010,3152,7076,10228,0.6918263590144701
4155,2022,3239,7671,10910,0.7031164069660861
4156,1940,13247,5276,18523,0.28483506991308105
4156,1950,13972,6018,19990,0.3010505252626313
4156,1960,15772,7953,23725,0.3352160168598525
4156,1970,22829,9087,31916,0.28471612984083217
4156,1980,17302,24804,42106,0.5890846910179072
4156,1991,14036,63674,77710,0.8193797452065371
4156,1996,12229,74311,86540,0.8586896232955858
4156,2000,12294,88503,100797,0.8780320842882229
4156,2007,16060,103224,119284,0.8653633345628919
4156,2010,15670,116537,132207,0.8814737494988919
4156,2022,19840,150659,170499,0.88363568114769
4157,1960,4424,2232,6656,0.33533653846153844
4157,1970,5730,682,6412,0.10636306924516531
4157,1980,4711,712,5423,0.13129264244882907
