code_amc,ano,pop_rural,pop_urbana,pop_total,tx_urbanizacao
6044,2010,8275,6530,14805,0.44106720702465385
6044,2022,6636,8654,15290,0.5659908436886855
6045,1940,27798,3085,30883,0.09989314509600751
6045,1950,31539,5953,37492,0.15878053984850102
6045,1960,11486,6146,17632,0.348570780399274
6045,1970,7485,3056,10541,0.2899155677829428
6045,1980,6615,4406,11021,0.3997822339170674
6045,1991,5405,5124,10529,0.4866559027448001
6045,1996,4473,5782,10255,0.5638225255972696
6045,2000,4517,6197,10714,0.5784020907224192
6045,2007,4365,6765,11130,0.6078167115902965
6045,2010,4249,6913,11162,0.6193334527862391
6045,2022,2957,8442,11399,0.7405912799368366
6046,1940,17676,9062,26738,0.33891839329792806
6046,1950,20056,10862,30918,0.3513163852771848
6046,1960,25099,13477,38576,0.349362297801742
6046,1970,16758,24935,41693,0.5980620248003262
6046,1980,14882,31566,46448,0.6795986910093007
6046,1991,12944,38329,51273,0.7475474421235349
6046,1996,11277,40119,51396,0.7805860378239552
6046,2000,12751,41964,54715,0.7669560449602486
6046,2007,11524,44527,56051,0.7944015271806034
6046,2010,10945,47501,58446,0.8127331211716798
6046,2022,10623,52616,63239,0.8320182166068407
6047,1940,36592,5201,41793,0.12444667767329456
6047,1950,43767,6525,50292,0.12974230493915534
6047,1960,29347,15744,45091,0.34916058636978553
6047,1970,24401,11790,36191,0.32577160067420075
6047,1980,24566,15382,39948,0.3850505657354561
6047,1991,16922,22589,39511,0.5717142061704336
6047,1996,14067,25255,39322,0.6422613295356289
6047,2000,14067,26862,40929,0.6563072637982849
6047,2007,12472,28877,41349,0.6983723911098213
6047,2010,11544,30592,42136,0.726029998101386
6047,2022,9020,33115,42135,0.7859261896285749
6048,1970,2702,760,3462,0.219526285384171
6048,1980,2888,1582,4470,0.35391498881431765
6048,1991,3186,1336,4522,0.29544449358690844
6048,1996,3147,1409,4556,0.30926251097453905
6048,2000,2460,2695,5155,0.5227934044616876
6048,2007,2438,2925,5363,0.5454036919634533
6048,2010,2413,3224,5637,0.5719354266453788
6048,2022,2357,3396,5753,0.5903007126716495
6049,1970,4174,669,4843,0.13813751806731364
6049,1980,4149,922,5071,0.18181818181818182
6049,1991,3559,1990,5549,0.35862317534690935
6049,1996,3294,2409,5703,0.4224092582851131
6049,2000,3159,2357,5516,0.42730239303843365
6049,2007,3013,2748,5761,0.4770005207429266
6049,2010,2862,2887,5749,0.5021742911810749
6049,2022,2463,3622,6085,0.5952341824157765
6050,1940,44688,20211,64899,0.311422363980955
6050,1950,50202,32910,83112,0.3959717008374242
6050,1960,43027,23094,66121,0.3492687648402172
6050,1970,22804,14254,37058,0.3846402935938259
6050,1980,22595,18492,41087,0.45006936500596295
6050,1991,19990,29897,49887,0.5992944053561048
6050,1996,17435,33877,51312,0.6602159338946055
6050,2000,18026,36373,54399,0.6686336145885035
6050,2007,17944,39520,57464,0.6877349296951135
6050,2010,18433,40882,59315,0.6892354379162101
6050,2022,16769,46305,63074,0.7341376795510036
6051,1940,27330,3190,30520,0.104521625163827
6051,1950,28171,3607,31778,0.11350619925734785
6051,1960,11366,6113,17479,0.3497339664740546
6051,1970,6497,1558,8055,0.19342023587833643
6051,1980,5930,1847,7777,0.2374951780892375
6051,1991,5320,2217,7537,0.29414886559639114
6051,1996,5191,2631,7822,0.336358987471235
6051,2000,5034,3070,8104,0.3788252714708786
6051,2007,4699,3563,8262,0.43125151295085934
6051,2010,4379,3864,8243,0.46876137328642487
6051,2022,3830,4340,8170,0.5312117503059975
6052,1970,857,598,1455,0.41099656357388314
6052,1980,741,710,1451,0.48931771192281187
6052,1991,750,1122,1872,0.5993589743589743
6052,1996,675,1340,2015,0.6650124069478908
6052,2000,694,1466,2160,0.6787037037037037
6052,2007,938,1451,2389,0.6073670992046881
6052,2010,665,1713,2378,0.7203532380151387
6052,2022,665,1647,2312,0.7123702422145328
6053,1960,14863,7974,22837,0.34917020624425277
6053,1970,19076,6623,25699,0.25771430794972566
6053,1980,20256,10109,30365,0.33291618639881443
6053,1991,17929,14803,32732,0.4522485640962972
6053,1996,16885,18685,35570,0.5253022209727298
6053,2000,16826,20400,37226,0.5480040831676785
6053,2007,11798,22310,34108,0.6540987451624253
6053,2010,10961,22790,33751,0.6752392521703061
6053,2022,8369,25294,33663,0.7513887651130321
6054,1960,4927,2645,7572,0.3493132593766508
6054,1970,3742,1467,5209,0.28162795162219234
6054,1980,4078,1770,5848,0.3026675786593707
6054,1991,3138,2061,5199,0.39642238892094633
6054,1996,2445,2214,4659,0.4752092723760464
6054,2000,2303,2445,4748,0.5149536647009267
6054,2007,2074,2775,4849,0.5722829449371004
6054,2010,1928,2884,4812,0.5993349958437241
6054,2022,1489,3002,4491,0.6684480071253618
6055,1940,25560,2747,28307,0.09704313420708659
6055,1950,30210,4181,34391,0.12157250443429968
6055,1960,19001,10191,29192,0.3491024938339271
6055,1970,14348,9152,23500,0.3894468085106383
6055,1980,13523,12332,25855,0.47696770450589826
6055,1991,10704,14516,25220,0.5755749405233941
6055,1996,9028,16993,26021,0.6530494600514969
6055,2000,8305,18336,26641,0.6882624526106378
6055,2007,7651,19897,27548,0.7222665892260781
6055,2010,7436,21323,28759,0.7414374630550437
6055,2022,6686,23975,30661,0.7819379667982127
6056,1940,14746,1517,16263,0.09327922277562566
6056,1950,18218,1944,20162,0.09641900605098701
6056,1960,9322,4999,14321,0.34906780252775643
6056,1970,14318,4471,18789,0.23795837990313481
6056,1980,15703,7015,22718,0.30878598468175017
6056,1991,13264,9952,23216,0.4286698828394211
6056,1996,10986,10737,21723,0.49426874741057863
6056,2000,10150,11329,21479,0.5274454117975698
6056,2007,9371,11832,21203,0.5580342404376739
6056,2010,9039,12863,21902,0.5872979636562871
6056,2022,7612,13875,21487,0.6457392842183646
6057,1970,4590,2567,7157,0.3586698337292161
6057,1980,5811,2779,8590,0.32351571594877765
6057,1991,3957,3442,7399,0.4651979997296932
6057,1996,3226,4029,7255,0.555341144038594
6057,2000,2369,4126,6495,0.6352578906851424
6057,2007,2341,4361,6702,0.6507012831990451
6057,2010,2022,4562,6584,0.6928918590522479
6057,2022,1659,4792,6451,0.7428305689040459
6058,1970,4634,277,4911,0.05640399104052128
6058,1980,5607,772,6379,0.12102210377802164
6058,1991,7122,3269,10391,0.31459917236069673
6058,1996,5601,6638,12239,0.5423645722689763
6058,2000,6147,10266,16413,0.6254798025955035
6058,2007,7206,12719,19925,0.6383437892095357
6058,2010,6913,14487,21400,0.6769626168224299
6058,2022,7095,20510,27605,0.7429813439594276
6059,1960,2561,1375,3936,0.34933943089430897
6059,1970,3117,762,3879,0.19644238205723125
6059,1980,4452,1591,6043,0.26327982790004967
6059,1991,2949,1418,4367,0.32470803755438515
6059,1996,2621,2043,4664,0.4380360205831904
6059,2000,2426,2176,4602,0.4728378965667101
6059,2007,2126,2644,4770,0.5542976939203355
6059,2010,1745,2942,4687,0.6276936206528696
6059,2022,1478,3455,4933,0.7003851611595379
6060,1960,7906,4254,12160,0.34983552631578946
6060,1970,7851,4845,12696,0.3816162570888469
6060,1980,7897,5681,13578,0.41839740757107086
6060,1991,6261,8224,14485,0.5677597514670348
6060,1996,4928,9358,14286,0.6550468990620187
6060,2000,4559,10571,15130,0.6986781229345671
6060,2007,4059,11177,15236,0.7335914938304017
6060,2010,3730,11419,15149,0.7537791273351376
6060,2022,2384,12299,14683,0.8376353606211264
6061,1960,6918,3718,10636,0.3495675065814216
6061,1970,7528,3003,10531,0.28515810464343366
6061,1980,9621,5685,15306,0.37142297138377106
6061,1991,5947,7648,13595,0.5625597646193453
6061,1996,5648,8121,13769,0.5898031810589004
6061,2000,5159,8538,13697,0.6233481784332335
6061,2007,4805,9313,14118,0.659654341974784
6061,2010,5544,9200,14744,0.6239826370048833
6061,2022,4713,10725,15438,0.6947143412359114
6062,1940,27226,3347,30573,0.10947568115657606
6062,1950,31500,5028,36528,0.1376478318002628
6062,1960,9426,5061,14487,0.34934769103334024
6062,1970,11011,2609,13620,0.19155653450807636
6062,1980,8455,4737,13192,0.3590812613705276
6062,1991,8158,4493,12651,0.35514979053039286
6062,1996,7581,5385,12966,0.4153169828782971
6062,2000,8191,5890,14081,0.4182941552446559
6062,2007,8273,7008,15281,0.4586087297951705
6062,2010,8817,7440,16257,0.4576490127329766
6062,2022,8297,8798,17095,0.5146534074290728
6063,1960,2433,1300,3733,0.34824537905170105
6063,1970,3524,1982,5506,0.3599709407918634
6063,1980,3712,2822,6534,0.4318947046219774
6063,1991,2717,3562,6279,0.567287784679089
6063,1996,2605,3889,6494,0.5988604866030182
6063,2000,2358,4030,6388,0.6308703819661866
6063,2007,2035,4321,6356,0.6798300818124606
6063,2010,2097,4769,6866,0.6945819982522575
6063,2022,2342,5238,7580,0.6910290237467018
6064,1940,18800,3027,21827,0.13868144958079442
6064,1950,20348,5142,25490,0.2017261671243625
6064,1960,9215,4947,14162,0.3493150684931507
6064,1970,12448,5801,18249,0.31788043180448244
6064,1980,13886,8426,22312,0.3776443169594837
6064,1991,11502,11651,23153,0.5032177255647217
6064,1996,10061,12529,22590,0.5546259406817176
6064,2000,9147,13397,22544,0.5942601135557133
6064,2007,8810,14352,23162,0.6196356100509455
6064,2010,8103,15044,23147,0.6499330366786192
6064,2022,6642,16422,23064,0.7120187304890739
6065,1970,1806,2157,3963,0.5442846328538986
6065,1980,1493,3626,5119,0.7083414729439343
6065,1991,1520,5469,6989,0.7825153813134926
6065,1996,1492,5614,7106,0.7900365887981987
6065,2000,1576,5678,7254,0.7827405569341053
6065,2007,1371,5676,7047,0.8054491272882077
6065,2010,1281,5608,6889,0.8140513862679635
6065,2022,1096,5634,6730,0.837147102526003
6066,1970,1973,274,2247,0.12194036493101913
6066,1980,2162,356,2518,0.14138204924543288
6066,1991,1791,746,2537,0.29404808829325974
6066,1996,1374,1130,2504,0.4512779552715655
6066,2000,1245,1313,2558,0.5132916340891321
6066,2007,1193,1588,2781,0.5710176195613089
6066,2010,1095,1410,2505,0.562874251497006
6066,2022,903,1389,2292,0.606020942408377
6067,1970,1629,495,2124,0.2330508474576271
6067,1980,1765,536,2301,0.23294219904389396
6067,1991,1948,1104,3052,0.3617300131061599
6067,1996,1963,1220,3183,0.38328620797989316
6067,2000,1901,1220,3121,0.39090035245113747
6067,2007,1892,1361,3253,0.41838303104826313
6067,2010,1926,1586,3512,0.4515945330296128
6067,2022,1840,1801,3641,0.4946443284811865
6068,1970,3950,1333,5283,0.2523187582812796
6068,1980,4474,2039,6513,0.31306617534162445
6068,1991,4599,2757,7356,0.37479608482871124
6068,1996,4060,3068,7128,0.43041526374859707
6068,2000,3049,3871,6920,0.559393063583815
6068,2007,2926,3656,6582,0.5554542692190824
6068,2010,2798,3818,6616,0.5770858524788391
6068,2022,2190,4109,6299,0.6523257659946023
6069,1960,5152,2761,7913,0.34891949955768986
6069,1970,7155,1880,9035,0.2080796900940786
6069,1980,7585,2459,10044,0.24482277976901634
6069,1991,6703,3139,9842,0.31893923999187157
6069,1996,6397,3436,9833,0.3494355740872572
6069,2000,6244,3983,10227,0.38945927446954143
6069,2007,6385,4447,10832,0.41054283604135894
6069,2010,5862,4655,10517,0.4426167157934772
6069,2022,5050,5330,10380,0.5134874759152216
6070,1970,4626,2613,7239,0.3609614587650228
6070,1980,4259,3397,7656,0.4437042842215256
6070,1991,3133,4224,7357,0.5741470708169091
6070,1996,2416,4627,7043,0.6569643617776516
6070,2000,2384,4878,7262,0.6717157807766455
6070,2007,2299,5662,7961,0.711217183770883
6070,2010,1979,6054,8033,0.7536412299265529
6070,2022,1675,6706,8381,0.8001431810046534
6071,1970,2292,352,2644,0.13313161875945537
6071,1980,2409,485,2894,0.16758811333794058
6071,1991,1992,1137,3129,0.36337488015340363
6071,1996,1663,1167,2830,0.41236749116607774
6071,2000,1598,1463,3061,0.4779483828814113
6071,2007,1325,1932,3257,0.5931839115750691
6071,2010,1185,2132,3317,0.6427494724148327
6071,2022,782,2229,3011,0.7402856193955496
6072,1940,11364,5044,16408,0.3074110190151146
6072,1950,16563,7458,24021,0.3104783314599725
6072,1960,16447,8847,25294,0.3497667431011307
6072,1970,10591,10380,20971,0.49496924324066566
6072,1980,10819,12983,23802,0.5454583648432905
6072,1991,10799,16795,27594,0.6086468072769443
6072,1996,9488,18116,27604,0.6562816983045935
6072,2000,9646,18520,28166,0.6575303557480651
6072,2007,9317,20484,29801,0.6873594845810543
6072,2010,9464,21631,31095,0.6956423862357293
6072,2022,8828,22403,31231,0.7173321379398674
6073,1970,10743,2039,12782,0.15952120168987638
6073,1980,9848,2678,12526,0.21379530576401085
6073,1991,8844,4351,13195,0.3297461159530125
6073,1996,7864,4759,12623,0.37701021944070345
6073,2000,6934,4958,11892,0.4169189371005718
6073,2007,6484,5346,11830,0.45190194420963653
6073,2010,5940,5465,11405,0.47917580008768085
6073,2022,4911,6138,11049,0.5555253869128428
6074,1970,2213,497,2710,0.18339483394833947
6074,1980,2123,612,2735,0.22376599634369287
6074,1991,1522,1162,2684,0.43293591654247393
6074,1996,1456,1356,2812,0.4822190611664296
6074,2000,1546,1377,2923,0.47109134450906603
6074,2007,1254,1681,2935,0.5727427597955707
6074,2010,1126,1807,2933,0.616092737811115
6074,2022,882,1964,2846,0.6900913562895291
6075,1940,61692,13861,75553,0.18346061705028258
6075,1950,61653,19551,81204,0.24076400177331167
6075,1960,24822,13355,38177,0.34981795321790604
6075,1970,11276,23456,34732,0.6753426235172175
6075,1980,9699,32109,41808,0.7680109070034443
6075,1991,7629,41025,48654,0.8431989147860403
6075,1996,7379,44334,51713,0.8573086071200665
6075,2000,7414,44068,51482,0.8559885008352434
6075,2007,6823,47377,54200,0.8741143911439114
6075,2010,6366,48960,55326,0.8849365578570654
6075,2022,6422,51062,57484,0.8882819567183912
6076,1960,8511,4577,13088,0.3497096577017115
6076,1970,10309,2115,12424,0.17023502897617515
6076,1980,9760,3425,13185,0.25976488433826317
6076,1991,8414,4722,13136,0.35947015834348356
6076,1996,8780,5205,13985,0.3721844833750447
6076,2000,7639,5543,13182,0.4204976483082992
6076,2007,7539,5670,13209,0.4292527821939587
6076,2010,8077,5795,13872,0.4177479815455594
6076,2022,7503,6263,13766,0.4549614993462153
6077,1970,4413,847,5260,0.16102661596958176
6077,1980,4262,1431,5693,0.2513613209204286
6077,1991,4097,1975,6072,0.3252635046113307
6077,1996,3539,2137,5676,0.37649753347427767
6077,2000,3384,2205,5589,0.394524959742351
6077,2007,2974,2652,5626,0.47138286526839673
6077,2010,2804,2993,5797,0.5163015352768674
6077,2022,2370,3494,5864,0.5958390177353342
6078,1960,8550,4575,13125,0.3485714285714286
6078,1970,4532,1695,6227,0.27220170226433277
6078,1980,4300,2297,6597,0.34818857056237684
6078,1991,3573,3010,6583,0.457238341181832
6078,1996,3038,3507,6545,0.5358288770053476
6078,2000,2834,3549,6383,0.5560081466395111
6078,2007,2612,3527,6139,0.5745235380355107
6078,2010,2345,3686,6031,0.6111755927706848
6078,2022,1816,3815,5631,0.6774995560291245
6079,1970,7590,835,8425,0.09910979228486647
6079,1980,8666,1457,10123,0.14392966511903585
6079,1991,8383,1840,10223,0.1799863053898073
6079,1996,6402,3719,10121,0.36745380891216284
6079,2000,7387,4190,11577,0.36192450548501337
6079,2007,6462,4989,11451,0.4356824731464501
6079,2010,6289,5063,11352,0.44600070472163494
6079,2022,4890,5502,10392,0.5294457274826789
6080,1940,18598,5853,24451,0.23937671260889126
6080,1950,21939,7168,29107,0.24626378534373175
6080,1960,17641,9465,27106,0.3491846823581495
6080,1970,11390,5882,17272,0.3405511811023622
6080,1980,11494,8004,19498,0.4105036413991179
6080,1991,10299,11422,21721,0.5258505593665117
6080,1996,8544,12691,21235,0.5976453967506475
6080,2000,8331,13090,21421,0.6110825825124877
6080,2007,8387,13953,22340,0.6245747538048344
6080,2010,8182,14262,22444,0.6354482266975584
6080,2022,7142,15240,22382,0.6809042980966848
6081,1940,27213,9986,37199,0.2684480765611979
6081,1950,27900,10571,38471,0.2747784045124899
6081,1960,27559,14813,42372,0.34959407155668837
6081,1970,9724,14957,24681,0.6060127223370204
6081,1980,7336,19174,26510,0.7232742361373067
6081,1991,6302,20162,26464,0.7618651753325272
6081,1996,5931,20317,26248,0.7740399268515696
6081,2000,5406,19801,25207,0.785535763875114
6081,2007,4765,19987,24752,0.8074903038138332
6081,2010,4750,19731,24481,0.8059719782688616
6081,2022,3599,19583,23182,0.8447502372530411
6082,1940,20120,3705,23825,0.15550891920251836
6082,1950,22822,6086,28908,0.21052995710529956
6082,1960,21523,11548,33071,0.3491881104290768
6082,1970,10712,6714,17426,0.38528635372431996
6082,1980,9389,8964,18353,0.4884215114695145
6082,1991,7929,11885,19814,0.5998284041586757
6082,1996,7347,13653,21000,0.6501428571428571
6082,2000,6434,14689,21123,0.6954031150878189
6082,2007,6102,16323,22425,0.7278929765886287
6082,2010,5563,17629,23192,0.7601328044153156
6082,2022,5098,18842,23940,0.7870509607351712
6083,1970,9586,2165,11751,0.18423963917964428
6083,1980,9057,3441,12498,0.2753240518482957
6083,1991,7721,5714,13435,0.4253070338667659
6083,1996,7215,6904,14119,0.4889864721297542
6083,2000,6676,7957,14633,0.5437709287227499
6083,2007,6021,9945,15966,0.6228861330326945
6083,2010,6141,10856,16997,0.638700947225981
6083,2022,5849,12533,18382,0.6818082907191818
6084,1970,6415,1741,8156,0.21346248160863168
6084,1980,6071,3027,9098,0.33271048582105955
6084,1991,5036,4105,9141,0.4490755934799256
6084,1996,4830,4587,9417,0.4870978018477222
6084,2000,4389,4985,9374,0.5317900576061446
6084,2007,4310,5531,9841,0.5620363784168275
6084,2010,4246,5955,10201,0.5837662974218214
6084,2022,4193,6306,10499,0.6006286312982189
6085,1970,16489,861,17350,0.049625360230547554
6085,1980,15607,2254,17861,0.12619674150383517
6085,1991,12166,6178,18344,0.33678587003924987
6085,1996,11344,6518,17862,0.36490874482140856
6085,2000,10513,8487,19000,0.4466842105263158
6085,2007,10023,9273,19296,0.48056592039800994
6085,2010,9527,10180,19707,0.5165677170548536
6085,2022,8681,11562,20243,0.5711604011263153
6086,1960,7164,3842,11006,0.3490823187352353
6086,1970,5142,1325,6467,0.20488634606463585
6086,1980,5695,2482,8177,0.30353430353430355
6086,1991,5415,4043,9458,0.4274688094734616
6086,1996,4683,4750,9433,0.5035513622389484
6086,2000,4766,5077,9843,0.5157980290561821
6086,2007,4584,5842,10426,0.5603299443698446
6086,2010,4310,5930,10240,0.5791015625
6086,2022,3402,6657,10059,0.6617954070981211
6087,1940,15033,79300,94333,0.8406390128587027
6087,1950,20469,98857,119326,0.8284615255686104
6087,1960,99517,53658,153175,0.3503052064631957
6087,1970,7955,213591,221546,0.9640932357162847
6087,1980,3338,326607,329945,0.9898831623452393
6087,2010,2561,720954,723515,0.9964603359985625
6087,2022,545,833387,833932,0.9993464694963139
6088,1960,2370,1273,3643,0.3494372769695306
6088,1970,2732,1849,4581,0.4036236629556865
6088,1980,2719,3059,5778,0.5294219453097958
6088,1991,2464,4755,7219,0.6586784873251142
6088,1996,2227,5052,7279,0.69405138068416
6088,2000,1854,5227,7081,0.7381725744951279
6088,2007,1921,5697,7618,0.747834077185613
6088,2010,1607,5852,7459,0.7845555704518032
6088,2022,1769,6027,7796,0.7730887634684454
6089,1970,3850,794,4644,0.17097329888027563
6089,1980,3211,1408,4619,0.3048278848235549
6089,1991,2919,2849,5768,0.49393203883495146
6089,1996,2613,3136,5749,0.5454861715080883
6089,2000,2489,3479,5968,0.5829423592493298
6089,2007,2384,4102,6486,0.6324390995991366
6089,2010,2274,4369,6643,0.6576847809724522
6089,2022,2230,4563,6793,0.6717208891505962
6090,1970,2889,4274,7163,0.5966773698171157
6090,1980,2148,5892,8040,0.7328358208955223
6090,1991,1057,8348,9405,0.8876129718234982
6090,1996,966,8983,9949,0.9029048145542266
6090,2000,990,8657,9647,0.8973774230330672
6090,2007,787,9453,10240,0.92314453125
6090,2010,651,9586,10237,0.9364071505323825
6090,2022,702,9310,10012,0.9298841390331603
6091,1970,7440,730,8170,0.08935128518971848
6091,1980,8351,1088,9439,0.11526644771691917
6091,1991,7879,2644,10523,0.2512591466311888
6091,1996,6952,3517,10469,0.3359442162575222
6091,2000,6179,3866,10045,0.38486809357889495
6091,2007,5990,4232,10222,0.41400900019565645
6091,2010,5467,4359,9826,0.4436189700793812
6091,2022,4589,4645,9234,0.50303227203812
6092,1970,4221,702,4923,0.1425959780621572
6092,1980,4931,1074,6005,0.17885095753538718
6092,1991,4113,1643,5756,0.2854412786657401
6092,1996,3868,1700,5568,0.305316091954023
6092,2000,3102,1742,4844,0.3596201486374897
6092,2007,2581,2226,4807,0.4630746827543166
6092,2010,2377,2304,4681,0.4922025208288827
6092,2022,1604,2811,4415,0.6366930917327294
6093,1970,5984,855,6839,0.1250182775259541
6093,1980,6456,2139,8595,0.2488656195462478
6093,1991,4664,2658,7322,0.3630155695165255
6093,1996,4285,3054,7339,0.4161329881455239
6093,2000,3739,3347,7086,0.4723398250070562
6093,2007,3401,3857,7258,0.5314136125654451
6093,2010,3395,3975,7370,0.5393487109905021
6093,2022,2801,5018,7819,0.6417700473206293
6094,1970,16274,2058,18332,0.11226271001527384
6094,1980,15050,3865,18915,0.204335183716627
6094,1991,15282,6378,21660,0.29445983379501384
6094,1996,15475,7507,22982,0.32664694108432685
6094,2000,16042,8112,24154,0.33584499461786865
6094,2007,15737,9200,24937,0.368929702851185
6094,2010,15330,10570,25900,0.4081081081081081
6094,2022,12729,15001,27730,0.5409664623151821
6095,1970,2957,286,3243,0.0881899475794018
6095,1980,2493,545,3038,0.1793943383805135
6095,1991,2519,759,3278,0.23154362416107382
6095,1996,2319,929,3248,0.2860221674876847
6095,2000,2036,1082,3118,0.3470173187940988
6095,2007,1579,1255,2834,0.44283697953422724
6095,2010,1506,1335,2841,0.4699049630411827
6095,2022,1732,1430,3162,0.4522454142947502
6096,1970,4890,737,5627,0.1309756531011196
6096,1980,4683,1220,5903,0.2066745722513976
6096,1991,4654,2375,7029,0.33788590126618295
6096,1996,4205,2908,7113,0.4088289048221566
6096,2000,4344,3261,7605,0.4287968441814596
6096,2007,3589,3516,7105,0.494862772695285
6096,2010,3412,3752,7164,0.5237297599106644
6096,2022,3091,3786,6877,0.5505307546895448
6097,1970,4048,699,4747,0.14725089530229618
6097,1980,4918,1435,6353,0.22587753817094286
6097,1991,2257,5442,7699,0.7068450448110144
6097,1996,2743,5619,8362,0.6719684286055968
6097,2000,1728,8027,9755,0.8228600717580727
6097,2007,1858,9085,10943,0.8302110938499497
6097,2010,1578,10152,11730,0.8654731457800512
6097,2022,1608,10952,12560,0.8719745222929937
6098,1970,4396,331,4727,0.07002327057330231
6098,1980,4556,970,5526,0.17553384002895403
6098,1991,3644,1075,4719,0.22780250052977324
6098,1996,2806,1191,3997,0.29797348011008257
6098,2000,2157,1302,3459,0.3764093668690373
6098,2007,2499,1518,4017,0.37789395070948467
6098,2010,2450,1569,4019,0.39039562080119433
6098,2022,1954,1629,3583,0.4546469439017583
6099,1960,7507,4024,11531,0.34897233544358686
6099,1970,2068,3194,5262,0.6069935385784873
6099,1980,2119,3961,6080,0.6514802631578948
6099,1991,1456,4567,6023,0.7582600033206044
6099,1996,1147,4581,5728,0.7997555865921788
6099,2000,973,4719,5692,0.8290583274771609
6099,2007,732,4902,5634,0.8700745473908413
6099,2010,708,4905,5613,0.8738642437199359
6099,2022,618,5428,6046,0.8977836586172676
6100,1970,6614,1082,7696,0.1405925155925156
6100,1980,8055,2551,10606,0.24052423156703753
6100,1991,8019,3356,11375,0.29503296703296705
6100,1996,6413,4552,10965,0.4151390788873689
6100,2000,5667,4806,10473,0.45889429962761386
6100,2007,5165,5821,10986,0.5298561805934826
6100,2010,4732,6027,10759,0.5601821730644112
6100,2022,3626,6808,10434,0.6524822695035462
6101,1960,17050,9195,26245,0.3503524480853496
6101,1970,10516,15674,26190,0.5984726995036274
6101,1980,9422,15126,24548,0.6161805442398566
6101,1991,11171,15956,27127,0.588196262026763
6101,1996,11779,15891,27670,0.5743043006866643
6101,2000,12282,16232,28514,0.5692642210843796
6101,2007,14265,16045,30310,0.5293632464533158
6101,2010,14679,15906,30585,0.5200588523786169
6101,2022,14835,18745,33580,0.5582191780821918
6102,1960,8071,4335,12406,0.34942769627599546
6102,1970,5609,9895,15504,0.6382223942208463
6102,1980,4473,13363,17836,0.7492150706436421
6102,1991,3524,17178,20702,0.8297749009757511
6102,1996,3116,17273,20389,0.8471724949727795
6102,2000,3243,17420,20663,0.8430527996902676
6102,2007,3415,17111,20526,0.8336256455227516
6102,2010,3721,17455,21176,0.8242822062712505
6102,2022,3609,17903,21512,0.8322331721829677
6103,1970,13795,877,14672,0.05977371864776445
6103,1980,11412,1390,12802,0.10857678487736291
6103,1991,9790,2240,12030,0.1862011637572735
6103,1996,8907,2921,11828,0.24695637470409199
6103,2000,8186,3511,11697,0.30016243481234506
6103,2007,8252,4242,12494,0.3395229710260925
6103,2010,8418,4484,12902,0.3475430165865757
6103,2022,5592,8547,14139,0.6044981964778273
6104,1970,1825,472,2297,0.20548541575968654
6104,1980,1596,886,2482,0.3569701853344077
6104,1991,1122,3868,4990,0.7751503006012024
6104,1996,1578,3824,5402,0.7078859681599408
6104,2000,682,4818,5500,0.876
6104,2007,992,5992,6984,0.8579610538373424
6104,2010,859,6548,7407,0.8840286215741866
6104,2022,1082,7162,8244,0.868753032508491
6105,1940,21614,1983,23597,0.08403610628469721
6105,1950,26663,3763,30426,0.12367711825412477
6105,1960,15502,8321,23823,0.34928430508332287
6105,1970,10550,3632,14182,0.25609928077845157
6105,1980,11051,5082,16133,0.31500650839893385
6105,1991,10694,6858,17552,0.3907247037374658
6105,1996,8169,9563,17732,0.5393074667268216
6105,2000,6577,10408,16985,0.6127759788048278
6105,2007,7046,12424,19470,0.6381099126861839
6105,2010,6604,13488,20092,0.6713119649611786
6105,2022,5771,15293,21064,0.7260254462590201
6106,1970,10049,953,11002,0.08662061443373932
6106,1980,10337,2475,12812,0.19317827037152668
6106,1991,9559,3736,13295,0.28100789770590445
6106,1996,8915,4417,13332,0.3313081308130813
6106,2000,8903,4328,13231,0.3271105736527851
6106,2007,7017,5288,12305,0.4297440065014222
6106,2010,6908,5583,12491,0.4469618125050036
6106,2022,7719,6180,13899,0.44463630477012733
6107,1970,2713,383,3096,0.12370801033591731
6107,1980,2650,711,3361,0.21154418327878607
6107,1991,2336,1500,3836,0.3910323253388947
6107,1996,2194,1690,3884,0.4351184346035015
6107,2000,2003,1966,3969,0.4953388762912572
6107,2007,1788,2770,4558,0.6077226853883282
6107,2010,1834,3156,4990,0.6324649298597195
6107,2022,1727,4085,5812,0.702856159669649
6108,1970,3156,847,4003,0.2115913065201099
6108,1980,2621,1168,3789,0.3082607548165743
6108,1991,2320,1733,4053,0.42758450530471254
6108,1996,1998,2043,4041,0.5055679287305123
6108,2000,1956,2156,4112,0.52431906614786
6108,2007,1896,2449,4345,0.5636363636363636
6108,2010,2007,2501,4508,0.5547914818101154
6108,2022,1621,2717,4338,0.6263254956201014
6109,1940,39907,5078,44985,0.11288207180171168
6109,1950,46215,7426,53641,0.13843888070692195
6109,1960,16228,8721,24949,0.34955308830013226
6109,1970,16718,8678,25396,0.3417073554890534
6109,1980,15822,11030,26852,0.4107701474750484
6109,1991,12397,14655,27052,0.541734437379861
6109,1996,10892,15579,26471,0.5885308450757433
6109,2000,11003,16684,27687,0.6025932748221187
6109,2007,11189,18791,29980,0.6267845230153436
6109,2010,10591,20261,30852,0.656715934137171
6109,2022,10468,21809,32277,0.6756823744462
6110,1960,8561,4587,13148,0.3488743535138424
6110,1970,8562,3110,11672,0.2664496230294722
6110,1980,7997,3754,11751,0.31946217343204836
