code_amc,ano,pib_total,pop_total,pib_percapita
5021,1970,86185.4625516665,36521,2359.887805691698
5021,1980,186013.928977819,40030,4646.863077137622
5021,1996,302757.224119926,52019,5820.127724868336
5021,2000,345508.037018754,57002,6061.331830791095
5021,2007,476888.393394591,60656,7862.180054645723
5021,2010,548174.052,62709,8741.553078505478
5022,1970,4471.8347514165,9243,483.8077195084388
5022,1980,17714.0461459118,9180,1929.6346564174075
5022,1996,21405.3643089919,9248,2314.5938915432416
5022,2000,32188.5245566816,9201,3498.372411333725
5022,2007,43958.2485186485,10462,4201.706033134056
5022,2010,45819.195,10266,4463.198421975453
5023,1970,18358.7806990705,15579,1178.4312663887604
5023,1980,71239.7875575162,17980,3962.1683847339377
5023,1996,53903.0963484336,24128,2234.047428234151
5023,2000,105380.193007288,27011,3901.380660001037
5023,2007,141640.238136471,29334,4828.534742499181
5023,2010,167532.457,30916,5418.956430327339
5024,1970,13268.4508477972,15545,853.5510355610936
5024,1980,41686.0703808237,18786,2218.9966134793835
5024,1996,41050.0711657581,20367,2015.5187885185887
5024,2000,99444.8892385276,18810,5286.809635222095
5024,2007,159555.261945989,19739,8083.2495033177465
5024,2010,169581.797,19576,8662.73993665713
5025,1970,4092.4433135317,4515,906.4104791875304
5025,1980,13318.9601705093,5384,2473.8038949682946
5025,1996,16507.5809870803,6156,2681.543370220971
5025,2000,30003.248759857,6572,4565.314783910073
5025,2007,34859.5144681816,6836,5099.402350523932
5025,2010,40942.951,7429,5511.233140395746
5026,1970,90015.6544994675,37930,2373.2047060233986
5026,1980,162135.870559156,40106,4042.683652300304
5026,1996,151705.722069578,57983,2616.3827685628203
5026,2000,230197.161206567,62424,3687.6387480226676
5026,2007,350735.459016647,65450,5358.830542653124
5026,2010,384173.057,68141,5637.913400155559
5027,1970,8422.5982885269,8459,995.696688559747
5027,1980,12817.9855037683,8816,1453.945724111649
5027,1996,82497.920864964,10312,8000.186274724982
5027,2000,39407.8077723829,10839,3635.7420216240334
5027,2007,49862.2983963333,10890,4578.723452372204
5027,2010,54956.733,10916,5034.51200073287
5028,1970,6002.1450696932,6453,930.1325073133736
5028,1980,11712.5823297581,6634,1765.538488055185
5028,1996,12491.8561226684,5370,2326.230190441043
5028,2000,18576.3048438191,5409,3434.332564950841
5028,2007,24705.3132442416,5255,4701.296526021237
5028,2010,26101.812,5405,4829.197409805735
5029,1970,2448.8342992427,3766,650.2480879561074
5029,1980,7546.419222332,4094,1843.287548200293
5029,1996,7289.871905067,4484,1625.7519859649865
5029,2000,15961.2961557609,4703,3393.854168777568
5029,2007,20880.7648095635,4827,4325.826560920551
5029,2010,23010.004,4772,4821.87845766974
5030,1970,10316.8686939457,6483,1591.37261976642
5030,1980,20797.9808940028,6819,3050.0045305767417
5030,1996,34181.1565444492,7954,4297.354355600854
5030,2000,36024.1957054472,8138,4426.664500546473
5030,2007,49330.6640159611,7825,6304.238212902376
5030,2010,54074.35,7967,6787.291326722731
5031,1970,87222.1858912154,26179,3331.761560457443
5031,1980,316208.728066963,34979,9039.959063065353
5031,1996,151991.118709631,40586,3744.914963525132
5031,2000,234505.00984066,40791,5748.93995834032
5031,2007,291701.102534255,42066,6934.367482866329
5031,2010,338679.56,42652,7940.531745287442
5032,1970,2348.220750033,4878,481.3900676574416
5032,1980,15254.6378051962,5339,2857.2088041199104
5032,1996,9383.4211531257,6317,1485.4236430466522
5032,2000,19471.3074202568,6552,2971.811266827961
5032,2007,27552.8115954156,6431,4284.37437341247
5032,2010,29407.353,6492,4529.783271719039
5033,1970,87505.7684677231,14502,6034.048301456565
5033,1980,502998.96446079,26362,19080.45536988051
5033,1996,692906.078696025,86177,8040.498957912494
5033,2000,1165690.16474743,124690,9348.706109130082
5033,2007,1774279.5379114,NA,NA
5033,2010,2350562.015,202456,11610.236372347572
5034,1970,1967.7023248172,3433,573.1728298331489
5034,1980,7805.5249528841,4178,1868.2443640220438
5034,1996,11723.8654265171,4659,2516.3909479538743
5034,2000,16263.9864758934,4798,3389.7429086897455
5034,2007,24642.8676386622,5158,4777.601325836022
5034,2010,24973.174,5231,4774.072643853948
5035,1970,5357.1643740566,4611,1161.8226792575579
5035,1980,8633.1077729198,5025,1718.0313975959803
5035,1996,9215.2501828373,5618,1640.3079713131542
5035,2000,20552.6332316035,5664,3628.642872811353
5035,2007,27918.1724321463,5875,4752.029350152561
5035,2010,37053.683,5822,6364.425111645482
5036,1970,4574.2552553491,6143,744.6288874082858
5036,1980,19416.4872645083,7433,2612.2006275404688
5036,1996,11705.3146404152,9186,1274.25589379656
5036,2000,29960.28946693,10715,2796.1072764283713
5036,2007,39433.3494176734,10132,3891.9610558303793
5036,2010,38825.481,10475,3706.489832935561
5037,1970,6239.2433054964,8991,693.9431993656323
5037,1980,21129.8488451219,8796,2402.2111010825256
5037,1996,54816.5119397549,17814,3077.1590849755753
5037,2000,104088.987459629,19572,5318.260139976956
5037,2007,419439.570301439,21792,19247.410531453697
5037,2010,149619.212,24569,6089.75587121983
5038,1970,2342.8061081692,3762,622.7554779822435
5038,1980,9275.4261003543,4751,1952.3102715963585
5038,1996,10016.1510321213,5734,1746.799970722236
5038,2000,68281.7824612101,5534,12338.594590027124
5038,2007,93282.4702764637,5680,16422.970119095724
5038,2010,59098.255,5734,10306.636728287409
5039,1970,14630.2554664586,10229,1430.27231073014
5039,1980,18479.3551893267,11486,1608.8590622781385
5039,1996,32643.5208249162,12253,2664.124771477695
5039,2000,49350.7462788745,13390,3685.641992447685
5039,2007,64398.2641488096,13433,4794.034403990888
5039,2010,73199.792,14365,5095.704281239123
5040,1970,4155.4296866225,3158,1315.842206023591
5040,1980,6225.3458372014,3531,1763.0546126313793
5040,1996,6768.4965422308,3001,2255.4137095070973
5040,2000,11096.611108155,3021,3673.1582615541215
5040,2007,15653.0001568425,2928,5345.969998921619
5040,2010,15820.778,2874,5504.794015309673
5041,1970,4276.8305002597,4052,1055.486303124309
5041,1980,9805.4147645526,4256,2303.9038450546527
5041,1996,6721.4452649828,4539,1480.820723723904
5041,2000,16753.555363886,4580,3657.981520499127
5041,2007,20925.1847490303,4360,4799.354300236308
5041,2010,21605.793,4233,5104.132530120482
5042,1970,1877.3262584193,1838,1021.3962232966811
5042,1980,2513.8522676959,1272,1976.2989525911164
5042,1996,14807.0710484194,1435,10318.516410048362
5042,2000,26941.7749535986,1767,15247.184467231806
5042,2007,31388.9231873473,2149,14606.292781455235
5042,2010,47063.309,2159,21798.660954145438
5043,1970,14633.4855312362,9835,1487.898884721525
5043,1980,58897.512090918,11903,4948.123337891119
5043,1996,83316.1468265554,16739,4977.367036654244
5043,2000,72812.9787844058,17661,4122.811776479576
5043,2007,125268.168060291,20347,6156.5915397990375
5043,2010,158025.589,22481,7029.2953605266675
5044,1970,9841.117656165,8768,1122.3902436319572
5044,1980,24190.4488392029,9052,2672.387189483308
5044,1996,23243.2575699928,11218,2071.960917275165
5044,2000,102387.208007551,11772,8697.520218106609
5044,2007,146741.77629663,12374,11858.879610201227
5044,2010,142762.585,12374,11537.302812348471
5045,1970,8986.4613119647,7856,1143.8978248427572
5045,1980,25876.9897559516,7894,3278.057987832734
5045,1996,43798.0787480919,9486,4617.128267772708
5045,2000,128811.4803742255,11446,11253.842423049582
5045,2007,163798.2888381961,13191,12417.427703600644
5045,2010,151926.889,13080,11615.205581039754
5046,1970,3892.3361640122,2822,1379.2828362906448
5046,1980,5503.4197283118,3262,1687.1305114383201
5046,1996,43209.758907126,8546,5056.138416466884
5046,2000,224689.980766462,8149,27572.70594753491
5046,2007,1122447.64023873,11737,95633.26576115958
5046,2010,1197834.6,12404,96568.41341502742
5047,1970,16292.1070436211,9582,1700.2825134231996
5047,1980,26175.1881801657,9225,2837.418772917691
5047,1996,16229.9921424618,9275,1749.8643819365823
5047,2000,43014.8262221473,10249,4196.977873172729
5047,2007,73830.2059660785,11649,6337.9007611021125
5047,2010,71590.455,12171,5882.052008873552
5048,1970,9407.2505522626,12210,770.4545906848977
5048,1980,42188.3312453436,12229,3449.8594525589665
5048,1996,26984.3486091933,16456,1639.7878347832584
5048,2000,69139.0314267748,18173,3804.491907047532
5048,2007,106330.9515304747,19854,5355.643776089187
5048,2010,140473.643,20788,6757.439051375794
5049,1970,2331.459745401,1481,1574.2469584071573
5049,1980,4752.9968647418,1510,3147.6800428753645
5049,1996,9315.5784571106,1787,5212.970597151986
5049,2000,9151.5326148524,1902,4811.531343245216
5049,2007,12868.6789682633,2035,6323.675168679754
5049,2010,14429.034,2077,6947.055368319692
5050,1970,4194.1657442524,3608,1162.4627894269402
5050,1980,9944.164176216,3347,2971.0678745790256
5050,1996,12459.2934482096,5424,2297.067376144838
5050,2000,22805.3594074804,5271,4326.571695594839
5050,2007,26800.98867877,5758,4654.565592005905
5050,2010,31158.055,5564,5599.937994248742
5051,1970,4396.9581694011,3622,1213.9586331863889
5051,1980,9702.0273215699,4689,2069.1037154126466
5051,1996,13247.7480329647,7002,1891.994863319723
5051,2000,27012.2435446659,7677,3518.593662194334
5051,2007,31531.4869428068,7788,4048.7271369808423
5051,2010,35604.923,7925,4492.734763406941
5052,1970,3239.3050666149,3144,1030.3133163533398
5052,1980,8687.2409226149,4172,2082.2725126114333
5052,1996,7774.0977672391,5877,1322.8003687662242
5052,2000,25021.9302478072,6124,4085.880184161855
5052,2007,28168.3484777025,6447,4369.218004917403
5052,2010,29570.883,6801,4348.019850022056
5053,1970,5869.2119773342,6680,878.6245475051197
5053,1980,8016.3289545106,5433,1475.4884878539665
5053,1996,11036.2555236425,6005,1837.8443836207327
5053,2000,20615.9502178367,5597,3683.392927967965
5053,2007,22023.460664599,5416,4066.370137481352
5053,2010,28893.264,5345,5405.662114125351
5054,1970,4615.0333469551,5243,880.2276076588022
5054,1980,11908.537206687,6710,1774.7447401918032
5054,1996,10307.8145223385,7087,1454.4679726736981
5054,2000,25762.001703232,7687,3351.3726685614674
5054,2007,46751.0712097749,8294,5636.733929319375
5054,2010,46772.339,9011,5190.582510265231
5055,1970,3837.2839393947,4034,951.2354832411255
5055,1980,8067.6566051506,5741,1405.2702674012542
5055,1996,6474.3997981002,6302,1027.3563627578862
5055,2000,19262.4457943554,6328,3044.002179891814
5055,2007,22082.4142878161,5610,3936.2592313397686
5055,2010,24090.935,5522,4362.719123505976
5056,1970,2423.920800591,2829,856.8118771972428
5056,1980,5056.931790919,2921,1731.2330677572752
5056,1996,6533.9649394596,2516,2596.9653972414944
5056,2000,10010.4272622114,2670,3749.223693712135
5056,2007,12671.1990755366,2536,4996.529603918218
5056,2010,14135.845,2607,5422.265055619486
5057,1970,8361.7938135428,7910,1057.1167905869531
5057,1980,23678.5339230271,8487,2789.9768967865084
5057,1996,16743.7594807398,10510,1593.1264967402285
5057,2000,48904.7484530356,11994,4077.434421630449
5057,2007,69822.0962070095,13704,5095.015776927138
5057,2010,76713.958,13506,5679.99096697764
5058,1970,17790.1650560307,8906,1997.548288348383
5058,1980,57952.1762909386,10354,5597.080963003535
5058,1996,44467.4139150467,11886,3741.1588351881796
5058,2000,63721.5237135717,12041,5292.0458195807405
5058,2007,70298.6511787392,12013,5851.881393385433
5058,2010,70799.413,12113,5844.9115000412785
5059,1970,25186.0302592523,18310,1375.534148511868
5059,1980,66065.541569899,22831,2893.677086851167
5059,1996,76015.1505766225,34115,2228.2031533525574
5059,2000,106945.16867005,29248,3656.495099495692
5059,2007,146316.136680635,30423,4809.392127030043
5059,2010,167062.92,32227,5183.942656778478
5060,1970,2469.3829186261,2785,886.6725021996768
5060,1980,4665.7545587564,3250,1435.6167873096615
5060,1996,4498.3945499647,2375,1894.0608631430316
5060,2000,8769.6689725162,2596,3378.146753665716
5060,2007,13054.965279253,2723,4794.331722090708
5060,2010,12597.126,2601,4843.185697808535
5061,1970,3769.1513828466,5148,732.1583882763402
5061,1980,10335.8259661483,5577,1853.2949553789315
5061,1996,14906.6406458277,5445,2737.6750497387875
5061,2000,21035.154357509,5908,3560.4526671477656
5061,2007,29306.4537491831,5982,4899.106277028269
5061,2010,30726.939,5868,5236.356339468302
5062,1970,10469.262011897301,12235,855.681406775423
5062,1980,43097.1789108301,13277,3246.002780058003
5062,1996,43225.0134145086,17044,2536.0838661410817
5062,2000,64092.68929552,17319,3700.715358595762
5062,2007,105951.732877547,17501,6054.038790786069
5062,2010,104194.215,17692,5889.340662446303
5063,1970,7596.6809823146,7120,1066.949576167781
5063,1980,14459.7109705944,6871,2104.455096870092
5063,1996,11002.9182049841,8369,1314.7231694329191
5063,2000,25827.9102432371,8238,3135.216101388334
5063,2007,38752.3154004574,8793,4407.17791430199
5063,2010,44030.740999999995,8818,4993.279768655024
5064,1970,5743.1922401035,4132,1389.9303582051064
5064,1980,12115.6036924575,4347,2787.1184017615597
5064,1996,9656.3919401134,5091,1896.757403282931
5064,2000,20946.8338437687,5629,3721.235360413697
5064,2007,29802.4810473515,5940,5017.252701574326
5064,2010,30946.495,6227,4969.727798297735
5065,1970,6443.3416066428,4590,1403.7781278088887
5065,1980,12098.8069637319,4616,2621.058700981781
5065,1996,7519.5551189251,6218,1209.3205401938083
5065,2000,20391.8349953874,6395,3188.715401937044
5065,2007,30579.9869310493,6989,4375.445261274761
5065,2010,29887.201,6989,4276.320074402633
5066,1970,1206.5179171929,1629,740.6494273744015
5066,1980,5475.1981029407,2249,2434.5033805872386
5066,1996,5083.4967949449,2165,2348.0354711061896
5066,2000,11346.6463832258,2651,4280.138205667974
5066,2007,16696.9256894449,2699,6186.337787863987
5066,2010,16672.161,2668,6248.935907046476
5067,1970,30519.8260632943,6014,5074.796485416411
5067,1980,16498.7745232736,8148,2024.8864167002457
5067,1996,22482.9007147087,10891,2064.355955808346
5067,2000,44416.5339972771,12058,3683.5738926254026
5067,2007,54316.6997018813,13167,4125.214528888988
5067,2010,64892.536,13983,4640.816419938496
5068,1970,4263.7585594206,5314,802.3632968424163
5068,1980,8835.2749660108,5031,1756.1667592945341
5068,1996,8142.1016830614,6508,1251.0912235804242
5068,2000,22119.0988120399,6808,3248.98631199176
5068,2007,38750.45360051,7179,5397.750884595347
5068,2010,37415.627,7564,4946.5397937599155
5069,1970,28065.3225044929,9323,3010.3317070141475
5069,1980,15040.8646596583,8271,1818.5061854259823
5069,1996,14474.9921144478,8857,1634.299662916089
5069,2000,38873.6948608466,9399,4135.939446839728
5069,2007,48337.5804302582,10412,4642.487555729754
5069,2010,52055.998,10381,5014.545612176091
5070,1970,2596.6546516306,4088,635.1894940387964
5070,1980,6750.1617391534,3918,1722.859045215263
5070,1996,8325.3380116575,4315,1929.3946724582854
5070,2000,16233.0661692606,4530,3583.4583155100663
5070,2007,20384.5109565407,4217,4833.889247460446
5070,2010,22196.393,4612,4812.747831743279
5071,1970,2080.9491147487,1990,1045.7030727380404
5071,1980,5307.1619209314,2589,2049.8887295988416
5071,1996,7571.9070800336,3065,2470.4427667320065
5071,2000,10784.6246047186,3218,3351.343879651523
5071,2007,17213.601121089,3418,5036.16182594763
5071,2010,18137.366,3633,4992.393614093036
5072,1970,9592.8206166965,8920,1075.428320257455
5072,1980,15485.9657552857,10001,1548.4417313554345
5072,1996,19919.3047512341,11711,1700.9055376341987
5072,2000,41068.1336513648,12102,3393.499723299025
5072,2007,56774.2515847956,13222,4293.9231269698685
5072,2010,62236.534,13146,4734.256351741975
5073,1970,43846.7011886659,29126,1505.4144471834754
5073,1980,131647.561273627,31270,4210.027543128463
5073,1996,136817.853977644,46655,2932.5442927369845
5073,2000,407503.737169425,54883,7424.953759259242
5073,2007,729322.312472901,63337,11514.94880516761
5073,2010,730711.005,69467,10518.821958627837
5074,1970,113450.899051169,25800,4397.321668649962
5074,1980,245347.187587341,24078,10189.683013013582
5074,1996,136802.341281127,24378,5611.7130724885965
5074,2000,369193.903909668,25700,14365.52155290537
5074,2007,476005.700243706,27132,17544.069742138658
5074,2010,454247.825,28954,15688.603474476757
5075,1970,5653.0345107743,7267,777.9048452971376
5075,1980,12657.8654607364,8043,1573.7741465543206
5075,1996,11936.7625404063,8067,1479.702806545965
5075,2000,27423.7294592978,8373,3275.257310318619
5075,2007,38103.9710970707,8112,4697.235095792739
5075,2010,42045.798,8265,5087.210889292196
5076,1970,12762.0242864179,11907,1071.8085400535736
5076,1980,33746.2423459288,13075,2580.9745580060267
5076,1996,21604.9465525658,11673,1850.8478156914077
5076,2000,43453.3473702052,12020,3615.0871356243924
5076,2007,55841.760664411704,12449,4485.642273629344
5076,2010,58024.734,12758,4548.105815958614
5077,1970,7496.5478702919,9223,812.8101344781415
5077,1980,18452.6053817857,11139,1656.5764774024328
5077,1996,18025.8982204334,14942,1206.3912609043903
5077,2000,62259.3659150053,17218,3615.946446451696
5077,2007,95245.380769396,18722,5087.350751490011
5077,2010,108531.459,20500,5294.217512195122
5078,1970,2831.206540865,2618,1081.4387092685256
5078,1980,8286.3812978804,3404,2434.3070792833137
5078,1996,7681.2775552341,3532,2174.7671447435164
5078,2000,13996.0134758216,3718,3764.393081178483
5078,2007,20782.1564928361,3795,5476.194069258525
5078,2010,26614.273,4188,6354.888490926457
5079,1970,3522.5409603642,6527,539.6875992591083
5079,1980,11954.23964581,7798,1532.987900206463
5079,1996,11158.7405048114,10134,1101.1190551422342
5079,2000,36689.6200279651,11948,3070.7750274493724
5079,2007,49491.5040401094,12393,3993.504723643137
5079,2010,51345.383,11413,4498.850696574082
5080,1970,21198.2536835113,10929,1939.6334233243022
5080,1980,35858.5934397113,13819,2594.876144417925
5080,1996,51108.6786287357,16303,3134.9247763439676
5080,2000,59378.300821981204,19270,3081.3856160862065
5080,2007,92553.6825461156,20590,4495.079288300903
5080,2010,106480.786,20685,5147.729562484892
5081,1970,1287.8167604181,1831,703.3406665309121
5081,1980,10848.5211476862,2652,4090.694248750452
5081,1996,6556.3761925123,2749,2385.0040714850124
5081,2000,11290.7044894778,2541,4443.409873859819
5081,2007,12547.6494741291,2394,5241.290507155012
5081,2010,12216.965,2261,5403.345864661655
5082,1970,1580368.38390765,264379,5977.662310197293
5082,1980,4793391.9018901,NA,NA
5082,1996,9245787.60444305,NA,NA
5082,2000,8538699.04970593,NA,NA
5082,2007,10151927.3827304,NA,NA
5082,2010,11997401.163,803739,14926.986450825454
5083,1970,13909.0890737497,9412,1477.8037689916807
5083,1980,31142.3937735006,9982,3119.855116559868
5083,1996,51356.8301449745,15817,3246.938745967914
5083,2000,83290.2220857706,19040,4374.48645408459
5083,2007,128785.184101202,22906,5622.334065362875
5083,2010,134949.06,23784,5673.942986881937
5084,1970,34720.6907072496,22285,1558.0296480704333
5084,1980,70440.0451018564,26044,2704.655394787913
5084,1996,51110.335024523,31992,1597.5973688585584
5084,2000,122460.268344283,33834,3619.4440014270554
5084,2007,176376.18781521,35280,4999.325051451531
5084,2010,209729.735,35490,5909.544519582981
5085,1970,4123.0162207156,3377,1220.9109329924786
5085,1980,12082.4788758089,4849,2491.7465200678284
5085,1996,8063.7247251743,4789,1683.8013625337858
5085,2000,15264.1930230672,4461,3421.697606605515
5085,2007,19951.8190296642,4442,4491.629677997344
5085,2010,21281.611,4295,4954.973457508731
5086,1970,4609.774395358,4993,923.2474254672543
5086,1980,10003.1872888271,4543,2201.890224263064
5086,1996,14680.960156941,4580,3205.4498159259824
5086,2000,20899.8133964552,4667,4478.211569842554
5086,2007,32427.3797617084,4973,6520.687665736657
5086,2010,29054.621,4699,6183.149819110449
5087,1970,1769.0205886173,1932,915.6421266135093
5087,1980,2595.9594653306,2539,1022.4338185626625
5087,1996,7330.0996425219,3352,2186.783902900328
5087,2000,12913.2203213113,3633,3554.4234300333887
5087,2007,18160.1574274797,3886,4673.2263066082605
5087,2010,18859.117,3952,4772.043775303644
5088,1970,1711.174801337,3426,499.46725082807933
5088,1980,10110.6099686427,3784,2671.9370953072676
5088,1996,799.9007021165,4093,195.43139558184708
5088,2000,14034.6249180824,4092,3429.7714853573802
5088,2007,17184.4843924751,3880,4428.990822802861
5088,2010,16929.45,3859,4387.004405286344
5089,1970,3713.563819424,2527,1469.5543408880094
5089,1980,4977.4127621068,3747,1328.3727681096345
5089,1996,4916.9547194507,4087,1203.0718667606313
5089,2000,13290.7609449425,4325,3073.008310969364
5089,2007,24501.8391403993,4772,5134.501077200189
5089,2010,20823.003,4845,4297.833436532508
5090,1970,13363.8680180155,12469,1071.767424654383
5090,1980,59872.2146387526,14482,4134.250423888455
5090,1996,44547.0325885072,18187,2449.3887165836695
5090,2000,79718.8487876256,19319,4126.4479935620675
5090,2007,109337.502780354,19972,5474.5394943097335
5090,2010,128053.046,20354,6291.296354524909
5091,1970,9286.5340256402,4428,2097.229906422809
5091,1980,20025.6257497055,5702,3512.0353822703437
5091,1996,8642.447789883,7032,1229.0170349662967
5091,2000,33589.7447223908,8329,4032.8664572446637
5091,2007,47177.5309796553,10372,4548.547144201243
5091,2010,49460.504,11100,4455.901261261261
5092,1970,4716.6743540042,3017,1563.3657122983757
5092,1980,4795.7930263911,2343,2046.8600197998721
5092,1996,5437.5242555999,2401,2264.691485047855
5092,2000,10172.0268935399,2691,3780.0174260646227
5092,2007,14671.1139498855,2629,5580.49218329612
5092,2010,16133.179,2895,5572.773402417962
5093,1970,11497.2708744785,9016,1275.2075060424247
5093,1980,28367.9212519358,11744,2415.524629762926
5093,1996,23818.3418455176,11057,2154.141434884471
5093,2000,46062.8456203214,11171,4123.430813742852
5093,2007,53881.0714215866,11303,4766.9708415099185
5093,2010,59389.856,11964,4964.046807087931
5094,1970,16000.0528159855,12823,1247.7620538084302
5094,1980,48284.9173458249,13553,3562.6737508909396
5094,1996,29648.6737730203,15760,1881.2610262068715
5094,2000,68730.19801709239,17600,3905.1248873347954
5094,2007,98850.8974897939,19142,5164.084081589902
5094,2010,122976.391,20605,5968.279107012861
5095,1970,23203.9381348013,12138,1911.6772231670209
5095,1980,71535.7453294807,16216,4411.42978104839
5095,1996,79074.0419665829,22072,3582.5499259959633
5095,2000,129895.528671503,24758,5246.608315352734
5095,2007,188221.864034645,26728,7042.123018356967
5095,2010,225508.255,27745,8127.888087943774
5096,1970,4069.1441387807,3352,1213.9451488009247
5096,1980,6035.7161091432,3240,1862.875342328148
5096,1996,7743.8176386609,3538,2188.7556921031373
5096,2000,14071.6629169817,4017,3503.0278608368685
5096,2007,22506.4338467525,3918,5744.368005807172
5096,2010,23275.798,3521,6610.564612326043
5097,1970,2570.3452341161,2629,977.68932450213
5097,1980,3292.991273827,2872,1146.584705371518
5097,1996,4487.7385666907,2680,1674.5293159293658
5097,2000,10515.0240016499,2847,3693.3698635932205
5097,2007,13553.6770625938,2659,5097.2835887904475
5097,2010,14420.909,2590,5567.918532818533
5098,1970,13908.4107798585,10334,1345.8884052504839
5098,1980,19577.6877325442,9333,2097.684317212493
5098,1996,19437.537910266,7131,2725.7801024072364
5098,2000,32930.7338182231,8006,4113.256784689371
5098,2007,31314.7346994344,7405,4228.863565082296
5098,2010,37689.829,7171,5255.867940315157
5099,1970,10803.3684932477,10054,1074.5343637604635
5099,1980,14185.6733884137,10738,1321.0722097610076
5099,1996,30352.3031404795,13425,2260.8791910971695
5099,2000,45882.75295023,13518,3394.1968449644924
5099,2007,60153.4450684814,13673,4399.432828821868
5099,2010,70663.959,14114,5006.6571489301405
5100,1970,10480.7250450556,8659,1210.3851536038342
5100,1980,19004.0606804307,9383,2025.3714889087391
5100,1996,22609.5816872373,10897,2074.8446074366616
5100,2000,118563.745345799,11401,10399.416309604334
5100,2007,145240.116298905,12505,11614.56347852099
5100,2010,142976.614,13432,10644.476920786183
5101,1970,968.7599052968,1868,518.6080863473234
5101,1980,2595.3522364605,1917,1353.861364872457
5101,1996,9314.2622361089,2553,3648.359669451195
5101,2000,9997.9932219885,3002,3330.44411125533
5101,2007,16706.9206820928,3381,4941.413984647383
5101,2010,19291.578,3453,5586.9035621198955
5102,1970,6343.8857388389,7084,895.5231138959485
5102,1980,13164.0980298309,8715,1510.5103878176594
5102,1996,17085.0647767213,11303,1511.5513382926038
5102,2000,36395.9098479936,12505,2910.5085844057257
5102,2007,52516.0404546755,12288,4273.766313043254
5102,2010,59029.888,13949,4231.836547422755
5103,1970,5301.2820729495,6136,863.963831966998
5103,1980,11173.0848973325,5866,1904.7195529035969
5103,1996,10940.0772908954,6412,1706.1879742506862
5103,2000,24363.8765028724,6746,3611.603395030003
5103,2007,28623.8224569612,6855,4175.612320490328
5103,2010,33892.793,7320,4630.162978142076
5104,1970,2420.5543056224,4485,539.6999566605128
5104,1980,16673.8417171784,5020,3321.4824137805576
5104,1996,9182.1160401434,6433,1427.3458790833827
5104,2000,23609.7230679794,7005,3370.4101453218277
5104,2007,37415.9505837909,8283,4517.197945646614
5104,2010,41429.142,8768,4725.039005474453
5105,1970,7061.1446050986,5379,1312.7244106894589
5105,1980,9128.8745841893,5659,1613.160378898975
5105,1996,10584.7328579828,6190,1709.9729980586108
5105,2000,28577.1153646816,6963,4104.138354830045
5105,2007,44723.3293241109,8030,5569.530426414807
5105,2010,43962.376,8424,5218.705603038936
5106,1970,1411.4375591325,2650,532.6179468424527
5106,1980,3430.0375719492,2688,1276.0556443263392
5106,1996,7961.6120199968,3816,2086.3763155127886
5106,2000,15928.6963055686,4247,3750.576007904073
5106,2007,23745.059861691,4608,5153.007782485026
5106,2010,25835.983,4692,5506.390238704177
5107,1970,2791.0893050165,3247,859.590177091623
5107,1980,6058.7304492389,3549,1707.165525285686
5107,1996,7136.5948811712,2941,2426.5878548695
5107,2000,10978.4809536842,2953,3717.738216621808
5107,2007,16355.9049443453,3131,5223.859771429352
5107,2010,15905.452,3063,5192.769180541953
5108,1970,1502.1555067731,2014,745.8567560938927
5108,1980,3648.3415983063,2336,1561.7900677681077
5108,1996,4334.9815295693,2662,1628.4678924001876
5108,2000,9270.5950965948,2667,3476.038656391001
5108,2007,14396.7800691172,3025,4759.26613855114
5108,2010,15013.606,3165,4743.635387045813
5109,1970,2934.7537711063,3408,861.1366699255575
5109,1980,4451.4639002314,3873,1149.3580945601343
5109,1996,7237.3762110947,4023,1798.999803901243
5109,2000,14877.4939206443,4200,3542.260457296262
5109,2007,21064.3679010503,4292,4907.821039387301
5109,2010,22591.907,4156,5435.973772858517
5110,1970,4581.6079219394,6795,674.2616514995437
5110,1980,15408.2259463622,6032,2554.414115776227
5110,1996,9569.9261198157,5332,1794.8098499279256
5110,2000,22180.3005666666,5760,3850.746626157396
5110,2007,31316.3420997969,6824,4589.1474354919255
5110,2010,33404.585,7067,4726.840950898542
5111,1970,2507.8926957562,3028,828.2340474756274
5111,1980,9472.5265003668,4924,1923.7462429664497
5111,1996,7146.7256872112,5998,1191.5181205753918
5111,2000,16215.3158318836,4467,3630.0236919372283
5111,2007,21682.8968262167,4569,4745.654809852637
5111,2010,20752.44,4418,4697.247623358986
5112,1970,2771.7765638728,4100,676.0430643592196
5112,1980,7140.2624874786,3944,1810.4113812065414
5112,1996,5107.3696535647,3625,1408.929559604055
5112,2000,11879.4635178762,3686,3222.860422646826
5112,2007,17096.0824352149,3625,4716.16067178342
5112,2010,17791.746,3595,4949.025312934631
5113,1970,28199.798120946,20323,1387.5804812747135
5113,1980,61682.5439227712,22332,2762.0698514584988
5113,1996,87799.3048367846,29283,2998.302934698788
5113,2000,124180.078057664,31294,3968.175307012974
5113,2007,168907.861468828,33736,5006.754252692317
5113,2010,191332.265,35797,5344.92457468503
5114,1970,4898.3261033005,2439,2008.3337856910618
5114,1980,7653.6075047682,2488,3076.208804167283
5114,1996,7615.4134611348,2322,3279.6784931674415
5114,2000,10089.372581862,2377,4244.5824913176275
5114,2007,14394.5410996358,2729,5274.657786601612
5114,2010,17293.25,2526,6846.100554235946
5115,1970,16368.7700119384,15689,1043.327810054076
5115,1980,48009.1103326829,17231,2786.2056951240734
