serie,code_amc,ano,value
PIBI,8049,2014,2837.118488626949
PIBI,8049,2015,2700.64923028918
PIBI,8049,2016,2454.432109098757
PIBI,8049,2017,2587.190299456488
PIBI,8049,2018,2582.513296700813
PIBI,8049,2019,3275.696947311938
PIBI,8049,2020,2730.386548475311
PIBI,8049,2021,2713.0839651014844
PIBI,8050,1970,6.3093633708
PIBI,8050,1975,93.2059996582
PIBI,8050,1980,300.0387006995
PIBI,8050,1985,193.0431445502
PIBI,8050,1996,47.2948668349
PIBI,8050,1999,1147.0044998696
PIBI,8050,2000,1010.4260471345
PIBI,8050,2001,962.5650126467
PIBI,8050,2002,322.6452254764
PIBI,8050,2003,236.1781313477
PIBI,8050,2004,268.355642158
PIBI,8050,2005,319.2517417766
PIBI,8050,2006,455.8811513556
PIBI,8050,2007,421.1186442664
PIBI,8050,2008,442.1641403876
PIBI,8050,2009,601.7495277646993
PIBI,8050,2010,651
PIBI,8050,2011,646.2417814532644
PIBI,8050,2012,609.8057682641451
PIBI,8050,2013,580.7616815655821
PIBI,8050,2014,487.60668772293633
PIBI,8050,2015,566.4642621175376
PIBI,8050,2016,495.4539873885059
PIBI,8050,2017,538.4880471905651
PIBI,8050,2018,651.7771653578242
PIBI,8050,2019,795.6066685066387
PIBI,8050,2020,937.2181117302189
PIBI,8050,2021,878.9981256514272
PIBI,8051,1920,201.0411711375
PIBI,8051,1939,124.10790193
PIBI,8051,1949,166.425373984
PIBI,8051,1959,1043.1025476292
PIBI,8051,1970,1263.6749561936
PIBI,8051,1975,1473.9899040815
PIBI,8051,1980,1524.2069540655
PIBI,8051,1985,1611.1542363827
PIBI,8051,1996,248.8518262023
PIBI,8051,1999,5439.7181597393
PIBI,8051,2000,5536.2473794496
PIBI,8051,2001,5109.5985249929
PIBI,8051,2002,2545.370593185
PIBI,8051,2003,1466.8174046883
PIBI,8051,2004,1797.5796284599
PIBI,8051,2005,2273.1106636151
PIBI,8051,2006,2560.9622129014
PIBI,8051,2007,2068.940696058
PIBI,8051,2008,2154.1708212285
PIBI,8051,2009,2701.909591332668
PIBI,8051,2010,2511
PIBI,8051,2011,2717.908292283443
PIBI,8051,2012,2447.775748628307
PIBI,8051,2013,2461.474853101248
PIBI,8051,2014,2416.64070950127
PIBI,8051,2015,2860.4387860680986
PIBI,8051,2016,2310.426916861637
PIBI,8051,2017,2380.973854111919
PIBI,8051,2018,3220.8215718490865
PIBI,8051,2019,3898.809797152236
PIBI,8051,2020,3683.963760128749
PIBI,8051,2021,3204.632040678199
PIBI,8052,1959,9937.5883840463
PIBI,8052,1970,13975.9348692549
PIBI,8052,1975,27701.4818310129
PIBI,8052,1980,10442.9140368992
PIBI,8052,1985,23564.7556162036
PIBI,8052,1996,18978.9213977741
PIBI,8052,1999,22705.8972469751
PIBI,8052,2000,23874.5288450798
PIBI,8052,2001,27380.7638337252
PIBI,8052,2002,25340.570370998
PIBI,8052,2003,29689.1874553719
PIBI,8052,2004,22328.2782600422
PIBI,8052,2005,22780.7194313278
PIBI,8052,2006,17531.8095826165
PIBI,8052,2007,22563.439604491
PIBI,8052,2008,19491.0041722368
PIBI,8052,2009,17195.941460086724
PIBI,8052,2010,16359
PIBI,8052,2011,31399.96495826918
PIBI,8052,2012,31739.83431423659
PIBI,8052,2013,26806.527205962037
PIBI,8052,2014,31358.05247869032
PIBI,8052,2015,29489.74544227147
PIBI,8052,2016,26440.495186127446
PIBI,8052,2017,26634.353115927883
PIBI,8052,2018,13487.04393113751
PIBI,8052,2019,20954.346818705217
PIBI,8052,2020,23834.680875229205
PIBI,8052,2021,23465.935623139456
PIBI,8053,1970,12619.2406565444
PIBI,8053,1975,15473.1002498188
PIBI,8053,1980,22145.2136914329
PIBI,8053,1985,14993.3961843605
PIBI,8053,1996,243.4137574515
PIBI,8053,1999,2860.7776269983
PIBI,8053,2000,3091.3218236563
PIBI,8053,2001,3042.0088110795
PIBI,8053,2002,2112.4489242663
PIBI,8053,2003,1215.4001482898
PIBI,8053,2004,3606.9067798627
PIBI,8053,2005,3222.9329625177
PIBI,8053,2006,2841.5231129644
PIBI,8053,2007,2372.5912812333
PIBI,8053,2008,2378.0313977305
PIBI,8053,2009,3746.0263395081734
PIBI,8053,2010,4539
PIBI,8053,2011,6286.086128450396
PIBI,8053,2012,3836.7302614767946
PIBI,8053,2013,4315.13885042701
PIBI,8053,2014,4903.361048856819
PIBI,8053,2015,6671.385401791048
PIBI,8053,2016,9100.240011636513
PIBI,8053,2017,9365.408593467726
PIBI,8053,2018,8721.399212645172
PIBI,8053,2019,11199.175223640059
PIBI,8053,2020,12931.076919953426
PIBI,8053,2021,14673.62033017895
PIBI,8054,1970,178.6875038113
PIBI,8054,1975,1999.2289955153
PIBI,8054,1980,1374.81645656
PIBI,8054,1985,369.0807259584
