code_muni,municipio,estado,sabem(7a14),nsabem(7a14),sabem(15a),nsabem(15a),chave_join,numeroestabelecimento,commaquinas,cominstruagra,fabeofi,casaneg,popu
2929008,São Felix do Paraguassú.,BA,175,825,286,714,sao felix do paraguassu_BA,0,0,0,35,94,12723
2929305,São Gonçalo dos Campos ..,BA,115,885,188,812,sao goncalo dos campos_BA,0,0,0,4,62,27026
2907202,São José da Casa Nova,BA,87,913,256,744,sao jose da casa nova_BA,185,1,0,1,31,21154
2929404,São Miguel,BA,71,929,178,822,sao miguel_BA,185,97,0,2,20,11607
2927408,São Salvador.,BA,553,447,670,330,sao salvador_BA,0,0,0,159,1983,283422
2999933,Saúde,BA,88,912,194,806,saude_BA,127,4,0,0,24,15282
2930204,Sento Se.,BA,58,942,212,788,sento se_BA,0,0,0,0,0,21244
2930501,Serrinha,BA,79,921,207,793,serrinha_BA,792,2,4,0,10,29005
2999907,Soure.,BA,117,883,206,794,soure_BA,0,0,0,1,2,7554
2931202,Taperoá,BA,107,893,188,812,taperoa_BA,200,79,0,0,1,9934
2999913,Trancoso,BA,138,862,197,803,trancoso_BA,169,1,0,0,10,2298
2999934,Tucano.,BA,65,935,238,762,tucano_BA,0,0,0,1,32,18595
2932507,Una.,BA,136,864,255,745,una_BA,0,0,0,0,12,5459
2932606,Urandy,BA,54,946,170,830,urandy_BA,495,122,0,20,29,27227
2932903,Valença.,BA,191,809,316,684,valenca_BA,0,0,0,10,109,21658
2999928,Viçosa.,BA,57,943,172,828,vicosa_BA,0,0,0,0,21,8330
2923506,Villa Bella das Palmeiras ..,BA,175,825,371,629,villa bella das palmeiras_BA,0,0,0,0,62,8978
2999915,Villa Rica.,BA,39,961,126,874,villa rica_BA,0,0,0,0,0,14665
2999935,Wagner.,BA,134,860,315,685,wagner_BA,0,0,0,0,8,3345
2300200,Acarahú.,CE,112,888,262,738,acarahu_CE,0,0,0,0,36,23053
2399914,Aquiraz.,CE,145,855,178,822,aquiraz_CE,0,0,0,0,0,16507
2399915,Aracoyaba,CE,142,858,274,726,aracoyaba_CE,218,17,0,0,63,8137
2399916,Araripe.,CE,72,928,215,785,araripe_CE,0,0,0,0,1,9288
2399918,Arneiroz.,CE,63,937,255,745,arneiroz_CE,0,0,0,0,0,7952
2301604,Assaré.,CE,152,848,320,680,assare_CE,0,0,0,0,33,8372
2399919,Aurora.,CE,119,881,278,722,aurora_CE,0,0,0,2,59,12453
2301901,Barbalha.,CE,68,932,143,857,barbalha_CE,0,0,0,0,65,19900
2302107,Baturité.,CE,129,871,222,778,baturite_CE,0,0,0,5,102,30032
2399921,Beberibe,CE,124,876,182,818,beberibe_CE,65,65,0,0,0,10025
2399922,Bôa Viagem,CE,107,893,230,770,boa viagem_CE,158,35,0,0,4,11433
2302503,Brejo dos Santos,CE,87,913,187,813,brejo dos santos_CE,171,6,0,2,33,5617
2399943,Cachoeira.,CE,202,798,396,604,cachoeira_CE,0,0,0,0,5,8926
2302602,Camocim,CE,146,854,257,743,camocim_CE,101,2,0,6,96,17271
2305001,Campo Grande.,CE,72,928,226,774,campo grande_CE,0,0,0,0,52,17882
2399923,Campos Salles,CE,57,943,239,761,campos salles_CE,149,73,0,0,1,9142
2302800,Canindé.,CE,132,868,244,756,caninde_CE,0,0,0,0,9,14604
2399924,Caridade.,CE,206,794,257,743,caridade_CE,0,0,0,0,29,3439
2303501,Cascavel.,CE,108,892,236,764,cascavel_CE,0,0,0,12,100,26041
2399917,Coité,CE,98,902,190,810,coite_CE,242,179,0,0,11,6553
2304103,Cratheús,CE,115,885,250,750,cratheus_CE,0,0,0,13,3,18876
2304202,Crato.,CE,127,873,238,762,crato_CE,0,0,0,10,121,29774
2399909,Entre Rios,CE,89,911,417,583,entre rios_CE,173,0,0,0,3,5831
2304400,Fortaleza.,CE,460,540,562,438,fortaleza_CE,0,0,0,34,629,78536
2304707,Granja,CE,98,902,239,761,granja_CE,186,8,0,0,35,27962
2399936,Guarany,CE,74,926,185,815,guarany_CE,240,127,0,0,25,7988
2399928,Ibiapina,CE,115,885,251,749,ibiapina_CE,0,0,0,0,10,11426
2305407,Icó,CE,84,916,174,826,ico_CE,373,24,1,25,36,19209
2305506,Iguatú,CE,112,888,237,763,iguatu_CE,399,48,1,3,148,32406
2399929,Independencia,CE,80,920,221,779,independencia_CE,195,1,0,3,17,14118
2305803,Ipú,CE,104,896,258,742,ipu_CE,205,83,1,6,82,22834
2305902,Ipueiras.,CE,94,906,229,771,ipueiras_CE,0,0,0,1,56,22433
2399930,Iracema,CE,75,925,298,702,iracema_CE,146,18,0,1,1,4120
2306405,Itapipoca,CE,83,917,188,812,itapipoca_CE,0,0,0,0,30,27409
2307106,Jardim,CE,70,930,181,819,jardim_CE,271,70,0,0,8,12979
2307304,Joazeiro.,CE,147,853,361,639,joazeiro_CE,0,0,0,0,2,22067
2399920,Laranjeiras,CE,124,876,219,781,laranjeiras_CE,222,28,1,5,18,4412
2307502,Lavras.,CE,78,922,224,776,lavras_CE,0,0,0,2,16,17360
2307601,Limoeiro.,CE,121,879,370,630,limoeiro_CE,0,0,0,9,31,18512
2307700,Maranguape.,CE,182,818,284,716,maranguape_CE,0,0,0,6,11,25396
2399934,Maria Pereira,CE,121,879,304,696,maria pereira_CE,121,30,1,20,36,10263
2308005,Massapé.,CE,161,839,324,676,massape_CE,0,0,0,1,74,11457
2399910,Mecejana,CE,142,858,249,751,mecejana_CE,52,42,0,NA,NA,NA
2399933,Meruoca,CE,116,884,252,748,meruoca_CE,0,0,0,0,0,11961
2308302,Milagres.,CE,85,915,222,778,milagres_CE,0,0,0,0,53,23360
2308401,Missão Velha.,CE,87,913,187,813,missao velha_CE,0,0,0,1,35,16452
2308708,Morada Nova.,CE,120,880,305,695,morada nova_CE,0,0,0,3,7,12316
2399935,Mulungú.,CE,133,867,231,769,mulungu_CE,0,0,0,9,15,7269
2309706,Pacatuba,CE,149,851,242,758,pacatuba_CE,109,9,5,9,65,13374
2399937,Pacoty,CE,141,859,249,751,pacoty_CE,162,19,1,0,1,8145
2399926,Palma,CE,85,915,296,704,palma_CE,72,2,0,0,14,12471
2399912,Paracurú,CE,95,905,189,811,paracuru_CE,112,58,0,2,26,17969
2399938,Pedra Branca,CE,35,965,131,869,pedra branca_CE,127,39,0,0,0,11400
2399939,Pentecoste,CE,73,927,237,763,pentecoste_CE,187,101,0,0,14,7473
2310803,Pereiro.,CE,84,916,196,804,pereiro_CE,0,0,0,48,35,7569
2399911,Porangaba.,CE,219,781,305,695,porangaba_CE,0,0,0,0,51,11129
2399941,Porteiras,CE,61,939,156,844,porteiras_CE,114,5,0,0,0,6180
2311306,Quixadá,CE,143,857,267,733,quixada_CE,232,27,7,3,66,24065
2399927,Quixará.,CE,66,934,230,770,quixara_CE,0,0,0,1,18,5147
2311405,Quixeramobim.,CE,123,877,261,739,quixeramobim_CE,0,0,0,0,20,20801
2311603,Redempção.,CE,119,881,231,769,redempcao_CE,0,0,0,2,54,16955
2399932,Riacho do Sangue.,CE,130,870,287,713,riacho do sangue_CE,0,0,0,0,0,7312
2399942,Saboeiro.,CE,89,911,268,732,saboeiro_CE,0,0,0,0,2,4736
2312205,Santa Quiteria,CE,14,859,358,642,santa quiteria_CE,264,2,0,3,15,7655
2312304,Sao Benedicto,CE,94,906,250,750,sao benedicto_CE,0,0,0,0,68,24089
2311801,São Bernardo das Russas ..,CE,159,841,362,638,sao bernardo das russas_CE,0,0,0,3,69,16969
2399931,São Francisco.,CE,124,876,278,722,sao francisco_CE,0,0,0,0,40,14587
2313807,São João da Uruburetama.,CE,113,887,238,762,sao joao da uruburetama_CE,0,0,0,9,70,11246
2307403,São Matheus,CE,104,896,340,660,sao matheus_CE,362,48,0,0,11,16477
2399925,São Pedro do Cariry,CE,74,926,243,757,sao pedro do cariry_CE,96,7,1,0,2,9845
2312700,Senador Pompeu,CE,150,850,345,655,senador pompeu_CE,181,1,0,0,10,10195
2312908,Sobral.,CE,135,865,301,699,sobral_CE,0,0,0,3,57,39003
2303709,Soure,CE,118,882,221,779,soure_CE,207,68,0,10,51,19753
2399944,Tamboril.,CE,131,869,292,708,tamboril_CE,0,0,0,1,15,13825
2313302,Tauha.,CE,108,892,257,743,tauha_CE,0,0,0,0,7,13756
2399946,Trahiry,CE,106,894,188,812,trahiry_CE,92,63,0,0,7,7678
2399945,Tyanguá.,CE,62,938,150,850,tyangua_CE,0,0,0,0,5,14493
2313609,Ubajara.,CE,74,626,235,765,ubajara_CE,0,0,0,NA,NA,NA
2399948,Umary,CE,99,901,232,768,umary_CE,296,18,5,0,5,6593
2307007,Uniao.,CE,179,821,304,696,uniao_CE,0,0,0,0,66,15371
2399947,Varzea Alegre.,CE,133,867,303,697,varzea alegre_CE,0,0,0,0,1,13350
2314102,Viçosa.,CE,72,928,175,825,vicosa_CE,0,0,0,4,47,19315
2100204,Alcantara,MA,164,836,266,734,alcantara_MA,53,0,0,0,16,10885
2100709,Anajatuba,MA,58,942,215,785,anajatuba_MA,133,7,0,95,4,10262
2101004,Arary,MA,179,821,426,574,arary_MA,144,19,0,9,29,6187
2100907,Arayoses,MA,59,941,150,850,arayoses_MA,31,16,1,0,0,15265
2199903,Axixá,MA,161,839,265,735,axixa_MA,22,22,0,1,11,6037
2101202,Bacabal,MA,56,944,132,868,bacabal_MA,13,10,0,4,25,9484
2101509,Barão de Grajahú,MA,55,945,182,818,barao de grajahu_MA,93,18,0,1,16,7494
2101608,Barra do Corda,MA,80,920,187,813,barra do corda_MA,115,5,0,0,19,20633
2102101,Brejo,MA,71,929,155,845,brejo_MA,37,21,0,1,43,19401
2102200,Burity,MA,47,953,113,887,burity_MA,52,12,0,0,0,10634
2199905,Cajapió,MA,175,825,300,700,cajapio_MA,34,3,2,0,14,5584
2102804,Carolina,MA,129,871,254,746,carolina_MA,355,21,0,4,70,19908
2102903,Carutapéra,MA,99,901,236,764,carutapera_MA,30,1,0,0,9,7767
2103000,Caxias,MA,84,916,159,841,caxias_MA,198,17,3,15,77,50346
2103208,Chapadinha,MA,45,955,104,896,chapadinha_MA,16,5,0,5,10,10418
2103307,Codó,MA,75,925,142,858,codo_MA,139,39,1,3,69,24896
2103604,Coroatá,MA,74,926,134,866,coroata_MA,252,27,2,5,32,19720
2103406,Curralinho,MA,86,914,145,855,curralinho_MA,45,5,0,0,12,8580
2103703,Cururupú,MA,103,897,179,821,cururupu_MA,468,13,1,373,102,28190
2112209,Flores,MA,55,945,111,889,flores_MA,0,0,0,0,14,12877
2104800,Grajahú,MA,84,916,265,735,grajahu_MA,196,0,0,1,63,21382
2104909,Guimarães,MA,93,907,165,835,guimaraes_MA,123,68,1,0,42,23026
2105104,Icatú,MA,128,872,241,759,icatu_MA,85,68,0,122,22,8567
2105302,Imperatriz,MA,86,914,271,729,imperatriz_MA,230,10,0,0,14,9009
2106102,Lorêto,MA,69,931,362,638,loreto_MA,222,1,0,0,5,11079
2199908,Macapá,MA,163,837,261,739,macapa_MA,81,11,2,0,8,7449
2106706,Mirador,MA,63,937,202,798,mirador_MA,253,4,0,0,3,14223
2105005,Miritiba,MA,89,911,207,793,miritiba_MA,129,32,0,0,16,13532
2199913,Monção,MA,118,882,221,779,moncao_MA,20,4,0,0,40,11811
2112100,Monte Alegre,MA,62,938,149,851,monte alegre_MA,42,7,0,0,11,5904
2199906,Morros,MA,64,936,136,864,morros_MA,26,22,0,0,5,5588
2107308,Nova York,MA,87,913,226,774,nova york_MA,71,0,0,0,0,4519
2199902,Paço do Lumiar,MA,193,807,189,811,paco do lumiar_MA,14,0,0,0,0,7154
2199907,Passagem Franca,MA,38,962,159,841,passagem franca_MA,85,16,0,0,5,12422
2108009,Pastos Bons,MA,56,944,191,809,pastos bons_MA,115,39,0,0,17,10455
2108207,Pedreiras,MA,64,936,167,833,pedreiras_MA,96,17,0,32,80,19565
2108306,Penalva,MA,101,899,244,756,penalva_MA,10,9,0,0,23,10107
2103505,Picos,MA,111,889,274,720,picos_MA,28,0,0,0,30,17666
2108603,Pinheiro,MA,116,884,233,767,pinheiro_MA,67,15,0,1,25,19820
2109007,Porto Franco,MA,91,909,298,702,porto franco_MA,210,12,0,0,0,7589
2109502,Riachão,MA,154,846,322,678,riachao_MA,264,16,0,5,13,12561
2109601,Rosario,MA,117,883,210,790,rosario_MA,186,10,0,5,26,17153
2199909,Santa Helena,MA,94,906,248,752,santa helena_MA,31,0,0,0,5,4600
2199910,Santa Quiteria,MA,58,942,109,891,santa quiteria_MA,48,27,0,0,2,7077
2101400,Santo Antonio de Balsas,MA,90,910,210,790,santo antonio de balsas_MA,223,21,0,2,29,11253
2199904,Santo Antonio e Almas,MA,19,981,94,906,santo antonio e almas_MA,55,29,0,1,19,10364
2110500,São Bento dos Perizes,MA,99,901,273,727,sao bento dos perizes_MA,25,14,0,3,54,18422
2110609,São Bernardo,MA,69,931,149,851,sao bernardo_MA,0,0,0,0,10,10625
2110906,São Francisco,MA,43,957,171,829,sao francisco_MA,186,1,2,0,8,9108
2111102,São Joao dos Patos,MA,100,900,259,741,sao joao dos patos_MA,0,0,0,0,4,8428
2199911,São José de Ribamar,MA,219,781,363,637,sao jose de ribamar_MA,11,5,0,0,7,2352
2107803,São José dos Mattões,MA,49,951,163,837,sao jose dos mattoes_MA,146,3,1,0,43,20336
2111409,São Luiz Gonzaga,MA,54,946,115,885,sao luiz gonzaga_MA,23,12,0,0,20,11906
2111706,São Vicente Ferrer,MA,109,891,215,785,sao vicente ferrer_MA,29,5,2,2,71,12224
2112506,Tutoya,MA,47,953,130,870,tutoya_MA,2,1,1,0,9,9868
2112704,Vargem Grande,MA,21,979,60,940,vargem grande_MA,46,3,0,0,22,15765
2112803,Vianna,MA,174,826,309,691,vianna_MA,25,9,0,3,61,23931
2112902,Victoria do Baixo Mearim,MA,105,895,254,746,victoria do baixo mearim_MA,9,3,0,8,19,11780
2509701,Alagôa do Monteiro.,PB,109,891,256,744,alagoa do monteiro_PB,0,0,0,0,55,25142
2500304,Alagôa Grande,PB,87,913,156,844,alagoa grande_PB,247,78,3,131,83,26291
2500403,Alagôa Nova,PB,79,921,130,870,alagoa nova_PB,586,323,3,0,40,35239
2501005,Araruna,PB,50,950,107,893,araruna_PB,263,21,0,0,44,24116
2501104,Areia,PB,69,931,151,849,areia_PB,654,256,1,0,63,43451
2501500,Bananeiras,PB,47,953,115,885,bananeiras_PB,348,60,0,32,56,47589
2502805,Brejo do Cruz.,PB,79,921,298,702,brejo do cruz_PB,0,0,0,6,29,10382
2503100,Cabaceiras.,PB,110,890,257,743,cabaceiras_PB,0,0,0,3,19,18514
2599903,Cabedello,PB,361,639,359,641,cabedello_PB,25,0,0,1,31,5384
2503605,Caiçára,PB,54,946,92,908,caicara_PB,0,0,0,1,48,23394
2503704,Cajazeiras,PB,116,884,281,719,cajazeiras_PB,267,30,5,6,73,13759
2504009,Campina Grande,PB,87,913,190,810,campina grande_PB,1374,232,11,25,312,70806
2504306,Catolé do Rocha,PB,83,917,257,743,catole do rocha_PB,675,56,1,0,2,15754
2504405,Conceição,PB,62,938,197,803,conceicao_PB,215,121,0,0,30,9544
2599904,Espirito Santo.,PB,42,958,91,909,espirito santo_PB,0,0,0,0,13,37385
2506301,Guarabira,PB,72,928,138,862,guarabira_PB,793,296,1,5,157,59095
2506806,Ingá,PB,112,888,189,811,inga_PB,461,29,2,2,45,20481
2506905,Itabayanna,PB,105,895,205,795,itabayanna_PB,472,14,0,6,59,33278
2508901,Mamanguape,PB,81,919,212,798,mamanguape_PB,164,67,1,4,66,39534
2507002,Misericordia,PB,71,929,255,745,misericordia_PB,472,34,0,21,24,12218
2507507,Parahyba,PB,296,704,421,579,parahyba_PB,202,82,1,43,398,52990
2510808,Patos,PB,90,910,236,764,patos_PB,414,23,0,4,47,19901
2599906,Pedras de Fogo,PB,55,945,89,911,pedras de fogo_PB,65,6,10,0,4,12566
2511301,Piancó,PB,59,941,241,759,pianco_PB,1175,215,0,18,25,23530
2511400,Picuhy,PB,85,915,243,757,picuhy_PB,1157,34,0,6,19,23635
2511509,Pilar,PB,72,928,123,877,pilar_PB,289,45,4,1,37,26842
2512101,Pombal,PB,97,903,264,736,pombal_PB,351,21,0,0,5,19299
2512309,Princeza,PB,46,954,140,860,princeza_PB,644,132,0,0,46,18364
2513406,Santa Luzia do Sabugy.,PB,122,878,304,696,santa luzia do sabugy_PB,0,0,0,0,1,11076
2599901,Santa Rita,PB,126,874,174,826,santa rita_PB,56,21,14,14,81,25160
2514008,São João do Cariry,PB,108,892,284,716,sao joao do cariry_PB,988,37,0,2,31,25336
2500700,São Joao do Rio do Peixe.,PB,88,912,234,766,sao joao do rio do peixe_PB,0,0,0,0,6,14387
2514503,São José de Piranhas.,PB,82,918,214,786,sao jose de piranhas_PB,0,0,0,78,50,11357
2515906,Serraria,PB,51,949,115,885,serraria_PB,330,83,3,7,33,24027
2516102,Soledade,PB,92,908,229,771,soledade_PB,327,7,1,2,18,10065
2516508,Taperoá.,PB,116,884,281,719,taperoa_PB,0,0,0,0,0,9747
2516706,Teixeira,PB,69,931,174,826,teixeira_PB,445,20,0,85,48,14038
2517001,Umbuzeiro.,PB,62,938,116,884,umbuzeiro_PB,0,0,0,0,0,24789
2600401,Agua Preta,PE,96,904,146,854,agua preta_PE,177,108,95,0,4,33795
2600500,Aguas Bellas,PE,59,941,165,835,aguas bellas_PE,249,11,0,3,22,21828
2600807,Altinho,PE,53,947,159,841,altinho_PE,525,17,1,0,19,30537
2600906,Amaragy,PE,122,878,162,838,amaragy_PE,100,60,43,1,27,21182
2601409,Barreiras,PE,220,780,256,744,barreiras_PE,0,0,0,0,49,17363
2613503,Belmonte,PE,80,920,256,744,belmonte_PE,226,10,8,3,38,9500
2601904,Bezerros,PE,190,810,297,703,bezerros_PE,456,37,0,1,15,48190
2612604,Bôa Vista,PE,83,917,255,745,boa vista_PE,235,19,0,33,27,7067
2602100,Bom Conselho,PE,114,886,248,752,bom conselho_PE,391,21,0,0,28,48938
2602209,Bom Jardim,PE,39,961,96,904,bom jardim_PE,433,72,2,12,141,92515
2602308,Bonito,PE,102,898,164,836,bonito_PE,644,90,26,1,25,63577
2602605,Brejo da Madre de Deus,PE,61,939,181,819,brejo da madre de deus_PE,416,27,1,0,27,48784
2602803,Buique,PE,75,925,168,832,buique_PE,447,90,0,1,18,15438
2602902,Cabo,PE,168,832,220,780,cabo_PE,81,19,58,0,45,31911
2603009,Cabrobó,PE,80,920,183,817,cabrobo_PE,311,20,0,0,47,15227
2603702,Canhotinho,PE,59,941,156,844,canhotinho_PE,967,62,1,4,46,54251
2604700,Correntes,PE,57,943,144,856,correntes_PE,743,108,0,1,31,39298
2605202,Escada,PE,144,856,210,790,escada_PE,96,10,85,0,63,21135
2605608,Flôres,PE,66,934,170,830,flores_PE,1165,44,0,0,26,21345
2605707,Floresta,PE,112,888,270,730,floresta_PE,243,4,0,0,41,19780
2605905,Gamelleira,PE,197,803,231,769,gamelleira_PE,107,14,70,4,34,25690
2606002,Garanhuns,PE,75,925,188,812,garanhuns_PE,977,76,17,17,142,63723
2606101,Gloria do Goytá,PE,54,946,101,899,gloria do goyta_PE,0,0,0,1,28,33626
2606200,Goyanna,PE,153,847,213,787,goyanna_PE,184,77,48,42,183,53854
2699903,Granito,PE,74,926,208,792,granito_PE,121,20,0,4,45,10807
2606408,Gravatá,PE,80,920,172,828,gravata_PE,255,35,3,0,46,37705
2606804,Iguarassú,PE,120,880,185,815,iguarassu_PE,130,49,21,1,26,30918
2607208,Ipojuca,PE,91,909,131,869,ipojuca_PE,95,51,57,0,9,21331
2607653,Itambe,PE,89,911,143,857,itambe_PE,0,0,0,0,22,29914
2607901,Jaboatão,PE,191,809,266,734,jaboatao_PE,340,93,58,1,116,48087
2610400,Leopoldina,PE,53,947,153,847,leopoldina_PE,76,13,0,0,13,10007
2608909,Limoeiro,PE,101,899,185,815,limoeiro_PE,221,35,3,25,170,52573
2609501,Nazareth,PE,92,908,152,848,nazareth_PE,370,281,76,32,170,86940
2605301,Novo Exú,PE,71,929,157,843,novo exu_PE,0,0,0,0,22,21201
2609600,Olinda,PE,346,654,434,566,olinda_PE,122,2,2,5,249,52199
2609907,Ouricury,PE,38,962,155,845,ouricury_PE,227,64,1,0,31,34684
2610004,Palmares,PE,216,784,234,766,palmares_PE,240,36,75,1,71,38102
