code_muni,ano,serie,value
2100477,2020,area_plantada_ha,936
2100477,2020,valor_producao_mil_reais,2378
2100477,2021,area_plantada_ha,853
2100477,2021,valor_producao_mil_reais,2775
2100477,2022,area_plantada_ha,1071
2100477,2022,valor_producao_mil_reais,5950
2100477,2023,area_plantada_ha,1748
2100477,2023,valor_producao_mil_reais,11701
2100477,2024,area_plantada_ha,1757
2100477,2024,valor_producao_mil_reais,10546
2100501,1974,valor_producao_mil_reais,2836
2100501,1975,valor_producao_mil_reais,4694
2100501,1976,valor_producao_mil_reais,6257
2100501,1977,valor_producao_mil_reais,10491
2100501,1978,valor_producao_mil_reais,18684
2100501,1979,valor_producao_mil_reais,29453
2100501,1980,valor_producao_mil_reais,51373
2100501,1981,valor_producao_mil_reais,176914
2100501,1982,valor_producao_mil_reais,510697
2100501,1983,valor_producao_mil_reais,427627
2100501,1984,valor_producao_mil_reais,2771275
2100501,1985,valor_producao_mil_reais,10618
2100501,1986,valor_producao_mil_reais,26532
2100501,1987,valor_producao_mil_reais,40535
2100501,1988,area_plantada_ha,20204
2100501,1988,valor_producao_mil_reais,497624
2100501,1989,area_plantada_ha,19157
2100501,1989,valor_producao_mil_reais,7750
2100501,1990,area_plantada_ha,8227
2100501,1990,valor_producao_mil_reais,27512
2100501,1991,area_plantada_ha,5976
2100501,1991,valor_producao_mil_reais,294010
2100501,1992,area_plantada_ha,16144
2100501,1992,valor_producao_mil_reais,3831570
2100501,1993,area_plantada_ha,8204
2100501,1993,valor_producao_mil_reais,54573
2100501,1994,area_plantada_ha,8833
2100501,1994,valor_producao_mil_reais,2089
2100501,1995,area_plantada_ha,10413
2100501,1995,valor_producao_mil_reais,2428
2100501,1996,area_plantada_ha,9878
2100501,1996,valor_producao_mil_reais,3096
2100501,1997,area_plantada_ha,22622
2100501,1997,valor_producao_mil_reais,9319
2100501,1998,area_plantada_ha,24784
2100501,1998,valor_producao_mil_reais,8543
2100501,1999,area_plantada_ha,6364
2100501,1999,valor_producao_mil_reais,2851
2100501,2000,area_plantada_ha,7135
2100501,2000,valor_producao_mil_reais,3538
2100501,2001,area_plantada_ha,7049
2100501,2001,valor_producao_mil_reais,3003
2100501,2002,area_plantada_ha,9018
2100501,2002,valor_producao_mil_reais,6659
2100501,2003,area_plantada_ha,20155
2100501,2003,valor_producao_mil_reais,25861
2100501,2004,area_plantada_ha,23141
2100501,2004,valor_producao_mil_reais,25743
2100501,2005,area_plantada_ha,24970
2100501,2005,valor_producao_mil_reais,28929
2100501,2006,area_plantada_ha,22796
2100501,2006,valor_producao_mil_reais,17236
2100501,2007,area_plantada_ha,22904
2100501,2007,valor_producao_mil_reais,18616
2100501,2008,area_plantada_ha,24012
2100501,2008,valor_producao_mil_reais,50843
2100501,2009,area_plantada_ha,26328
2100501,2009,valor_producao_mil_reais,61578
2100501,2010,area_plantada_ha,35254
2100501,2010,valor_producao_mil_reais,72645
2100501,2011,area_plantada_ha,38211
2100501,2011,valor_producao_mil_reais,79757
2100501,2012,area_plantada_ha,43677
2100501,2012,valor_producao_mil_reais,113264
2100501,2013,area_plantada_ha,47384
2100501,2013,valor_producao_mil_reais,123355
2100501,2014,area_plantada_ha,63630
2100501,2014,valor_producao_mil_reais,157650
2100501,2015,area_plantada_ha,65169
2100501,2015,valor_producao_mil_reais,172064
2100501,2016,area_plantada_ha,60328
2100501,2016,valor_producao_mil_reais,101147
2100501,2017,area_plantada_ha,74559
2100501,2017,valor_producao_mil_reais,172328
2100501,2018,area_plantada_ha,79204
2100501,2018,valor_producao_mil_reais,229203
2100501,2019,area_plantada_ha,74763
