serie,code_muni,ano,value
PIB,2101772,2001,23286.1131516689
PIB,2101772,2002,24033.8644268527
PIB,2101772,2003,24440.8574315344
PIB,2101772,2004,24639.0803082126
PIB,2101772,2005,25499.8187871552
PIB,2101772,2006,28611.3196183244
PIB,2101772,2007,32679.1910523577
PIB,2101772,2008,36513.2100802843
PIB,2101772,2009,34257.9735919282
PIB,2101772,2010,42497.821
PIB,2101806,1920,1313.3969322679
PIB,2101806,1939,7914.7261788154
PIB,2101806,1949,2110.6313733551
PIB,2101806,1959,6804.0004966978
PIB,2101806,1970,7793.2797474353
PIB,2101806,1975,11956.2497507529
PIB,2101806,1980,13789.4405538258
PIB,2101806,1985,14232.7106685464
PIB,2101806,1996,22799.6892669599
PIB,2101806,1999,16398.1008112793
PIB,2101806,2000,16253.3155049178
PIB,2101806,2001,16577.1852389601
PIB,2101806,2002,16546.5065419093
PIB,2101806,2003,17214.967862931
PIB,2101806,2004,17605.1543636845
PIB,2101806,2005,16433.7669579282
PIB,2101806,2006,16816.7646057071
PIB,2101806,2007,16803.1837130943
PIB,2101806,2008,19746.7233254662
PIB,2101806,2009,19784.5540840252
PIB,2101806,2010,20584.177
PIB,2101905,1920,1920.2087485167
PIB,2101905,1939,2159.4989075522
PIB,2101905,1949,2560.7083637887
PIB,2101905,1959,7436.4322759937
PIB,2101905,1970,18418.2583039441
PIB,2101905,1975,27890.3864567683
PIB,2101905,1980,32276.0236866563
PIB,2101905,1985,37802.083247037
PIB,2101905,1996,39299.9309218365
PIB,2101905,1999,47590.2102337566
PIB,2101905,2000,48477.5235898861
PIB,2101905,2001,48714.8932764647
PIB,2101905,2002,40348.8774458901
PIB,2101905,2003,43300.6850337327
PIB,2101905,2004,53898.2920227679
PIB,2101905,2005,57187.8178834104
PIB,2101905,2006,52702.2852087623
PIB,2101905,2007,53609.9979056482
PIB,2101905,2008,68452.5857246019
PIB,2101905,2009,70313.2483364505
PIB,2101905,2010,64657.456
PIB,2101939,1999,20167.2583220705
PIB,2101939,2000,21864.7540629702
PIB,2101939,2001,22768.325571762
PIB,2101939,2002,23638.859784096
PIB,2101939,2003,21756.127221246
PIB,2101939,2004,24047.8609501315
