grupo,ano_tratamento,ano_outcome,escopo,outcome_var,outcome_coluna,variavel_endogena,variavel_instrumento,coeficiente,erro_padrao,t_estatistica,p_valor,F_stat_1estagio,n_observacoes,significancia
Semiarido,1950,2005,PIB_Indústria,pibi (2005),pibi_2005,densidade_buffer_real_1950,densidade_buffer_sintetica_1950,11.710153185080655,4.047972568970986,2.8928440066127803,0.003912300093335823,15.854796691165589,893,***
Semiarido,1950,2006,PIB_Indústria,pibi (2006),pibi_2006,densidade_buffer_real_1950,densidade_buffer_sintetica_1950,12.176752949937594,4.154451916176831,2.931013090444756,0.003466416217527138,15.854796691165589,893,***
Semiarido,1950,2007,PIB_Indústria,pibi (2007),pibi_2007,densidade_buffer_real_1950,densidade_buffer_sintetica_1950,12.015372994060055,4.138919390310047,2.903021745770212,0.003788566031842689,15.854796691165589,893,***
Semiarido,1950,2008,PIB_Indústria,pibi (2008),pibi_2008,densidade_buffer_real_1950,densidade_buffer_sintetica_1950,11.837401821092516,4.151296290750741,2.8514952901499067,0.004453702565868298,15.854796691165589,893,***
Semiarido,1950,2009,PIB_Indústria,pibi (2009),pibi_2009,densidade_buffer_real_1950,densidade_buffer_sintetica_1950,11.352260769719237,3.945018151934802,2.8776194005980966,0.004104263284558046,15.854796691165589,893,***
Semiarido,1950,2010,PIB_Indústria,pibi (2010),pibi_2010,densidade_buffer_real_1950,densidade_buffer_sintetica_1950,11.135964084777981,3.949293843641268,2.8197355085917257,0.004914788362192241,15.854796691165589,893,***
Semiarido,1950,2011,PIB_Indústria,pibi (2011),pibi_2011,densidade_buffer_real_1950,densidade_buffer_sintetica_1950,10.880689020934174,3.6362504302698015,2.992282635529823,0.002846760910407724,16.5178164046912,893,***
Semiarido,1950,2012,PIB_Indústria,pibi (2012),pibi_2012,densidade_buffer_real_1950,densidade_buffer_sintetica_1950,11.486565470680741,3.869458170890608,2.9685203879686735,0.003074071689767077,16.280798619333844,893,***
Semiarido,1950,2013,PIB_Indústria,pibi (2013),pibi_2013,densidade_buffer_real_1950,densidade_buffer_sintetica_1950,11.317593679344721,3.7759070500056793,2.9973178707690113,0.002800631049921252,16.5178164046912,893,***
Semiarido,1950,2014,PIB_Indústria,pibi (2014),pibi_2014,densidade_buffer_real_1950,densidade_buffer_sintetica_1950,11.184828038136047,3.771220489909238,2.9658377355722396,0.0031006440549780326,16.5178164046912,893,***
Semiarido,1950,2015,PIB_Indústria,pibi (2015),pibi_2015,densidade_buffer_real_1950,densidade_buffer_sintetica_1950,12.676935623467735,4.359793913176403,2.9076914817360566,0.0037329957196452416,15.854796691165589,893,***
Semiarido,1950,2016,PIB_Indústria,pibi (2016),pibi_2016,densidade_buffer_real_1950,densidade_buffer_sintetica_1950,12.884298572644234,4.450432148856339,2.8950668478240273,0.0038849666709131593,15.854796691165589,893,***
Semiarido,1950,2017,PIB_Indústria,pibi (2017),pibi_2017,densidade_buffer_real_1950,densidade_buffer_sintetica_1950,12.95225317395266,4.45804927575586,2.905363393893086,0.0037606067439998696,15.854796691165589,893,***
Semiarido,1950,2018,PIB_Indústria,pibi (2018),pibi_2018,densidade_buffer_real_1950,densidade_buffer_sintetica_1950,13.09230316075547,4.481105523005644,2.921668122640856,0.003571078397856938,15.854796691165589,893,***
Semiarido,1950,2019,PIB_Indústria,pibi (2019),pibi_2019,densidade_buffer_real_1950,densidade_buffer_sintetica_1950,13.502626807555338,4.571730840647483,2.9535043243365995,0.0032258848403626246,15.854796691165589,893,***
Semiarido,1950,2020,PIB_Indústria,pibi (2020),pibi_2020,densidade_buffer_real_1950,densidade_buffer_sintetica_1950,12.401677846469806,4.27089821485999,2.9037633824472593,0.003779690478742343,15.854796691165589,893,***
Semiarido,1950,2021,PIB_Indústria,pibi (2021),pibi_2021,densidade_buffer_real_1950,densidade_buffer_sintetica_1950,12.712756461094145,4.3875892057433,2.897435440048331,0.0038560323305055566,15.854796691165589,893,***
Nao_Semiarido,1950,1959,PIB_Serviços,pibse (1959),pibse_1959,densidade_buffer_real_1950,densidade_buffer_sintetica_1950,-1.5401481578376137,1.5372747109077496,-1.001869182462624,0.3171637560955985,20.692662961500933,339,
Nao_Semiarido,1950,1970,PIB_Serviços,pibse (1970),pibse_1970,densidade_buffer_real_1950,densidade_buffer_sintetica_1950,-0.31657360770745546,1.3109794681259355,-0.24147869238562683,0.8093387905479692,20.692662961500933,339,
Nao_Semiarido,1950,1975,PIB_Serviços,pibse (1975),pibse_1975,densidade_buffer_real_1950,densidade_buffer_sintetica_1950,-0.4406348875844972,1.3338701650816809,-0.3303431616655992,0.741356852938384,20.692662961500933,339,
Nao_Semiarido,1950,1980,PIB_Serviços,pibse (1980),pibse_1980,densidade_buffer_real_1950,densidade_buffer_sintetica_1950,-0.6035972056913366,1.4436922200386764,-0.4180927190112351,0.6761597507023838,20.692662961500933,339,
Nao_Semiarido,1950,1985,PIB_Serviços,pibse (1985),pibse_1985,densidade_buffer_real_1950,densidade_buffer_sintetica_1950,-0.0673078640498368,1.4009010020123276,-0.04804612456779762,0.961709455094938,20.692662961500933,339,
Nao_Semiarido,1950,1996,PIB_Serviços,pibse (1996),pibse_1996,densidade_buffer_real_1950,densidade_buffer_sintetica_1950,-0.4694155998173356,1.403655724924102,-0.33442359937848554,0.7382790111598725,20.692662961500933,339,
Nao_Semiarido,1950,1999,PIB_Serviços,pibse (1999),pibse_1999,densidade_buffer_real_1950,densidade_buffer_sintetica_1950,-1.1523535472167303,1.4207643005080381,-0.8110800270000244,0.4179225515607372,20.692662961500933,339,
Nao_Semiarido,1950,2000,PIB_Serviços,pibse (2000),pibse_2000,densidade_buffer_real_1950,densidade_buffer_sintetica_1950,-1.1119567506100023,1.4262278630141543,-0.7796487359740826,0.43617389870929824,20.692662961500933,339,
Nao_Semiarido,1950,2001,PIB_Serviços,pibse (2001),pibse_2001,densidade_buffer_real_1950,densidade_buffer_sintetica_1950,-0.983714590508014,1.421295922477356,-0.6921251056524342,0.489360666004902,20.692662961500933,339,
Nao_Semiarido,1950,2002,PIB_Serviços,pibse (2002),pibse_2002,densidade_buffer_real_1950,densidade_buffer_sintetica_1950,-0.1297317416362832,1.4063728324830187,-0.09224562551257165,0.9265606100102686,20.692662961500933,339,
Nao_Semiarido,1950,2003,PIB_Serviços,pibse (2003),pibse_2003,densidade_buffer_real_1950,densidade_buffer_sintetica_1950,-0.24862972767872615,1.4034149670775247,-0.17716052166414714,0.8594943844085361,20.692662961500933,339,
Nao_Semiarido,1950,2004,PIB_Serviços,pibse (2004),pibse_2004,densidade_buffer_real_1950,densidade_buffer_sintetica_1950,-0.4062593346800347,1.4126724547651075,-0.2875821166539172,0.7738527849396657,20.692662961500933,339,
Nao_Semiarido,1950,2005,PIB_Serviços,pibse (2005),pibse_2005,densidade_buffer_real_1950,densidade_buffer_sintetica_1950,-0.5258521412670889,1.426886450469531,-0.36853117575967737,0.7127208892673127,20.692662961500933,339,
Nao_Semiarido,1950,2006,PIB_Serviços,pibse (2006),pibse_2006,densidade_buffer_real_1950,densidade_buffer_sintetica_1950,-0.4341186408649317,1.4331229935819765,-0.30291792317133004,0.7621492341141722,20.692662961500933,339,
Nao_Semiarido,1950,2007,PIB_Serviços,pibse (2007),pibse_2007,densidade_buffer_real_1950,densidade_buffer_sintetica_1950,-0.3538869708575437,1.4405294718894508,-0.24566451278041032,0.806099430080273,20.692662961500933,339,
Nao_Semiarido,1950,2008,PIB_Serviços,pibse (2008),pibse_2008,densidade_buffer_real_1950,densidade_buffer_sintetica_1950,-0.20080319874838531,1.4633230704537503,-0.13722410505434035,0.8909399560911855,20.692662961500933,339,
Nao_Semiarido,1950,2009,PIB_Serviços,pibse (2009),pibse_2009,densidade_buffer_real_1950,densidade_buffer_sintetica_1950,-0.5433616367780265,1.4688702644790541,-0.36991805874069744,0.7116882434742571,20.692662961500933,339,
Nao_Semiarido,1950,2010,PIB_Serviços,pibse (2010),pibse_2010,densidade_buffer_real_1950,densidade_buffer_sintetica_1950,-0.421738094352933,1.4726355782817397,-0.28638320340257833,0.7747699571484002,20.692662961500933,339,
Nao_Semiarido,1950,2011,PIB_Serviços,pibse (2011),pibse_2011,densidade_buffer_real_1950,densidade_buffer_sintetica_1950,-0.3589860437955913,1.451936552128605,-0.24724637124762885,0.8048761136657948,20.692662961500933,339,
Nao_Semiarido,1950,2012,PIB_Serviços,pibse (2012),pibse_2012,densidade_buffer_real_1950,densidade_buffer_sintetica_1950,-0.5847092519865371,1.472955570343108,-0.39696326471703136,0.6916591684104207,20.692662961500933,339,
Nao_Semiarido,1950,2013,PIB_Serviços,pibse (2013),pibse_2013,densidade_buffer_real_1950,densidade_buffer_sintetica_1950,-0.7139041484979969,1.467264860214787,-0.48655438282185215,0.6269072184114578,20.692662961500933,339,
Nao_Semiarido,1950,2014,PIB_Serviços,pibse (2014),pibse_2014,densidade_buffer_real_1950,densidade_buffer_sintetica_1950,-0.7112709261229816,1.4755010015761145,-0.4820538416193615,0.6300972339275721,20.692662961500933,339,
Nao_Semiarido,1950,2015,PIB_Serviços,pibse (2015),pibse_2015,densidade_buffer_real_1950,densidade_buffer_sintetica_1950,-0.701758007462161,1.4787815198883327,-0.4745515128665882,0.6354303509564265,20.692662961500933,339,
Nao_Semiarido,1950,2016,PIB_Serviços,pibse (2016),pibse_2016,densidade_buffer_real_1950,densidade_buffer_sintetica_1950,-0.8129707184925907,1.475491333798331,-0.5509830521334034,0.5820297637758232,20.692662961500933,339,
Nao_Semiarido,1950,2017,PIB_Serviços,pibse (2017),pibse_2017,densidade_buffer_real_1950,densidade_buffer_sintetica_1950,-0.6636072615589736,1.4761579231482704,-0.44955031650249705,0.6533390610372398,20.692662961500933,339,
Nao_Semiarido,1950,2018,PIB_Serviços,pibse (2018),pibse_2018,densidade_buffer_real_1950,densidade_buffer_sintetica_1950,-0.6376873131996416,1.4440172496222854,-0.44160643743448547,0.6590722826519756,20.692662961500933,339,
Nao_Semiarido,1950,2019,PIB_Serviços,pibse (2019),pibse_2019,densidade_buffer_real_1950,densidade_buffer_sintetica_1950,-0.8016781065827854,1.4630699655073136,-0.5479424261879415,0.5841134437133528,20.692662961500933,339,
Nao_Semiarido,1950,2020,PIB_Serviços,pibse (2020),pibse_2020,densidade_buffer_real_1950,densidade_buffer_sintetica_1950,-0.757517162525926,1.4132260486528552,-0.536019813141728,0.5923172392076389,20.692662961500933,339,
Nao_Semiarido,1950,2021,PIB_Serviços,pibse (2021),pibse_2021,densidade_buffer_real_1950,densidade_buffer_sintetica_1950,-0.744395381069601,1.4289017351258118,-0.5209563140491663,0.6027575046459968,20.692662961500933,339,
Nordeste,1950,1959,PIB_Serviços,pibse (1959),pibse_1959,densidade_buffer_real_1950,densidade_buffer_sintetica_1950,0.8341969743835203,1.0634743198680476,0.7844072572312086,0.43295433562034213,38.61768059769291,1232,
Nordeste,1950,1970,PIB_Serviços,pibse (1970),pibse_1970,densidade_buffer_real_1950,densidade_buffer_sintetica_1950,2.3060393604829024,1.0249822786665943,2.249833395639623,0.024638199864756103,38.61768059769291,1232,**
Nordeste,1950,1975,PIB_Serviços,pibse (1975),pibse_1975,densidade_buffer_real_1950,densidade_buffer_sintetica_1950,2.1869787205860387,1.0372574445970413,2.1084242219496883,0.035198939828884834,38.61768059769291,1232,**
Nordeste,1950,1980,PIB_Serviços,pibse (1980),pibse_1980,densidade_buffer_real_1950,densidade_buffer_sintetica_1950,2.493773965210254,1.1350108018094223,2.197136768420799,0.028199248307975756,38.61768059769291,1232,**
Nordeste,1950,1985,PIB_Serviços,pibse (1985),pibse_1985,densidade_buffer_real_1950,densidade_buffer_sintetica_1950,3.109420135224279,1.1896803948494523,2.6136600625563466,0.009068964353794489,38.606789101675325,1232,***
Nordeste,1950,1996,PIB_Serviços,pibse (1996),pibse_1996,densidade_buffer_real_1950,densidade_buffer_sintetica_1950,3.4999082100923506,1.2262464915980085,2.854163689007887,0.004388415706324647,38.61768059769291,1232,***
Nordeste,1950,1999,PIB_Serviços,pibse (1999),pibse_1999,densidade_buffer_real_1950,densidade_buffer_sintetica_1950,3.485665475798437,1.3009175869133296,2.6793899251287936,0.00747544383925892,38.61768059769291,1232,***
Nordeste,1950,2000,PIB_Serviços,pibse (2000),pibse_2000,densidade_buffer_real_1950,densidade_buffer_sintetica_1950,3.524514828564127,1.3020087741380149,2.7069823941067566,0.00688510873580409,38.61768059769291,1232,***
Nordeste,1950,2001,PIB_Serviços,pibse (2001),pibse_2001,densidade_buffer_real_1950,densidade_buffer_sintetica_1950,3.4853461692863754,1.3084780701480339,2.6636641826882608,0.007831865722383018,38.61768059769291,1232,***
Nordeste,1950,2002,PIB_Serviços,pibse (2002),pibse_2002,densidade_buffer_real_1950,densidade_buffer_sintetica_1950,4.273375222041038,1.4635793994342883,2.9198109946701964,0.0035671582936785975,38.61768059769291,1232,***
Nordeste,1950,2003,PIB_Serviços,pibse (2003),pibse_2003,densidade_buffer_real_1950,densidade_buffer_sintetica_1950,4.277617969981023,1.4545882791910503,2.940775772206801,0.0033360175480144612,38.61768059769291,1232,***
Nordeste,1950,2004,PIB_Serviços,pibse (2004),pibse_2004,densidade_buffer_real_1950,densidade_buffer_sintetica_1950,4.135364731514917,1.4439273075506214,2.863970166565978,0.00425572124365536,38.61768059769291,1232,***
Nordeste,1950,2005,PIB_Serviços,pibse (2005),pibse_2005,densidade_buffer_real_1950,densidade_buffer_sintetica_1950,4.053615290732871,1.4448467156114537,2.80556770966351,0.005103056634497244,38.61768059769291,1232,***
Nordeste,1950,2006,PIB_Serviços,pibse (2006),pibse_2006,densidade_buffer_real_1950,densidade_buffer_sintetica_1950,4.144348525287175,1.4525317384305472,2.853189651996948,0.004401798612723251,38.61768059769291,1232,***
Nordeste,1950,2007,PIB_Serviços,pibse (2007),pibse_2007,densidade_buffer_real_1950,densidade_buffer_sintetica_1950,4.231087983072276,1.4641311972092936,2.889828446478661,0.0039231119105438885,38.61768059769291,1232,***
Nordeste,1950,2008,PIB_Serviços,pibse (2008),pibse_2008,densidade_buffer_real_1950,densidade_buffer_sintetica_1950,4.288321483150441,1.4845094152631835,2.8887128899685557,0.003936958471400582,38.61768059769291,1232,***
Nordeste,1950,2009,PIB_Serviços,pibse (2009),pibse_2009,densidade_buffer_real_1950,densidade_buffer_sintetica_1950,4.197139931713933,1.4707914079723843,2.8536608991346095,0.004395319234374503,38.61768059769291,1232,***
Nordeste,1950,2010,PIB_Serviços,pibse (2010),pibse_2010,densidade_buffer_real_1950,densidade_buffer_sintetica_1950,4.3959380164842985,1.5115745920363959,2.908184643777376,0.003701540185839938,38.61768059769291,1232,***
Nordeste,1950,2011,PIB_Serviços,pibse (2011),pibse_2011,densidade_buffer_real_1950,densidade_buffer_sintetica_1950,4.541767504506366,1.5213081168210598,2.985435661775661,0.002888515857268461,38.61768059769291,1232,***
Nordeste,1950,2012,PIB_Serviços,pibse (2012),pibse_2012,densidade_buffer_real_1950,densidade_buffer_sintetica_1950,4.4537272266255385,1.5209410367450598,2.928270800133636,0.003472186227334781,38.61768059769291,1232,***
Nordeste,1950,2013,PIB_Serviços,pibse (2013),pibse_2013,densidade_buffer_real_1950,densidade_buffer_sintetica_1950,4.52133821820944,1.5424729375439423,2.9312269331666214,0.0034395469637716453,38.61768059769291,1232,***
Nordeste,1950,2014,PIB_Serviços,pibse (2014),pibse_2014,densidade_buffer_real_1950,densidade_buffer_sintetica_1950,4.518102295895486,1.5451468564480657,2.9240601157365425,0.0035191646769197576,38.61768059769291,1232,***
Nordeste,1950,2015,PIB_Serviços,pibse (2015),pibse_2015,densidade_buffer_real_1950,densidade_buffer_sintetica_1950,4.605311284412997,1.5517616895329938,2.9677954517610083,0.003058275200421441,38.61768059769291,1232,***
Nordeste,1950,2016,PIB_Serviços,pibse (2016),pibse_2016,densidade_buffer_real_1950,densidade_buffer_sintetica_1950,4.676692470134097,1.556202617640608,3.00519509292725,0.0027086189605247768,38.61768059769291,1232,***
Nordeste,1950,2017,PIB_Serviços,pibse (2017),pibse_2017,densidade_buffer_real_1950,densidade_buffer_sintetica_1950,4.749803443888997,1.5606889005483588,3.0434018222466506,0.0023895307309728013,38.61768059769291,1232,***
Nordeste,1950,2018,PIB_Serviços,pibse (2018),pibse_2018,densidade_buffer_real_1950,densidade_buffer_sintetica_1950,4.707111081816874,1.5477709780686164,3.041219371932297,0.002406786505339105,38.61768059769291,1232,***
Nordeste,1950,2019,PIB_Serviços,pibse (2019),pibse_2019,densidade_buffer_real_1950,densidade_buffer_sintetica_1950,4.623831330899915,1.541194535499664,3.0001607353226456,0.0027534537045443112,38.61768059769291,1232,***
Nordeste,1950,2020,PIB_Serviços,pibse (2020),pibse_2020,densidade_buffer_real_1950,densidade_buffer_sintetica_1950,4.513757487516879,1.5058403638751456,2.997500661956708,0.0027774167780020803,38.61768059769291,1232,***
Nordeste,1950,2021,PIB_Serviços,pibse (2021),pibse_2021,densidade_buffer_real_1950,densidade_buffer_sintetica_1950,4.546079954533905,1.5138455955523682,3.003001077448155,0.0027280755685442546,38.61768059769291,1232,***
Semiarido,1950,1959,PIB_Serviços,pibse (1959),pibse_1959,densidade_buffer_real_1950,densidade_buffer_sintetica_1950,2.9955729140174716,1.7299526243891974,1.731592456224131,0.08369820621190953,15.854796691165589,893,*
Semiarido,1950,1970,PIB_Serviços,pibse (1970),pibse_1970,densidade_buffer_real_1950,densidade_buffer_sintetica_1950,5.3411749538869175,2.011781476732651,2.654947873643592,0.00807602688108438,15.854796691165589,893,***
Semiarido,1950,1975,PIB_Serviços,pibse (1975),pibse_1975,densidade_buffer_real_1950,densidade_buffer_sintetica_1950,5.1837436489282425,1.9952896519381191,2.5979905443267484,0.009534559580188288,15.854796691165589,893,***
Semiarido,1950,1980,PIB_Serviços,pibse (1980),pibse_1980,densidade_buffer_real_1950,densidade_buffer_sintetica_1950,5.52138825561335,2.1120209491566992,2.614267750430205,0.009095432652819048,15.854796691165589,893,***
Semiarido,1950,1985,PIB_Serviços,pibse (1985),pibse_1985,densidade_buffer_real_1950,densidade_buffer_sintetica_1950,6.501971530556355,2.287417162236209,2.8424948618466876,0.00458057098366628,15.823917204782017,893,***
Semiarido,1950,1996,PIB_Serviços,pibse (1996),pibse_1996,densidade_buffer_real_1950,densidade_buffer_sintetica_1950,7.060959755046566,2.4042321629932863,2.936887653252097,0.003402061602404288,15.854796691165589,893,***
Semiarido,1950,1999,PIB_Serviços,pibse (1999),pibse_1999,densidade_buffer_real_1950,densidade_buffer_sintetica_1950,7.546548929000627,2.647402234677196,2.8505486737721952,0.004466857223361352,15.854796691165589,893,***
Semiarido,1950,2000,PIB_Serviços,pibse (2000),pibse_2000,densidade_buffer_real_1950,densidade_buffer_sintetica_1950,7.531943666967687,2.656323879001165,2.835476398984848,0.00468111497872215,15.854796691165589,893,***
Semiarido,1950,2001,PIB_Serviços,pibse (2001),pibse_2001,densidade_buffer_real_1950,densidade_buffer_sintetica_1950,7.309966103755808,2.6137479210706465,2.796737223519815,0.005275224216571733,15.854796691165589,893,***
Semiarido,1950,2002,PIB_Serviços,pibse (2002),pibse_2002,densidade_buffer_real_1950,densidade_buffer_sintetica_1950,8.019359375188436,2.839459261722986,2.8242558304295877,0.004846625273605947,15.854796691165589,893,***
Semiarido,1950,2003,PIB_Serviços,pibse (2003),pibse_2003,densidade_buffer_real_1950,densidade_buffer_sintetica_1950,8.103395200180733,2.8359688871695137,2.8573639283710417,0.004372930825550437,15.854796691165589,893,***
Semiarido,1950,2004,PIB_Serviços,pibse (2004),pibse_2004,densidade_buffer_real_1950,densidade_buffer_sintetica_1950,8.05015534447828,2.850680902099714,2.823941234021953,0.00485134126804245,15.854796691165589,893,***
Semiarido,1950,2005,PIB_Serviços,pibse (2005),pibse_2005,densidade_buffer_real_1950,densidade_buffer_sintetica_1950,7.94243634707966,2.834355981268227,2.802201417030839,0.005187485757137047,15.854796691165589,893,***
Semiarido,1950,2006,PIB_Serviços,pibse (2006),pibse_2006,densidade_buffer_real_1950,densidade_buffer_sintetica_1950,7.963456412084394,2.836134390586717,2.8078558048996323,0.005098085947095136,15.854796691165589,893,***
Semiarido,1950,2007,PIB_Serviços,pibse (2007),pibse_2007,densidade_buffer_real_1950,densidade_buffer_sintetica_1950,8.102902699258873,2.8735103993349416,2.81986197131364,0.004912869648531647,15.854796691165589,893,***
Semiarido,1950,2008,PIB_Serviços,pibse (2008),pibse_2008,densidade_buffer_real_1950,densidade_buffer_sintetica_1950,8.096763892498583,2.8922010054639444,2.7995163120413076,0.005230434029963233,15.854796691165589,893,***
Semiarido,1950,2009,PIB_Serviços,pibse (2009),pibse_2009,densidade_buffer_real_1950,densidade_buffer_sintetica_1950,8.298129882467181,2.9322571750632713,2.8299461428679518,0.004762038134953553,15.854796691165589,893,***
Semiarido,1950,2010,PIB_Serviços,pibse (2010),pibse_2010,densidade_buffer_real_1950,densidade_buffer_sintetica_1950,8.588371697185277,3.019388525431098,2.8444076093052844,0.0045530565242599555,15.854796691165589,893,***
Semiarido,1950,2011,PIB_Serviços,pibse (2011),pibse_2011,densidade_buffer_real_1950,densidade_buffer_sintetica_1950,8.764299064606494,3.05292229302276,2.870790090084076,0.004193122325439741,15.854796691165589,893,***
Semiarido,1950,2012,PIB_Serviços,pibse (2012),pibse_2012,densidade_buffer_real_1950,densidade_buffer_sintetica_1950,8.846869706993854,3.0787604553583643,2.8735167400232466,0.004157437158667355,15.854796691165589,893,***
Semiarido,1950,2013,PIB_Serviços,pibse (2013),pibse_2013,densidade_buffer_real_1950,densidade_buffer_sintetica_1950,9.04436504415564,3.125537329981464,2.893699255292298,0.0039017627875904464,15.854796691165589,893,***
Semiarido,1950,2014,PIB_Serviços,pibse (2014),pibse_2014,densidade_buffer_real_1950,densidade_buffer_sintetica_1950,9.029465067578194,3.1063246248640484,2.906800208614184,0.003743544300638731,15.854796691165589,893,***
Semiarido,1950,2015,PIB_Serviços,pibse (2015),pibse_2015,densidade_buffer_real_1950,densidade_buffer_sintetica_1950,9.175495796441492,3.1222402320603613,2.938753944114863,0.0033818459931937318,15.854796691165589,893,***
Semiarido,1950,2016,PIB_Serviços,pibse (2016),pibse_2016,densidade_buffer_real_1950,densidade_buffer_sintetica_1950,9.278644342595362,3.137161620160676,2.9576558258799994,0.003183189074926342,15.854796691165589,893,***
Semiarido,1950,2017,PIB_Serviços,pibse (2017),pibse_2017,densidade_buffer_real_1950,densidade_buffer_sintetica_1950,9.18858620774297,3.105569607373538,2.9587442464424423,0.0031720809917993764,15.854796691165589,893,***
Semiarido,1950,2018,PIB_Serviços,pibse (2018),pibse_2018,densidade_buffer_real_1950,densidade_buffer_sintetica_1950,9.059652591730197,3.0593781734606607,2.9612725456174114,0.0031464144135052545,15.854796691165589,893,***
Semiarido,1950,2019,PIB_Serviços,pibse (2019),pibse_2019,densidade_buffer_real_1950,densidade_buffer_sintetica_1950,9.036723639575225,3.0637981930056997,2.9495166033471234,0.0032673877675271517,15.854796691165589,893,***
Semiarido,1950,2020,PIB_Serviços,pibse (2020),pibse_2020,densidade_buffer_real_1950,densidade_buffer_sintetica_1950,8.685100730379208,2.9601617711797807,2.9339953021951692,0.0034336092887889426,15.854796691165589,893,***
Semiarido,1950,2021,PIB_Serviços,pibse (2021),pibse_2021,densidade_buffer_real_1950,densidade_buffer_sintetica_1950,8.774974232054035,2.992891860894464,2.9319382857459884,0.003456207813979662,15.854796691165589,893,***
Nao_Semiarido,1950,1959,PIB_Total,pib (1959),pib_1959,densidade_buffer_real_1950,densidade_buffer_sintetica_1950,-0.758526046697193,1.428066893690481,-0.5311558233360991,0.5956792740059031,20.692662961500933,339,
Nao_Semiarido,1950,1970,PIB_Total,pib (1970),pib_1970,densidade_buffer_real_1950,densidade_buffer_sintetica_1950,5.93406778496286e-4,1.2376037525299326,4.7948042924339296e-4,0.9996177296848228,20.540242683215304,339,
Nao_Semiarido,1950,1975,PIB_Total,pib (1975),pib_1975,densidade_buffer_real_1950,densidade_buffer_sintetica_1950,0.19330017044844805,1.2812451216006338,0.150869000154289,0.8801741128622036,20.692662961500933,339,
Nao_Semiarido,1950,1980,PIB_Total,pib (1980),pib_1980,densidade_buffer_real_1950,densidade_buffer_sintetica_1950,0.48771747074604255,1.3581933805665132,0.3590928049896781,0.7197632275724828,20.623987234752583,339,
Nao_Semiarido,1950,1985,PIB_Total,pib (1985),pib_1985,densidade_buffer_real_1950,densidade_buffer_sintetica_1950,0.6014741802131469,1.4229038007952794,0.4227089560636321,0.6727915238935231,20.692662961500933,339,
Nao_Semiarido,1950,1996,PIB_Total,pib (1996),pib_1996,densidade_buffer_real_1950,densidade_buffer_sintetica_1950,0.48778368425486296,1.380956716727995,0.35322155889911283,0.7241549193227546,20.692662961500933,339,
Nao_Semiarido,1950,1999,PIB_Total,pib (1999),pib_1999,densidade_buffer_real_1950,densidade_buffer_sintetica_1950,-0.5424676197118692,1.2373589016425806,-0.4384076592423987,0.661386611495663,20.692662961500933,339,
Nao_Semiarido,1950,2000,PIB_Total,pib (2000),pib_2000,densidade_buffer_real_1950,densidade_buffer_sintetica_1950,-0.5825098034394782,1.2443016008473093,-0.46814197059846036,0.6400017604385775,20.692662961500933,339,
Nao_Semiarido,1950,2001,PIB_Total,pib (2001),pib_2001,densidade_buffer_real_1950,densidade_buffer_sintetica_1950,-0.1962805697438308,1.2377063729423832,-0.15858411496841174,0.8740965776120933,20.692662961500933,339,
Nao_Semiarido,1950,2002,PIB_Total,pib (2002),pib_2002,densidade_buffer_real_1950,densidade_buffer_sintetica_1950,-0.022741314606553653,1.221347192952269,-0.01861986070609686,0.9851559631280229,20.692662961500933,339,
Nao_Semiarido,1950,2003,PIB_Total,pib (2003),pib_2003,densidade_buffer_real_1950,densidade_buffer_sintetica_1950,0.22618862070059215,1.2442210151292237,0.18179135213939496,0.8558615708671026,20.692662961500933,339,
Nao_Semiarido,1950,2004,PIB_Total,pib (2004),pib_2004,densidade_buffer_real_1950,densidade_buffer_sintetica_1950,0.1302448707251968,1.2249390664651156,0.10632763236219797,0.9153890326021266,20.692662961500933,339,
Nao_Semiarido,1950,2005,PIB_Total,pib (2005),pib_2005,densidade_buffer_real_1950,densidade_buffer_sintetica_1950,0.11149357409232485,1.2422673819994687,0.08975006162753175,0.9285419802818894,20.692662961500933,339,
Nao_Semiarido,1950,2006,PIB_Total,pib (2006),pib_2006,densidade_buffer_real_1950,densidade_buffer_sintetica_1950,0.19103531695272413,1.2261466509917482,0.15580136095320116,0.8762878344212841,20.692662961500933,339,
Nao_Semiarido,1950,2007,PIB_Total,pib (2007),pib_2007,densidade_buffer_real_1950,densidade_buffer_sintetica_1950,0.2799044417523354,1.2303352591389283,0.22750257677588745,0.8201782492388936,20.692662961500933,339,
Nao_Semiarido,1950,2008,PIB_Total,pib (2008),pib_2008,densidade_buffer_real_1950,densidade_buffer_sintetica_1950,0.42678662194283434,1.268494141702514,0.3364513937526122,0.7367510246133588,20.692662961500933,339,
Nao_Semiarido,1950,2009,PIB_Total,pib (2009),pib_2009,densidade_buffer_real_1950,densidade_buffer_sintetica_1950,0.2215345500726636,1.2624828275952855,0.17547529774692586,0.8608171621920051,20.692662961500933,339,
Nao_Semiarido,1950,2010,PIB_Total,pib (2010),pib_2010,densidade_buffer_real_1950,densidade_buffer_sintetica_1950,0.24274253751509256,1.2677030289002316,0.1914821783818554,0.848269281431319,20.692662961500933,339,
Nordeste,1950,1959,PIB_Total,pib (1959),pib_1959,densidade_buffer_real_1950,densidade_buffer_sintetica_1950,0.8336709286564759,0.948286813423227,0.8791337355488489,0.3795028859487741,38.61768059769291,1232,
