ano_tratamento,subamostra,outcome_var,variavel_endogena,variavel_instrumento,coeficiente,erro_padrao,t_estatistica,p_valor,F_stat_1estagio,n_observacoes,significancia,coeficiente_sig
1900,Nao_Semiarido_Dummy0,casaneg,densidade_buffer_real_1900,densidade_buffer_sintetica_1900,-9.071914411362899,53.55619611711669,-0.16939056671471656,0.8655907741866612,51.96652505034414,357,,-9.0719
1901,Nao_Semiarido_Dummy0,casaneg,densidade_buffer_real_1901,densidade_buffer_sintetica_1901,-27.545312078663947,66.96941720261572,-0.41131180812468043,0.6811045836250113,42.60958060451598,357,,-27.5453
1902,Nao_Semiarido_Dummy0,casaneg,densidade_buffer_real_1902,densidade_buffer_sintetica_1902,-26.387585676756327,65.98449944631933,-0.39990582482517034,0.6894792350436636,46.372623871314815,356,,-26.3876
1904,Nao_Semiarido_Dummy0,casaneg,densidade_buffer_real_1904,densidade_buffer_sintetica_1904,-83.78845599478468,85.80636826006013,-0.976482954514989,0.32952561510086076,36.83652130523733,356,,-83.7885
1905,Nao_Semiarido_Dummy0,casaneg,densidade_buffer_real_1905,densidade_buffer_sintetica_1905,-110.75454461149988,81.1216815304239,-1.3652890635651145,0.17308105907317198,38.477410561798926,353,,-110.7545
1906,Nao_Semiarido_Dummy0,casaneg,densidade_buffer_real_1906,densidade_buffer_sintetica_1906,-113.76549561522145,84.43433990956012,-1.347384200990719,0.17876984416172087,36.591538221775416,353,,-113.7655
1907,Nao_Semiarido_Dummy0,casaneg,densidade_buffer_real_1907,densidade_buffer_sintetica_1907,-111.13919525691749,81.45610136533152,-1.36440602231203,0.1733639258373675,39.99075562909785,351,,-111.1392
1908,Nao_Semiarido_Dummy0,casaneg,densidade_buffer_real_1908,densidade_buffer_sintetica_1908,-111.85379326843595,81.71340258875902,-1.3688549212834176,0.17197284747493138,39.74877956601318,350,,-111.8538
1910,Nao_Semiarido_Dummy0,casaneg,densidade_buffer_real_1910,densidade_buffer_sintetica_1910,-109.83595769562302,83.7002578222663,-1.3122535169348546,0.1903466213626472,34.99275307536471,349,,-109.8360
1911,Nao_Semiarido_Dummy0,casaneg,densidade_buffer_real_1911,densidade_buffer_sintetica_1911,-107.49885022525287,84.09371243001159,-1.2783220899507868,0.2020424733901817,33.799920563610755,346,,-107.4989
1912,Nao_Semiarido_Dummy0,casaneg,densidade_buffer_real_1912,densidade_buffer_sintetica_1912,-122.11681007708854,92.77072186477135,-1.3163291997996305,0.1889826797886637,27.833639946550004,347,,-122.1168
1913,Nao_Semiarido_Dummy0,casaneg,densidade_buffer_real_1913,densidade_buffer_sintetica_1913,-135.9130405105697,98.2979517446699,-1.3826640138301705,0.16771721769279974,23.860240025856225,344,,-135.9130
