ano_tratamento,ano_outcome,escopo,outcome_coluna,variavel_endogena,variavel_instrumento,coeficiente,erro_padrao,t_estatistica,p_valor,F_stat_1estagio,n_observacoes,significancia
1933,1920,PIB_Agro,pibag_1920,densidade_buffer_real_future_1933,densidade_buffer_sintetica_future_1933,7.795446740239962,5.833801214863752,1.3362551196256391,0.18171466526944832,3.2100917729397516,1241,
1934,1920,PIB_Agro,pibag_1920,densidade_buffer_real_future_1934,densidade_buffer_sintetica_future_1934,7.525479969163831,7.659328338026178,0.9825247903007589,0.32603601826933515,1.8336802928174931,1240,
1936,1920,PIB_Agro,pibag_1920,densidade_buffer_real_future_1936,densidade_buffer_sintetica_future_1936,6.694273836366014,6.403886235667655,1.0453455277017556,0.2960702038304242,2.3190801399911374,1240,
1937,1920,PIB_Agro,pibag_1920,densidade_buffer_real_future_1937,densidade_buffer_sintetica_future_1937,6.534443297657263,6.365190985261654,1.0265902960001525,0.3048169208194918,2.291896026976808,1239,
1940,1939,PIB_Agro,pibag_1939,densidade_buffer_real_future_1940,densidade_buffer_sintetica_future_1940,-9.69736093202107,9.216751138529117,-1.0521452501286317,0.29294143166144054,1.834574726422889,1238,
1941,1939,PIB_Agro,pibag_1939,densidade_buffer_real_future_1941,densidade_buffer_sintetica_future_1941,-10.233870561908816,10.706677495921895,-0.9558399947889373,0.3393427480901393,1.4830996366385545,1237,
1944,1939,PIB_Agro,pibag_1939,densidade_buffer_real_future_1944,densidade_buffer_sintetica_future_1944,-7.549183588752947,6.423363530067534,-1.1752695536249023,0.24011658255785304,2.611175819042266,1237,
1947,1939,PIB_Agro,pibag_1939,densidade_buffer_real_future_1947,densidade_buffer_sintetica_future_1947,-7.822306213031082,6.775863364736158,-1.154436828484612,0.24854776017437688,2.4860400190526035,1236,
1948,1939,PIB_Agro,pibag_1939,densidade_buffer_real_future_1948,densidade_buffer_sintetica_future_1948,-5.4876659922805615,3.707628159769025,-1.4801014977247418,0.13910518877715197,6.360784745810333,1235,
1949,1949,PIB_Agro,pibag_1949,densidade_buffer_real_future_1949,densidade_buffer_sintetica_future_1949,-2.0706997735578794,3.745116833938808,-0.5529065888660372,0.5804293362086335,3.777520529578398,1231,
1950,1949,PIB_Agro,pibag_1949,densidade_buffer_real_future_1950,densidade_buffer_sintetica_future_1950,1.0281786630537297,6.600236245936253,0.1557790698305347,0.876233088546275,1.3912535096676022,1232,
1951,1949,PIB_Agro,pibag_1949,densidade_buffer_real_future_1951,densidade_buffer_sintetica_future_1951,-1.9848223917552503,5.751858239911157,-0.34507498428645345,0.7300977263542681,2.4344367889174183,1234,
