grupo,ano_tratamento,tipo_outcome,outcome_var,coeficiente,erro_padrao,t_estatistica,p_valor,F_stat_1estagio,n_observacoes,significancia,coeficiente_sig
CE,1985,persistencia,adh_idhm_2010,-3.893779994767101,41.65605823598917,-0.09347451870525356,0.92567506457761,0.010074708650789795,135,,-3.8938
CE,1985,persistencia,adh_gini_2010,4.960715123565933,53.43765526761974,0.09283182614810294,0.9261846094677072,0.010074708650789795,135,,+4.9607
CE,1985,persistencia,log(valor_producao_mil_reais_2010),-215.72026805163478,2283.1273360699406,-0.09448455399030205,0.9248743423741101,0.010074708650789795,135,,-215.7203
CE,1985,contemporaneo,log(pib_1985),-164.98659551443416,1766.9520542111106,-0.09337355539513807,0.9257551091166141,0.010074708650789795,135,,-164.9866
CE,1985,contemporaneo,log(pop_total_1991),-98.69235245684104,1067.7038123706036,-0.09243420442389934,0.9264998706056218,0.010074708650789795,135,,-98.6924
CE,1985,contemporaneo,adh_idhm_1991,-7.531668424379404,80.63368594118154,-0.09340597960352948,0.9257294028557507,0.010074708650789795,135,,-7.5317
CE,1985,contemporaneo,log(valor_producao_mil_reais_1985),-179.18518080332433,1905.0686688681262,-0.09405707192160431,0.9252132265129264,0.010074708650789795,135,,-179.1852
RN,1985,persistencia,log(pib_2010),11.213532984572453,8.541291036335064,1.3128615963171777,0.1915248334413628,1.6729326244016558,140,,+11.2135
RN,1985,persistencia,log(pop_total_2010),5.9028737433716,4.07135509718883,1.4498548032441063,0.14948893395755203,1.6729326244016558,140,,+5.9029
RN,1985,persistencia,adh_idhm_2010,-0.035745660505801524,0.12854498281445292,-0.27807900178724415,0.7813901340478598,1.6729326244016558,140,,-0.0357
RN,1985,persistencia,adh_gini_2010,0.1718154505709446,0.18497721627643196,0.9288465575899992,0.3546769577260481,1.6729326244016558,140,,+0.1718
RN,1985,persistencia,log(valor_producao_mil_reais_2010),12.145385140457108,8.949402020744547,1.3571169461718595,0.1770777323028311,1.6729326244016558,140,,+12.1454
RN,1985,contemporaneo,log(pib_1985),13.108782671589125,8.01958861668034,1.6345954011061763,0.10453472246410074,1.6729326244016558,140,,+13.1088
RN,1985,contemporaneo,log(pop_total_1991),5.482499179479277,3.584684190157664,1.5294232040112135,0.1285707116312556,1.6729326244016558,140,,+5.4825
RN,1985,contemporaneo,adh_idhm_1991,-0.22331760702263548,0.25611585034925166,-0.8719398144164411,0.38483648199427645,1.6729326244016558,140,,-0.2233
RN,1985,contemporaneo,log(valor_producao_mil_reais_1985),15.557510328973194,11.2865054919977,1.3784169369344392,0.1704241418468666,1.6729326244016558,140,,+15.5575
PB,1985,persistencia,log(pib_2010),15.644708290691142,43.713927185682685,0.35788841904406027,0.7209299255119161,0.1764446082235212,159,,+15.6447
PB,1985,persistencia,log(pop_total_2010),11.232083465791675,31.015358318323432,0.3621458553053672,0.7177527313922617,0.1764446082235212,159,,+11.2321
PB,1985,persistencia,adh_idhm_2010,-0.6419474962789025,1.7815767014723365,-0.36032548907289935,0.7191106153254361,0.1764446082235212,159,,-0.6419
PB,1985,persistencia,adh_gini_2010,-0.8278083513276897,2.162405333798486,-0.3828183081076478,0.7023964132004261,0.1764446082235212,159,,-0.8278
PB,1985,persistencia,log(valor_producao_mil_reais_2010),48.41132804772451,133.87897389740976,0.36160516202358756,0.7181559623339839,0.1764446082235212,159,,+48.4113
PB,1985,contemporaneo,log(pib_1985),20.216143859676777,56.17502331233901,0.35987780098056926,0.7194447012127823,0.1764446082235212,159,,+20.2161
PB,1985,contemporaneo,log(pop_total_1991),12.412153521684104,34.050653956614696,0.3645202684652966,0.7159829149559096,0.1764446082235212,159,,+12.4122
PB,1985,contemporaneo,adh_idhm_1991,-0.4694121577770005,1.3365891340388338,-0.35120153667459186,0.7259299585956357,0.1764446082235212,159,,-0.4694
PB,1985,contemporaneo,log(valor_producao_mil_reais_1985),38.211240410406845,104.46269388324335,0.3657883880834537,0.7150383269005478,0.1764446082235212,159,,+38.2112
PE,1985,persistencia,log(pib_2010),2.712370905008143,1.8316572798358401,1.4808288290980045,0.1409317566939491,6.926018536267245,147,,+2.7124
PE,1985,persistencia,log(pop_total_2010),1.9574005216019543,1.5536302480904969,1.2598882674997574,0.20983614257278366,6.926018536267245,147,,+1.9574
PE,1985,persistencia,adh_idhm_2010,0.15677809636044948,0.0799860563722943,1.960067835207769,0.05200254256870857,6.926018536267245,147,*,+0.1568*
PE,1985,persistencia,adh_gini_2010,-0.13636246367732596,0.0949460056166666,-1.4362106419502623,0.1532054543581118,6.926018536267245,147,,-0.1364
PE,1985,persistencia,log(valor_producao_mil_reais_2010),2.3871071556927035,2.2488308095198954,1.0614881055468681,0.29032228461060433,6.926018536267245,147,,+2.3871
PE,1985,contemporaneo,log(pib_1985),2.3965448596390786,1.7773374931149442,1.3483904260855477,0.179741719084564,6.926018536267245,147,,+2.3965
PE,1985,contemporaneo,log(pop_total_1991),1.3873493022125984,1.4104290149979626,0.9836363882620512,0.327015722989213,6.926018536267245,147,,+1.3873
PE,1985,contemporaneo,adh_idhm_1991,0.20222740520599114,0.11222610661279231,1.8019640109562516,0.07373391405084413,6.926018536267245,147,*,+0.2022*
PE,1985,contemporaneo,log(valor_producao_mil_reais_1985),-2.1795778062450495,2.284838633014455,-0.9539307392441402,0.34178665675072584,6.926018536267245,147,,-2.1796
AL,1985,persistencia,log(pib_2010),1.2780008151707989,3.859199314504169,0.3311569864680588,0.7414027191324168,1.3074570365779512,88,,+1.2780
