escopo,especificacao,tratamento,ano_trat,outcome,transf,n_obs,coef_ss,se_ss,t_stat,p_value,f_stat,r2_ss,erro
1_PIB,Dist ≤200km + FE Estado | Rios+Solo,Dist. ferrovia real (1985),1985,"PIB Total (2010, R$ mil, preços 2010)",log,998,-0.008348540069191071,0.002053936963991384,-4.064652526125964,4.81040728790294e-5,440.8458213694534,0.14940384170086884,NA
1_PIB,Dist ≤200km + FE Estado | Rios+Solo,Dummy atendimento ≤25km (1985),1985,"PIB Total (2010, R$ mil, preços 2010)",log,998,1.0758604887331868,0.23817208657310898,4.517156079089655,6.267570844542547e-6,140.50534602020895,0.15899130837061826,NA
1_PIB,Dist ≤200km + FE Estado | Rios+Solo,Densidade ferrovias (1985),1985,"PIB Total (2010, R$ mil, preços 2010)",log,998,0.029737155460622694,0.009735134922368893,3.054621810355621,0.0022534448395814533,28.07163834648916,0.18413522393071902,NA
1_PIB,Dist ≤200km + FE Estado | Rios+Solo,Dist. ferrovia real (1972),1972,"PIB per capita (2000, R$/hab)",log,989,-0.002843951468919228,7.9813283623408e-4,-3.5632558138293926,3.662834159059436e-4,402.862288142872,0.15559722297754008,NA
1_PIB,Dist ≤200km + FE Estado | Rios+Solo,Dummy atendimento ≤25km (1972),1972,"PIB per capita (2000, R$/hab)",log,989,0.38495222159910014,0.09356867901214429,4.114114099538983,3.886691657450925e-5,127.71541109530499,0.16535419162071996,NA
1_PIB,Dist ≤200km + FE Estado | Rios+Solo,Densidade ferrovias (1972),1972,"PIB per capita (2000, R$/hab)",log,989,0.007345375883924601,0.0037028743518219697,1.9836956877325227,0.047289774591045663,16.857582437259843,0.15659277772638114,NA
1_PIB,Dist ≤200km + FE Estado | Rios+Solo,Dist. ferrovia real (1985),1985,"PIB per capita (2010, R$/hab)",log,998,-0.0028690631064071438,7.463792803768841e-4,-3.8439747482786646,1.2105746779056403e-4,440.8458213694534,0.16905947822549283,NA
1_PIB,Dist ≤200km + FE Estado | Rios+Solo,Dummy atendimento ≤25km (1985),1985,"PIB per capita (2010, R$/hab)",log,998,0.3917799453823316,0.08920332537835961,4.391988120628695,1.1231883757290007e-5,140.50534602020895,0.1793433361456519,NA
1_PIB,Dist ≤200km + FE Estado | Rios+Solo,Densidade ferrovias (1985),1985,"PIB per capita (2010, R$/hab)",log,998,0.007408777336584486,0.0026627251901564933,2.782404043786831,0.005395781860646931,28.07163834648916,0.17848812940083114,NA
2_Pop,Dist ≤200km + FE Estado | Rios+Solo,Dist. ferrovia real (1969),1969,Pop. Total (1991),log,988,-0.004091304604105577,0.0014582389365935442,-2.8056476215502046,0.00502155738039356,401.58119789109503,0.2219816468243564,NA
2_Pop,Dist ≤200km + FE Estado | Rios+Solo,Dummy atendimento ≤25km (1969),1969,Pop. Total (1991),log,988,0.4067116455585903,0.1623056033389903,2.5058385982468843,0.012216136966662239,127.28107810478878,0.22185551125283343,NA
2_Pop,Dist ≤200km + FE Estado | Rios+Solo,Densidade ferrovias (1969),1969,Pop. Total (1991),log,988,0.014919732169798364,0.007474507790398892,1.9960822288476259,0.045924973054551455,16.54148591488464,0.22856204095307964,NA
2_Pop,Dist ≤200km + FE Estado | Rios+Solo,Dist. ferrovia real (1972),1972,Pop. Total (2000),log,989,-0.004561863747876939,0.0015280605605499345,-2.9853946012684,0.002832127189202227,402.862288142872,0.21594359180789646,NA
2_Pop,Dist ≤200km + FE Estado | Rios+Solo,Dummy atendimento ≤25km (1972),1972,Pop. Total (2000),log,989,0.5389751453513817,0.16965108947200205,3.176962476508765,0.0014882629040757767,127.71541109530499,0.2185575822653667,NA
2_Pop,Dist ≤200km + FE Estado | Rios+Solo,Densidade ferrovias (1972),1972,Pop. Total (2000),log,989,0.01659589052685282,0.008158071432099644,2.034290906249338,0.0419222735181497,16.857582437259843,0.22383124398372034,NA
2_Pop,Dist ≤200km + FE Estado | Rios+Solo,Dist. ferrovia real (1985),1985,Pop. Total (2010),log,998,-0.005479476962783914,0.0015865217449755663,-3.453767324738623,5.528141061719172e-4,440.8458213694534,0.1891174107850241,NA
2_Pop,Dist ≤200km + FE Estado | Rios+Solo,Dummy atendimento ≤25km (1985),1985,Pop. Total (2010),log,998,0.6840805433508543,0.18157713957640756,3.7674376022593616,1.6493174673404276e-4,140.50534602020895,0.1942965963290384,NA
2_Pop,Dist ≤200km + FE Estado | Rios+Solo,Densidade ferrovias (1985),1985,Pop. Total (2010),log,998,0.02232837812403813,0.007447857092719021,2.997960063689489,0.0027179328679816095,28.07163834648916,0.22092227735484005,NA
2_Pop,Dist ≤200km + FE Estado | Rios+Solo,Dist. ferrovia real (1985),1985,"Taxa de Urbanização (2010, 0–1)",nivel,998,-7.566553945386559e-4,3.58573344754128e-4,-2.1101830507158605,0.03484259187656824,440.8458213694534,0.06885026199925393,NA
