escopo,especificacao,decada_trat,tratamento,outcome,transf,n_obs,coef_ss,se_ss,ci_lower,ci_upper,t_stat,p_value,f_stat,erro
1_PIB,Dist ≤200km + Excl.Pontas + FE Estado | Completo,1860,Dist. real,PIB Total (2000),log,342,-0.07956733512260737,0.14114322491837836,-0.35620805596262894,0.19707338571741417,-0.5637347110966207,0.5729346906525503,0.35625868713236525,NA
1_PIB,Dist ≤200km + Excl.Pontas + FE Estado | Completo,1860,Dummy Atendimento,PIB Total (2000),log,342,-10.850404165669516,18.294076260116917,-46.70679363549867,25.005985304159637,-0.5931102511759275,0.5531073704148821,0.2743694356312628,NA
1_PIB,Dist ≤200km + Excl.Pontas + FE Estado | Completo,1860,Densidade,PIB Total (2000),log,342,1.665168220856446,1.610641560616451,-1.4916892379517979,4.82202567966469,1.0338540005258063,0.3012044222233925,4.698132607840359,NA
1_PIB,Dist ≤200km + Excl.Pontas + FE Estado | Completo,1880,Dist. real,PIB Total (2000),log,491,-0.04167856216841585,0.068067276944022,-0.17509042497869898,0.09173330064186726,-0.6123142285050125,0.5403298775769567,0.6234446529461195,NA
1_PIB,Dist ≤200km + Excl.Pontas + FE Estado | Completo,1880,Dummy Atendimento,PIB Total (2000),log,491,1.3546130927358275,2.84958452070588,-4.230572567847697,6.939798753319352,0.47537214035689385,0.6345217482012302,1.3862188479496884,NA
1_PIB,Dist ≤200km + Excl.Pontas + FE Estado | Completo,1880,Densidade,PIB Total (2000),log,491,-1.411175917645042,4.863025840311277,-10.942706564655145,8.12035472936506,-0.29018474587309906,0.7716749054124508,0.11712202275810493,NA
1_PIB,Dist ≤200km + Excl.Pontas + FE Estado | Completo,1900,Dist. real,PIB Total (2000),log,984,0.0029788164586177276,0.009153847566009832,-0.014962724770761543,0.020920357687997,0.32541687384862095,0.7448655864111913,9.251151892997859,NA
1_PIB,Dist ≤200km + Excl.Pontas + FE Estado | Completo,1900,Dummy Atendimento,PIB Total (2000),log,984,1.430911456007049,0.7894232151215532,-0.11635804563119523,2.9781809576452933,1.812603719522894,0.06989296372257559,13.067134485287555,NA
1_PIB,Dist ≤200km + Excl.Pontas + FE Estado | Completo,1900,Densidade,PIB Total (2000),log,984,0.16144763740766713,0.16140355441102916,-0.15490332923795,0.4777986040532842,1.0002731228367234,0.317178350451613,4.593388704254162,NA
1_PIB,Dist ≤200km + Excl.Pontas + FE Estado | Completo,1910,Dist. real,PIB Total (2000),log,1034,0.0015442372505584685,0.008633307267438972,-0.015377044993621915,0.018465519494738854,0.17886971964760834,0.8580399995264831,11.188597549451286,NA
1_PIB,Dist ≤200km + Excl.Pontas + FE Estado | Completo,1910,Dummy Atendimento,PIB Total (2000),log,1034,1.5174240529511531,0.7980736585400677,-0.0468003177873797,3.081648423689686,1.901358398079455,0.0572550847422173,12.747159825436519,NA
1_PIB,Dist ≤200km + Excl.Pontas + FE Estado | Completo,1910,Densidade,PIB Total (2000),log,1034,0.1098782677954797,0.07995695916896227,-0.046837372175686356,0.26659390776664577,1.3742176908365007,0.1693741102005899,7.98480677437167,NA
1_PIB,Dist ≤200km + Excl.Pontas + FE Estado | Completo,1920,Dist. real,PIB Total (2000),log,1099,0.0010806097459496178,0.0071588814993166034,-0.012950797992710924,0.01511201748461016,0.15094672904597936,0.8800177383228833,28.85968627867368,NA
