ano_tratamento,outcome_var,variavel_endogena,variavel_instrumento,coeficiente,erro_padrao,t_estatistica,p_valor,F_stat_1estagio,n_observacoes,significancia,coeficiente_sig
1880,log(pib_1970),densidade_buffer_real_1880,densidade_buffer_sintetica_1880,7.852109983751446,5.607944132535206,1.4001762139883713,0.16170138876413856,154.71842265362073,1310,,+7.8521
1880,log(pop_total_1970),densidade_buffer_real_1880,densidade_buffer_sintetica_1880,3.531613656332777,2.306744763233918,1.5309945480841436,0.12601572787126178,155.18005427420718,1310,,+3.5316
1880,log(pib_1980),densidade_buffer_real_1880,densidade_buffer_sintetica_1880,8.523182150539991,6.33490314265092,1.3454321176840216,0.17872272204236084,154.61535682568274,1310,,+8.5232
1880,log(pop_total_1980),densidade_buffer_real_1880,densidade_buffer_sintetica_1880,3.816073382680875,2.7566882983961536,1.3842962894648168,0.16650716472251242,155.0052844860496,1310,,+3.8161
1880,log(pop_total_1991),densidade_buffer_real_1880,densidade_buffer_sintetica_1880,3.984517042358753,3.0064072779030964,1.3253417365121158,0.18529342063552592,154.45273069909965,1310,,+3.9845
1880,log(pib_2000),densidade_buffer_real_1880,densidade_buffer_sintetica_1880,9.564011142841279,6.999283835058554,1.3664271042897733,0.17204288324823777,155.18005427420718,1310,,+9.5640
1880,log(pop_total_2000),densidade_buffer_real_1880,densidade_buffer_sintetica_1880,4.603775499561121,3.189956578289648,1.4432094564840494,0.1492050102858379,154.7333861016946,1310,,+4.6038
1880,log(pib_2010),densidade_buffer_real_1880,densidade_buffer_sintetica_1880,10.454569106289918,6.927628488566496,1.509112263099033,0.13151478087005072,155.18005427420718,1310,,+10.4546
1880,log(pop_total_2010),densidade_buffer_real_1880,densidade_buffer_sintetica_1880,4.767139936595179,3.048465734489408,1.5637833427685335,0.1181135344836797,155.18005427420718,1310,,+4.7671
1880,log(pib_2021),densidade_buffer_real_1880,densidade_buffer_sintetica_1880,9.96581396797484,5.821883316637351,1.7117852464502799,0.0871764246697967,155.18005427420718,1310,*,+9.9658*
1880,log(pop_total_2022),densidade_buffer_real_1880,densidade_buffer_sintetica_1880,4.887691222960618,2.9282132689271854,1.6691718717439357,0.0953265283611396,154.90398981913228,1310,*,+4.8877*
1880,log(pib_2023),densidade_buffer_real_1880,densidade_buffer_sintetica_1880,10.38110092215813,6.046724309115041,1.7168139957215014,0.0862530223112706,155.18005427420718,1310,*,+10.3811*
1911,log(pib_1970),densidade_buffer_real_1911,densidade_buffer_sintetica_1911,1.34265168323885,0.6687991976573818,2.0075557625394684,0.044905936657056215,116.3716691316581,1269,**,+1.3427**
1911,log(pop_total_1970),densidade_buffer_real_1911,densidade_buffer_sintetica_1911,0.8371610598142811,0.5171680324761733,1.618740926050665,0.10575528284686131,116.93388489249189,1269,,+0.8372
1911,log(pib_1980),densidade_buffer_real_1911,densidade_buffer_sintetica_1911,1.1771674729210866,0.7138196285010466,1.6491105398614863,0.0993770637858237,116.4586757500172,1269,*,+1.1772*
1911,log(pop_total_1980),densidade_buffer_real_1911,densidade_buffer_sintetica_1911,0.6050967166205101,0.5302353751063604,1.141185113307714,0.2540114748724858,116.93388489249189,1269,,+0.6051
1911,log(pop_total_1991),densidade_buffer_real_1911,densidade_buffer_sintetica_1911,0.9694600708149939,0.56384581299484,1.7193708784778468,0.0857952145925331,118.7300268189487,1269,*,+0.9695*
1911,log(pib_2000),densidade_buffer_real_1911,densidade_buffer_sintetica_1911,1.1066850282287173,0.713800460377676,1.5504123206129117,0.12129571461150483,116.93388489249189,1269,,+1.1067
1911,log(pop_total_2000),densidade_buffer_real_1911,densidade_buffer_sintetica_1911,1.0730378744768516,0.5736269583575663,1.8706196751094482,0.06163189444768226,119.04435900387179,1269,*,+1.0730*
1911,log(pib_2010),densidade_buffer_real_1911,densidade_buffer_sintetica_1911,1.416908001716259,0.7723457752597673,1.8345513720712752,0.06680974539059924,116.93388489249189,1269,*,+1.4169*
1911,log(pop_total_2010),densidade_buffer_real_1911,densidade_buffer_sintetica_1911,1.067792301953134,0.5961816911819436,1.7910518181734356,0.07352685329520778,116.93388489249189,1269,*,+1.0678*
1911,log(pib_2021),densidade_buffer_real_1911,densidade_buffer_sintetica_1911,1.6764507035088538,0.8448013609016429,1.9844318216055012,0.04742608865215947,116.93388489249189,1269,**,+1.6765**
1911,log(pop_total_2022),densidade_buffer_real_1911,densidade_buffer_sintetica_1911,1.2866362632202797,0.6235019187840574,2.0635642400739607,0.03926559884997811,119.90996292027904,1269,**,+1.2866**
1911,log(pib_2023),densidade_buffer_real_1911,densidade_buffer_sintetica_1911,1.5228487047025598,0.821964448260521,1.852694125549204,0.06416178699534109,116.93388489249189,1269,*,+1.5228*
1936,log(pib_1970),densidade_buffer_real_1936,densidade_buffer_sintetica_1936,2.359162308754253,0.8285562073048771,2.8473171620162288,0.004482965810281421,62.206418361814734,1240,***,+2.3592***
1936,log(pop_total_1970),densidade_buffer_real_1936,densidade_buffer_sintetica_1936,1.1205916920926189,0.6040193941070556,1.8552246881894103,0.06380502676056549,62.61936314659501,1240,*,+1.1206*
1936,log(pib_1980),densidade_buffer_real_1936,densidade_buffer_sintetica_1936,2.046092401106531,0.8612972376751135,2.3755938270851966,0.017674883418420027,62.290737264762804,1240,**,+2.0461**
1936,log(pop_total_1980),densidade_buffer_real_1936,densidade_buffer_sintetica_1936,1.0397677591899113,0.622028971327652,1.6715744878741614,0.09486449330520617,62.61936314659501,1240,*,+1.0398*
