ano_tratamento,ano_outcome,escopo,outcome_var,outcome_coluna,variavel_endogena,variavel_instrumento,coeficiente,erro_padrao,t_estatistica,p_valor,F_stat_1estagio,R2_2estagio,n_observacoes,significancia
1860,2020,PIB_Indústria,pibi (2020),pibi_2020,densidade_buffer_real_20km_1860,dens_placebo_20km,-30.859931007271886,44.53307412357328,-0.6929665560845797,0.4884544099950455,4.14069662040988,0.11439225254426522,1316,
1860,2020,PIB_Indústria,pibi (2020),pibi_2020,densidade_buffer_real_50km_1860,dens_placebo_50km,-1.5333512622972336,0.9278021718897701,-1.652670481654582,0.09863959801479168,193.0440423226096,0.11155608904691383,1316,*
1860,2021,PIB_Indústria,pibi (2021),pibi_2021,densidade_buffer_real_5km_1860,dens_placebo_5km,263.6112775619803,176.1953881817723,1.4961304054679638,0.13486258325815026,2.2703790099053633,0.11449424162201038,1316,
1860,2021,PIB_Indústria,pibi (2021),pibi_2021,densidade_buffer_real_10km_1860,dens_placebo_10km,66.44108657204006,36.068172269686166,1.842097405858325,0.06568871618616597,4.35832938386492,0.11457240749171216,1316,*
1860,2021,PIB_Indústria,pibi (2021),pibi_2021,densidade_buffer_real_20km_1860,dens_placebo_20km,-31.97650576312129,46.633277312896844,-0.6857014476715301,0.493023747149386,4.14069662040988,0.11516381754620886,1316,
1860,2021,PIB_Indústria,pibi (2021),pibi_2021,densidade_buffer_real_50km_1860,dens_placebo_50km,-1.5100703333361118,0.9477495122645855,-1.5933221951524907,0.11133120790894589,193.0440423226096,0.11206955665290219,1316,
1862,1920,PIB_Indústria,pibi (1920),pibi_1920,densidade_buffer_real_5km_1862,dens_placebo_5km,3.421250560279338,1.1363341944201037,3.0107784990359083,0.002656129473362905,385.01636356073345,0.31783721152318667,1315,***
1862,1920,PIB_Indústria,pibi (1920),pibi_1920,densidade_buffer_real_10km_1862,dens_placebo_10km,2.0655704980681735,0.7182468822173904,2.8758502810221613,0.004095221613432182,372.2106188413222,0.31844717392727073,1315,***
1862,1920,PIB_Indústria,pibi (1920),pibi_1920,densidade_buffer_real_20km_1862,dens_placebo_20km,1.3275599534023985,0.43383471339069507,3.060059309285489,0.0022583170464362465,350.06513100059277,0.31904773583204216,1315,***
1862,1920,PIB_Indústria,pibi (1920),pibi_1920,densidade_buffer_real_50km_1862,dens_placebo_50km,0.4096881815894005,0.21044974578046496,1.9467269018075948,0.051782965342923606,959.7706740539342,0.31823181066701345,1315,*
1862,1939,PIB_Indústria,pibi (1939),pibi_1939,densidade_buffer_real_5km_1862,dens_placebo_5km,3.711673827257707,3.0239244965287075,1.227436012876147,0.21988148845421468,384.7207836947601,0.24584129014645162,1314,
1862,1939,PIB_Indústria,pibi (1939),pibi_1939,densidade_buffer_real_10km_1862,dens_placebo_10km,2.5968789179159506,1.7319531691334693,1.4993932654745052,0.13401499611895143,371.9300269406526,0.24693121593417477,1314,
1862,1939,PIB_Indústria,pibi (1939),pibi_1939,densidade_buffer_real_20km_1862,dens_placebo_20km,2.097398850058066,0.8544502725305941,2.4546763193676284,0.014231745869834656,349.81521316147905,0.24930764168657626,1314,**
1862,1939,PIB_Indústria,pibi (1939),pibi_1939,densidade_buffer_real_50km_1862,dens_placebo_50km,1.0042697166033945,0.38366254273007455,2.61758604177825,0.008958461622213023,959.2961889067834,0.2521003326352419,1314,***
1862,1949,PIB_Indústria,pibi (1949),pibi_1949,densidade_buffer_real_5km_1862,dens_placebo_5km,2.1639850822018225,1.9089582397481961,1.1335947728679838,0.2571742165054363,384.4503969915501,0.36917729909125907,1313,
1862,1949,PIB_Indústria,pibi (1949),pibi_1949,densidade_buffer_real_10km_1862,dens_placebo_10km,1.828949913305093,1.2816001298574207,1.427083121089076,0.15379681374697132,371.64834435504713,0.3696460689496156,1313,
1862,1949,PIB_Indústria,pibi (1949),pibi_1949,densidade_buffer_real_20km_1862,dens_placebo_20km,1.3097729200051667,0.6455949259139692,2.0287844086613913,0.04268435746162421,349.52366083216094,0.37010359037689844,1313,**
1862,1949,PIB_Indústria,pibi (1949),pibi_1949,densidade_buffer_real_50km_1862,dens_placebo_50km,0.6084652767594279,0.33525602635469787,1.8149271867694245,0.06976617654304543,958.2852238063983,0.37070971606631087,1313,*
1862,1959,PIB_Indústria,pibi (1959),pibi_1959,densidade_buffer_real_5km_1862,dens_placebo_5km,1.8978011838006517,2.2534371577541337,0.8421806560126472,0.3998419826494223,385.01636356073345,0.22707427730442198,1315,
1862,1959,PIB_Indústria,pibi (1959),pibi_1959,densidade_buffer_real_10km_1862,dens_placebo_10km,1.5432852091473013,1.4338918522096529,1.0762912187338753,0.2819970375948661,372.2106188413222,0.22735424455184272,1315,
1862,1959,PIB_Indústria,pibi (1959),pibi_1959,densidade_buffer_real_20km_1862,dens_placebo_20km,0.933424953258672,0.7830179925845031,1.1920862127033909,0.23344533834214462,350.06513100059277,0.2274300489643376,1315,
1862,1959,PIB_Indústria,pibi (1959),pibi_1959,densidade_buffer_real_50km_1862,dens_placebo_50km,0.43418026085785394,0.3683263285826402,1.178792356573115,0.23869690751420583,959.7706740539342,0.2277016111933784,1315,
1862,1970,PIB_Indústria,pibi (1970),pibi_1970,densidade_buffer_real_5km_1862,dens_placebo_5km,-2.7334377762954927,3.8862507640608035,-0.7033611422025895,0.4819574416829915,383.1539142094636,0.18937784386475676,1309,
1862,1970,PIB_Indústria,pibi (1970),pibi_1970,densidade_buffer_real_10km_1862,dens_placebo_10km,-0.8753688809648079,1.8343184692464505,-0.4772175037437283,0.633287959751249,370.36503624484334,0.18921466037798274,1309,
1862,1970,PIB_Indústria,pibi (1970),pibi_1970,densidade_buffer_real_20km_1862,dens_placebo_20km,-0.6845802293544758,1.0680312949646666,-0.6409739420389583,0.5216532878550201,348.26708788919905,0.1893265425243662,1309,
1862,1970,PIB_Indústria,pibi (1970),pibi_1970,densidade_buffer_real_50km_1862,dens_placebo_50km,0.3667942688457102,0.3749194140012507,0.9783282890879762,0.328095130272956,954.705816688913,0.18955957084655017,1309,
1862,1975,PIB_Indústria,pibi (1975),pibi_1975,densidade_buffer_real_5km_1862,dens_placebo_5km,-3.6003207427979715,4.588117847573352,-0.7847053764545684,0.43276951858570445,385.01636356073345,0.18537552938559154,1315,
1862,1975,PIB_Indústria,pibi (1975),pibi_1975,densidade_buffer_real_10km_1862,dens_placebo_10km,-1.2949835600844235,2.126124449372649,-0.6090817310654282,0.5425768514529385,372.2106188413222,0.18515459440615545,1315,
1862,1975,PIB_Indústria,pibi (1975),pibi_1975,densidade_buffer_real_20km_1862,dens_placebo_20km,-0.9503282826646621,1.2010278042370042,-0.791262516414757,0.42893537670605,350.06513100059277,0.18533245821030897,1315,
1862,1975,PIB_Indústria,pibi (1975),pibi_1975,densidade_buffer_real_50km_1862,dens_placebo_50km,0.202639197177862,0.3888255659224924,0.5211570815748665,0.6023462479534095,959.7706740539342,0.18504402465154424,1315,
1862,1980,PIB_Indústria,pibi (1980),pibi_1980,densidade_buffer_real_5km_1862,dens_placebo_5km,-6.943221691767089,6.14176982883701,-1.1304920056051402,0.25847780962805483,385.01636356073345,0.18371252163994845,1315,
