ano_tratamento,tratamento_tipo,variavel_endogena,variavel_tratamento,coeficiente,erro_padrao,t_estatistica,p_valor,r2,n_observacoes,significancia,coeficiente_sig
1927,densidade,log(pib_2010),densidade_sintetica_1927,0.00261596548167161,6.922037119323834e-4,3.7791844172126394,1.573428654773057e-4,0.3294667951373361,1321,***,+0.0026***
1931,dummy,log(pib_2010),dummy_atendida_sintetica_1931,0.34856370160408034,0.07259371915800164,4.801568312617028,1.5742778487481957e-6,0.3152698177796007,1321,***,+0.3486***
1931,densidade,log(pib_2010),densidade_sintetica_1931,0.0026175483077395152,6.928256201490262e-4,3.778076664047849,1.5804423107668164e-4,0.32946234373842354,1321,***,+0.0026***
1933,dummy,log(pib_2010),dummy_atendida_sintetica_1933,0.38136369683133275,0.0731052017161374,5.216642425967751,1.821954929148717e-7,0.3177982734555874,1321,***,+0.3814***
1933,densidade,log(pib_2010),densidade_sintetica_1933,0.002727129238693919,6.509943555554706e-4,4.189174937418551,2.799705139966413e-5,0.3341845269008086,1321,***,+0.0027***
1934,dummy,log(pib_2010),dummy_atendida_sintetica_1934,0.3743493372926724,0.07343091023392383,5.097980347787237,3.4329644815755955e-7,0.3171587680254139,1321,***,+0.3743***
1934,densidade,log(pib_2010),densidade_sintetica_1934,0.0027358594674605614,6.373763891863889e-4,4.292376551558314,1.7677083435030383e-5,0.33503938241943587,1321,***,+0.0027***
1937,dummy,log(pib_2010),dummy_atendida_sintetica_1937,0.3743493372926724,0.07343091023392383,5.097980347787237,3.4329644815755955e-7,0.3171587680254139,1321,***,+0.3743***
1937,densidade,log(pib_2010),densidade_sintetica_1937,0.0027451692188480395,6.378742968689577e-4,4.303620999188804,1.680290109562499e-5,0.33525751062708564,1321,***,+0.0027***
1941,dummy,log(pib_2010),dummy_atendida_sintetica_1941,0.3743493372926724,0.07343091023392383,5.097980347787237,3.4329644815755955e-7,0.3171587680254139,1321,***,+0.3743***
1941,densidade,log(pib_2010),densidade_sintetica_1941,0.0027462814445579765,6.381859197571079e-4,4.303262355902814,1.6830135666445756e-5,0.3352528987271992,1321,***,+0.0027***
1947,dummy,log(pib_2010),dummy_atendida_sintetica_1947,0.3768690902604247,0.0729692761729287,5.164763994195157,2.407424808392733e-7,0.3175083397328884,1321,***,+0.3769***
1947,densidade,log(pib_2010),densidade_sintetica_1947,0.0025551788827080984,6.698866937027202e-4,3.8143448835871725,1.3654466937595977e-4,0.3330643889637195,1321,***,+0.0026***
1948,dummy,log(pib_2010),dummy_atendida_sintetica_1948,0.36909472377422536,0.07179743736863023,5.140778519422343,2.7360241827700804e-7,0.3172314369187976,1321,***,+0.3691***
1948,densidade,log(pib_2010),densidade_sintetica_1948,0.00254500186677988,6.214549034654757e-4,4.095231773999937,4.2174625299651325e-5,0.3349943378376531,1321,***,+0.0025***
1949,dummy,log(pib_2010),dummy_atendida_sintetica_1949,0.3684859858300441,0.0685403502536425,5.376190586514567,7.607826191247113e-8,0.317848018546356,1321,***,+0.3685***
1949,densidade,log(pib_2010),densidade_sintetica_1949,0.002464437132328774,5.95201151106502e-4,4.140511367875028,3.4653243423665714e-5,0.33764149669798726,1321,***,+0.0025***
1950,dummy,log(pib_2010),dummy_atendida_sintetica_1950,0.33306641307175616,0.06806432732829035,4.893406372258673,9.910547307256934e-7,0.3149935950749474,1321,***,+0.3331***
1950,densidade,log(pib_2010),densidade_sintetica_1950,0.0024910436176330286,5.93079580849373e-4,4.2001844239275705,2.6669765425646474e-5,0.3389521122963899,1321,***,+0.0025***
1951,dummy,log(pib_2010),dummy_atendida_sintetica_1951,0.3441134757934198,0.06653947462331453,5.1715688730858584,2.3213667987853626e-7,0.3158707946425783,1321,***,+0.3441***
