escopo,especificacao,tratamento,ano_trat,outcome,transf,n_obs,coef_ss,se_ss,t_stat,p_value,f_stat,erro
1_PIB,Dist ≤200km [SEM Pontas],Dummy ≤25km (1985),1985,PIB Total (2010),log,1154,0.9432805328018758,0.4003559863597887,2.3561044793624646,0.01846772264208507,33.986863620698834,NA
1_PIB,Dist ≤200km [SEM Pontas],Densidade (1985),1985,PIB Total (2010),log,1154,0.03871056707110486,0.016836040454174007,2.299267881689349,0.021489732466676292,14.793389507991618,NA
1_PIB,Dist ≤200km [SEM Pontas],Dist. real (1972),1972,PIB per capita (2000),log,1144,-0.0017184383916824812,0.0014751003788247344,-1.1649636976241733,0.24403368773811396,53.81811589759761,NA
1_PIB,Dist ≤200km [SEM Pontas],Dummy ≤25km (1972),1972,PIB per capita (2000),log,1144,0.5066653546971595,0.14159929932221152,3.5781628660762945,3.4601782277010606e-4,33.38156654121931,NA
1_PIB,Dist ≤200km [SEM Pontas],Densidade (1972),1972,PIB per capita (2000),log,1144,0.016873904601110688,0.010670711731046457,1.5813288772496803,0.11380286017839625,7.555156379984988,NA
1_PIB,Dist ≤200km [SEM Pontas],Dist. real (1985),1985,PIB per capita (2010),log,1154,-0.0017563071639433935,0.001348635246647549,-1.3022847862750433,0.1928190504488707,70.29597718089941,NA
1_PIB,Dist ≤200km [SEM Pontas],Dummy ≤25km (1985),1985,PIB per capita (2010),log,1154,0.513894714669403,0.14721923705885756,3.490676388058921,4.8179945522264234e-4,33.986863620698834,NA
1_PIB,Dist ≤200km [SEM Pontas],Densidade (1985),1985,PIB per capita (2010),log,1154,0.013047083265250873,0.006495868369597674,2.008520265945437,0.04458803470342487,14.793389507991618,NA
2_Pop,Dist ≤200km [SEM Pontas],Dist. real (1969),1969,Pop. Total (1991),log,1143,0.0017894512992049799,0.004507090162061392,0.39703028669533974,0.6913451266855131,62.342240361839046,NA
2_Pop,Dist ≤200km [SEM Pontas],Dummy ≤25km (1969),1969,Pop. Total (1991),log,1143,0.36549787214347146,0.2980081448175031,1.2264694052818534,0.22002208171949356,35.89739105110577,NA
2_Pop,Dist ≤200km [SEM Pontas],Densidade (1969),1969,Pop. Total (1991),log,1143,0.012334826001243636,0.008754921317890636,1.4089019824812683,0.15886415327787606,9.763507941427958,NA
2_Pop,Dist ≤200km [SEM Pontas],Dist. real (1972),1972,Pop. Total (2000),log,1144,0.002735789239729662,0.005012505921521577,0.5457927197618544,0.5852084282194043,53.81811589759761,NA
2_Pop,Dist ≤200km [SEM Pontas],Dummy ≤25km (1972),1972,Pop. Total (2000),log,1144,0.40156256346990143,0.3173917618927201,1.2651952939018987,0.2058013290598082,33.38156654121931,NA
2_Pop,Dist ≤200km [SEM Pontas],Densidade (1972),1972,Pop. Total (2000),log,1144,0.02409637015164405,0.01708097520027656,1.41071395919209,0.15832897326717066,7.555156379984988,NA
2_Pop,Dist ≤200km [SEM Pontas],Dist. real (1985),1985,Pop. Total (2010),log,1154,0.002872825777916324,0.0044704324535760126,0.6426281590762607,0.5204654068425141,70.29597718089941,NA
2_Pop,Dist ≤200km [SEM Pontas],Dummy ≤25km (1985),1985,Pop. Total (2010),log,1154,0.429385818132454,0.3245277354694671,1.3231097721472018,0.1857988754185531,33.986863620698834,NA
2_Pop,Dist ≤200km [SEM Pontas],Densidade (1985),1985,Pop. Total (2010),log,1154,0.025663483805854276,0.011681298962755313,2.196971748405704,0.028022463962107613,14.793389507991618,NA
2_Pop,Dist ≤200km [SEM Pontas],Dist. real (1985),1985,Taxa de Urbanização (2010),nivel,1154,1.0780816085235443e-4,7.280845669303073e-4,0.148070932621037,0.8822867889509147,70.29597718089941,NA
2_Pop,Dist ≤200km [SEM Pontas],Dummy ≤25km (1985),1985,Taxa de Urbanização (2010),nivel,1154,0.08764838652387111,0.06778317239738167,1.2930699969312265,0.19598685092706947,33.986863620698834,NA
2_Pop,Dist ≤200km [SEM Pontas],Densidade (1985),1985,Taxa de Urbanização (2010),nivel,1154,0.002457530001315408,0.0013359420498204211,1.8395483558929462,0.06583457238394974,14.793389507991618,NA
3_PAM,Dist ≤200km [SEM Pontas],Dist. real (1972),1972,Valor Prod. Agrícola (2000),log,884,-0.0022193595787954185,0.007354925267044881,-0.301751479208045,0.7628415215781241,48.47664132657815,NA
3_PAM,Dist ≤200km [SEM Pontas],Dummy ≤25km (1972),1972,Valor Prod. Agrícola (2000),log,884,1.1313243681541807,0.5022058046501515,2.252710657022947,0.02427739856188582,29.531185922651414,NA
3_PAM,Dist ≤200km [SEM Pontas],Densidade (1972),1972,Valor Prod. Agrícola (2000),log,884,-0.006478904136828877,0.010220878725052058,-0.6338891509346108,0.5261531663135073,16.196833830675327,NA
3_PAM,Dist ≤200km [SEM Pontas],Dist. real (1985),1985,Valor Prod. Agrícola (2010),log,891,8.744562438882317e-4,0.006695197085918741,0.13060948507809841,0.8960842390013593,73.02464349875133,NA
3_PAM,Dist ≤200km [SEM Pontas],Dummy ≤25km (1985),1985,Valor Prod. Agrícola (2010),log,891,0.5326868419472489,0.5436979830451233,0.9797476881628223,0.32721067996528763,29.91223871881463,NA
3_PAM,Dist ≤200km [SEM Pontas],Densidade (1985),1985,Valor Prod. Agrícola (2010),log,891,-0.012349148369000407,0.011206216727648193,-1.1019908564263576,0.27046564676363505,16.192351862472073,NA
4_Social,Dist ≤200km [SEM Pontas],Dist. real (1972),1972,IDHM (2000),nivel,1147,-7.744277968839744e-6,2.629994120672383e-4,-0.02944598966198391,0.976508894244575,53.96992931993634,NA
4_Social,Dist ≤200km [SEM Pontas],Dummy ≤25km (1972),1972,IDHM (2000),nivel,1147,0.03178141560571405,0.01829285504654441,1.737367705852875,0.08232228771113803,33.57723790234754,NA
4_Social,Dist ≤200km [SEM Pontas],Densidade (1972),1972,IDHM (2000),nivel,1147,0.0016456071693540988,7.690049384120223e-4,2.1399175572945475,0.03236142994822555,14.946275895005769,NA
4_Social,Dist ≤200km [SEM Pontas],Dist. real (1985),1985,IDHM (2010),nivel,1154,3.7967938939843435e-5,1.6318275393909166e-4,0.23267127207581664,0.8160166785885838,70.29597718089941,NA
4_Social,Dist ≤200km [SEM Pontas],Dummy ≤25km (1985),1985,IDHM (2010),nivel,1154,0.01815768767669112,0.012732711327339646,1.4260660757856796,0.15384926996896975,33.986863620698834,NA
4_Social,Dist ≤200km [SEM Pontas],Densidade (1985),1985,IDHM (2010),nivel,1154,0.0010632644050499766,5.090720299391525e-4,2.088632536297594,0.03674081401039353,14.793389507991618,NA
4_Social,Dist ≤200km [SEM Pontas],Dist. real (1972),1972,Renda per capita (2000),log,1147,-2.7961561841255135e-4,0.00151330460563296,-0.1847715373175636,0.8534082333606121,53.96992931993634,NA
4_Social,Dist ≤200km [SEM Pontas],Dummy ≤25km (1972),1972,Renda per capita (2000),log,1147,0.24162584508174847,0.11450155982502601,2.1102406417081627,0.03483763350287905,33.57723790234754,NA
4_Social,Dist ≤200km [SEM Pontas],Densidade (1972),1972,Renda per capita (2000),log,1147,0.010422985383589831,0.004590737023219024,2.270438348106735,0.023180999975310312,14.946275895005769,NA
4_Social,Dist ≤200km [SEM Pontas],Dist. real (1985),1985,Renda per capita (2010),log,1154,-4.2651685147583227e-4,0.0010774828950705993,-0.3958455892219856,0.6922189426643599,70.29597718089941,NA
4_Social,Dist ≤200km [SEM Pontas],Dummy ≤25km (1985),1985,Renda per capita (2010),log,1154,0.23174399378280477,0.09318281581828684,2.4869820872844426,0.012883188565217418,33.986863620698834,NA
4_Social,Dist ≤200km [SEM Pontas],Densidade (1985),1985,Renda per capita (2010),log,1154,0.007116230636084428,0.003349057833504052,2.1248455505585753,0.03359950257769695,14.793389507991618,NA
4_Social,Dist ≤200km [SEM Pontas],Dist. real (1985),1985,% Pobres (2010),nivel,1154,0.01857957896401284,0.04082119575067911,0.4551453876434707,0.6490046468798245,70.29597718089941,NA
4_Social,Dist ≤200km [SEM Pontas],Dummy ≤25km (1985),1985,% Pobres (2010),nivel,1154,-9.679369900962639,3.7529662341445897,-2.579125229771445,0.00990508714275351,33.986863620698834,NA
4_Social,Dist ≤200km [SEM Pontas],Densidade (1985),1985,% Pobres (2010),nivel,1154,-0.21358064812123187,0.10040430655818199,-2.127206047655603,0.03340296687154298,14.793389507991618,NA
