treatment_year,treatment_type,escopo,het_var,het_type,coefficient,p_value,f_stat,n_obs,r2
1950,dummy,populacao,solo_bom (Latossolos/Argissolos),soil,10925.263895234784,0.1419304511558082,9.576957526774028e-46,588,0.0534747234858679
1950,densidade,populacao,solo_bom (Latossolos/Argissolos),soil,1093.00816965316,0.051632098678180166,4.404259170141125e-8,588,0.17346963241450009
1950,dummy,populacao,percentual_solo_fertile,soil,6324.974188471027,0.4956628466362657,9.930206747538062e-39,587,0.05591933462898668
1950,densidade,populacao,percentual_solo_fertile,soil,411.3151808101977,0.6129925433594672,1.252633930626715e-7,587,0.18394841307737453
