treatment_year,treatment_type,escopo,het_var,het_type,coefficient,p_value,f_stat,n_obs,r2
1950,dummy,populacao,dist_rio_principal_km (padronizada),hydrographic,17105.358053142445,0.012526735105425981,4.604015920065317e-63,588,0.049902319444127374
1950,densidade,populacao,dist_rio_principal_km (padronizada),hydrographic,1245.4244173691595,0.02394467656521053,6.504216441567195e-16,588,0.22688678310390709
1950,dummy,populacao,proximidade_a_rio,hydrographic,17132.54197891861,0.019005223225822723,6.701301782018136e-24,588,0.04964483852766921
1950,densidade,populacao,proximidade_a_rio,hydrographic,1177.4732337151927,0.11302108950224994,2.267150138150604e-8,588,0.17092509397912958
