treatment_year,treatment_type,escopo,het_var,het_type,coefficient,p_value,f_stat,n_obs,r2
1950,dummy,populacao,precip_alta,climatic,3415.2140175507748,0.687669727869707,1.096366402611654e-37,588,0.06012583545278394
1950,densidade,populacao,precip_alta,climatic,3166.2068389920773,0.42114058054099623,2.080022375751287e-8,588,0.1762297964683135
1950,dummy,populacao,precip_baixa,climatic,25650.14797301725,0.004042791116369981,1.5064351843452343e-21,588,0.060125835452783716
1950,densidade,populacao,precip_baixa,climatic,1206.8048009469783,0.10698289493530352,4.183789927751754e-7,588,0.1762297964683135
