"code_amc","x","y","sabem_7a14","nsabem_7a14","sabem_15a","nsabem_15a","numeroestabelecimento","commaquinas","cominstruagra","fabeofi","casaneg","popu"
4205,487614.838298458,9618278.68530478,128.669806551726,844.776207221775,256.45062144551,725.968184935557,50.5944503743283,11.9022165686727,0.286660640910589,8.44887868110302,94.41481372729,22893.2859446467
4206,319890.728860969,9302797.65066564,96.3875275493933,920.352314049425,212.800468097324,770.322337852828,179.074004789395,45.3985454354735,0.438186287441761,1.46649584288451,27.2363022811014,19146.6780318846
4207,455690.222366522,9540077.42889148,120.1390964575,857.804392733856,254.050773680912,738.022340624597,37.1366900377166,4.50627867739626,0.38865009644366,3.89164646934283,49.3378058422514,19510.4980301053
4208,406167.831466139,9392377.23703589,116.66469249656,869.983527074728,288.114466941425,705.988425957536,124.45845949428,9.02391602071403,0.410930677497715,2.04088482003274,23.9233057671118,15643.0525604188
4209,494187.824943895,9139677.08478589,77.6278274219267,920.609707815647,198.008787670211,797.270851600906,191.704424439649,38.0862874071739,1.05490160874518,2.43820327671637,33.9590890362453,13291.2058918657
4210,483380.884119591,9574137.37377029,132.228089142195,844.916459703636,255.524989095622,730.595291331342,59.2344666659011,13.9101866850773,0.486358288891649,8.08641088407931,82.8643654136723,22727.0155733922
4211,449980.325544661,9351871.98821307,125.832315863251,870.129498417753,292.741502138578,699.427751578913,179.10995636039,15.2555212267713,0.373887445611476,2.98585342081181,32.1031018778577,15155.7835987897
4212,269579.516133065,9469197.62129813,77.585087140451,916.99123125765,218.470255063597,786.896870540446,69.4726055182239,15.0156099886836,0.273221122428947,2.33929433679226,38.8776695933983,19948.7550799278
4213,488129.140786729,9166174.5126509,80.1285836697077,918.062150962233,186.373819861284,803.198999681513,145.5259737769,31.068499336583,0.278258313319992,1.88244630446946,31.0627589371265,14191.4210745283
4214,385483.852795333,9218105.99856265,99.8821044567048,893.066578702296,132.381138045622,754.446514492949,75.4819526190985,27.2307035134719,0.0409096009628596,0.877611842927811,37.8932223738181,15942.80937049
4215,626109.856880485,9437573.58819889,142.963927940248,886.701264985413,338.355335857581,689.355906326902,40.3236102167453,2.51319362121105,0.100087888705474,5.70278965014094,46.7384765488729,16031.989676156
4216,324967.29015816,9542851.65628746,89.3493198508955,875.038130672035,256.363338660555,740.320227663495,91.9334263394864,29.2452377409505,0.349589398478383,2.92071200423231,57.578141042338,20813.421130749
4217,594120.30022679,9464635.3928634,159,841,362,638,0,0,0,3,69,16969
4218,401669.899918415,9283131.76606326,108.96726413523,887.547345353388,248.157069266006,709.457953106026,180.242364596941,26.2379645480329,0.0827260969158321,1.24357444617032,31.9217357691068,16444.4668715674
4219,370604.862849562,9617296.3717737,140,860,319,681,161,0,0,2,3,16651
4220,416497.961231158,9201581.97355055,78,922,19,809,157,85,0,0,31,14159
4221,493656.949092171,9601866.23831335,134.177019393649,839.224158850131,257.092894218289,724.610577469611,69.7318103681014,18.7544032046978,0.330894695555048,9.19242580710551,97.0829251472361,23693.7546473535
4222,580495.202087981,9411236.22701253,125.333731942408,871.903943396579,319.739285952513,674.129882080868,34.6712875731502,6.31411816075803,0.328635038101906,5.8619802585429,27.3486066398942,13729.3147600885
4223,470587.512954223,9597005.84874029,117.758143166024,870.718648148793,245.131096880573,747.859613055814,21.7198271589307,4.53882123249779,0.125866262646187,8.23284362816339,75.2312326397042,16302.4560581162
4224,451475.82698672,9383165.33148515,150,850,345,655,181,1,0,0,10,10195
4225,337654.036382028,9638331.87682239,126.478161168794,854.929866322356,285.143851123221,709.440171799916,51.5245158074837,2.20252173720439,0.0610826034339183,1.85934401242338,53.2172002331689,17417.4846211491
4226,605882.183868923,9411288.12241539,128.451924894224,890.52270916567,344.639128653088,671.287271930104,42.9436448981138,3.96561454556878,0.112479118943071,6.99620395972831,33.8779239840018,15729.3538937385
4227,351864.424057016,9455230.48232422,78.3767983892374,880.256762822158,255.641777807567,736.941412021565,80.8876461126,13.15706009575,0.350074808374863,4.13459058499102,30.6297361504203,18058.0048775066
4228,360577.157313518,9343582.49404552,108,892,257,743,0,0,0,0,7,13756
4229,271687.129338181,9586644.15217899,80.2706129051633,764.516464079551,227.109675756562,781.184256067088,22.5374813130804,2.08569473556258,0.0576932718523496,1.39767093019138,27.5005721091523,10649.3637717059
4230,460718.635489908,9631002.73714642,113.43928387384,869.036236942414,243.040918792898,745.277786159417,28.8065102537538,4.57732952651179,0.151127482781752,6.09490845986635,70.134074344481,20893.1864699501
4231,454201.226397146,9598460.44737304,113,887,238,762,0,0,0,9,70,11246
4232,277440.553827552,9572311.01148278,74,626,235,765,0,0,0,0,0,0
4233,529804.461523141,9267860.25716824,94.0205024178559,903.39537249513,228.202741301902,765.857021601689,156.882191023436,19.6257511192523,0.86192133302172,11.5686243992812,31.6036736866434,15705.1980045252
4234,313328.289426097,9632729.36770231,112.740982363028,868.410687018942,262.65197373739,740.857059258998,76.7768437244092,4.01151949524512,0.0992784487511759,2.1077609091472,53.5667045996902,19510.8222021183
4235,467063.221557754,9251419.70506305,98.240073816479,897.967104125049,217.368687134656,747.415155190894,108.011166283952,16.4956425891313,0.286284311365893,4.79848119689133,42.6842446722977,19210.7420272677
4236,262698.465228603,9607886.94107028,72,928,175,825,0,0,0,4,47,19315
5001,759936.692940598,9290942.79120313,122,878,361,639,251,31,2,0,38,12248
5002,701331.329451946,9421392.80948824,550,2450,982,2018,733,8,1,36,293,54237
5003,765935.807766489,9394694.74636318,139.088395746672,907.811655347574,310.860600972815,735.747016199322,252.026300289136,9.65130898494943,1.01824750906349,3.60788821465066,59.4471861500919,15918.3880416052
5004,576479.27910849,9313674.82545418,98.5280779557534,899.553697856939,272.898830131958,718.749330471836,88.9133745247044,25.8865116677158,0.233736645249415,7.4915872937253,14.9538020014815,9422.18278455988
5005,611789.779647529,9296401.89689849,102.510578129011,895.757122635457,287.303737074688,705.775501401527,201.889721761935,26.6282522179787,0.609955635572005,3.50102428824847,18.5533846335379,11947.1731725249
5006,636882.249646305,9319570.05830913,104.09616100722,893.954528516369,298.25132520614,696.989093073501,256.236523092672,27.7774318274753,0.6730718014496,2.35421059958223,17.9691250721358,11193.4753515354
5007,752285.38678727,9406815.35352837,160.214763061709,956.038679853185,341.972677452783,775.37471130684,220.845666679331,9.22338336223762,0.731561755046654,5.8399916378328,79.7857575938232,18406.7095656585
5008,776131.278499004,9371476.48646365,136,864,306,694,359,8,2,2,39,12313
5009,618945.868172083,9312391.02569341,112.482983367024,885.525020964653,305.231473882824,689.208209771801,174.356902283623,26.8552421629658,1.03419485676692,4.09307300896445,31.803711478719,12237.4117423285
5010,628948.293072781,9377775.31337893,113,887,271,729,94,15,0,1,15,12369
5011,919796.522248885,9313897.70659235,90,910,168,832,48,9,3,0,5,4821
5012,689897.838652144,9348694.37532853,145,855,387,613,329,25,3,1,22,10994
5013,937662.393499016,9286981.87441072,114.527600152406,869.684947778818,172.678596861209,820.17856794183,67.5201940671145,18.2547646799434,0.686656579502668,12.971578160264,26.6843417529241,14342.0535146523
5014,840831.548689511,9340159.49296906,88.393193336057,898.467653401893,201.031896121029,778.865191026704,145.724471476717,11.5208409044114,0.651460481097882,3.65658106645836,46.2990631507929,18711.3023996907
5015,853209.669882948,9371646.09819722,96.8239325684321,890.10131045132,202.976553651816,778.592803030467,75.1414834789372,8.9315364994673,0.405325357528727,5.66392155519953,46.4531326665158,15958.1267162574
5016,765117.921967071,9345867.60478738,92,908,235,765,235,7,1,1,27,21393
5017,877513.802021805,9335530.06843706,85.9594412908137,896.430643470871,168.77844375591,811.780333639943,58.1802703589795,8.27412317650015,0.836884519580042,6.15938364277068,46.120012805814,17293.6353728908
5018,900331.255631925,9311313.65039963,78.333781751239,909.307058666048,151.846597829849,836.945665501703,45.0094910783732,8.09054487771161,0.607493787497029,6.2908779701191,32.4047801378413,14823.024196414
5019,829688.745663115,9429271.80567124,117.979374681509,900.351474998538,249.365533072363,765.04430825663,103.316192735414,11.9304350221204,0.343980080904729,5.5613902285968,59.011070196483,17172.1473222071
5020,829358.38454495,9361794.10116678,109.476879622133,881.726063868421,252.208232460786,732.404874569629,105.98496458143,8.68466016457483,0.329837302925853,2.43834626105409,54.8792119009137,14794.0792519052
5021,716987.162981958,9284682.1104668,144,856,353,647,513,22,1,11,71,25366
5022,808874.406570236,9309685.60747867,84.5662323429467,912.173241362063,222.800520074872,765.268725487109,316.465890589782,23.3478806755824,0.822913788045385,1.92951537357337,35.0994578344347,19761.2275920144
5023,926240.652036019,9291528.46669506,185,815,202,798,61,16,1,1,10,11451
5024,656809.855003248,9362322.27453295,134,866,345,655,146,12,0,0,18,7408
5025,771105.468324069,9274967.99235986,105.816723821287,892.174215266221,290.950755201825,700.488291538035,485.334291050897,33.7550999286902,1.12358024635771,2.17081086421046,38.180245091757,17217.1312372114
5026,899476.849599759,9380283.90673255,103,897,189,811,0,0,0,52,34,26319
5027,795920.694840677,9337258.6738975,100.823720616919,895.512204976564,256.803720886345,734.178661643428,251.098991062515,16.0074657995387,0.857673940712797,1.06604415827711,39.9127876958932,16018.9293260356
5028,810243.228704652,9296467.35927554,82.4225775685934,914.51523670817,220.919748556775,767.242741075069,480.978202338226,31.0336919496694,0.685205535557558,2.75668351059879,31.7002785981883,21246.2786240575
5029,563846.712496283,9308525.08432918,93.3218572259341,905.609627736119,255.963923797815,741.386285572079,104.90868354188,55.6999204706041,0.104480879213121,2.99151386415059,13.3772361373396,8739.70738872723
5030,740608.194687188,9296945.56249942,113.73508148866,884.723570570747,310.482343815894,685.066632719048,331.819464364286,26.5484098707981,0.941093108792455,2.12341508786686,40.8109379921499,15082.7655812833
5031,782901.095611422,9311399.29147487,98,902,270,730,194,23,1,0,40,11998
5032,566511.865321127,9324093.62135714,93.5546264158942,903.950396968187,237.597382520004,753.653918361946,58.5271451616868,20.5454563791405,0.143701172419411,22.9644449439008,23.9094522373924,8876.58377545642
5033,917540.883404477,9344870.1932252,142.285856537181,795.939384431429,246.165796626701,685.979729621938,27.6488794810485,8.99567155594433,0.38728068918685,6.23410749982493,99.7999540093678,19249.726780476
5034,576741.636434321,9321918.63861418,98.2669704593871,899.649730124653,272.963182651061,716.226205399386,63.4876690710205,17.4974088320671,0.197449969798015,12.1171830273224,17.6697880171421,9345.3488116232
5035,757917.564839729,9238676.11777802,109.408691825266,889.237160038198,279.243956479981,716.120651830944,307.596769708056,23.2252882240505,0.695473402080401,4.14630212491005,29.4899550689435,15561.0745611102
5036,909027.025430604,9301568.8714775,87.6456816920715,903.5592259308,157.425192483264,836.258031486346,43.0603134421713,9.53727092250533,0.547830344346735,8.0995503160673,27.4691856761587,12809.7962111516
5037,913434.307212266,9370730.75303167,161.090791361242,777.227052662181,268.923954981772,664.636608423842,22.8319914170203,6.90527709917547,0.23276822821702,18.774265293873,115.212102475169,23682.2802908523
5038,648888.261734918,9387498.4787236,128.639637008575,917.785832856554,324.415621949886,719.206135458713,148.917853296848,13.4391813379978,0.293803536976528,3.65302271223702,31.9817467238648,12625.7962084518
5039,742797.842707242,9317681.90161484,105,895,287,713,109,8,0,0,32,8235
5040,598645.599046426,9330864.26331912,105.259705217655,893.728650363159,340.667820859958,651.792204448334,58.1980779469145,10.5613468939266,0.240096543114387,2.85210755424521,12.4503532417839,8772.41372971937
5041,628458.57896538,9318842.40590196,111.884780220452,886.004212200597,305.196489431697,689.703424024207,202.140256570447,27.8993473908627,1.03002556600033,3.69072059449543,30.0313552623862,12098.4370186658
5042,809559.851979195,9427261.63058945,134.985242216599,893.026698105344,280.76229673496,744.118348717079,124.974749299188,9.15942517905244,0.444743610609359,5.24649628058037,67.5673102061494,16790.2256360834
5043,919081.598059567,9303458.94449747,93,907,163,837,0,0,0,0,13,8235
5044,662128.819215265,9403465.74463038,157.512993414366,1021.22752480321,378.66190265748,799.676464290008,211.123682109753,11.459198050368,0.475090394523501,7.00076624138557,64.9157455551724,17711.6513119251
5045,691452.835301861,9456633.25568253,215.39454784933,1173.67415554784,424.59090514539,963.112238403985,267.418964755738,5.59572511836103,0.485153983268165,12.140231036693,113.468749919138,24174.090538172
5046,794463.300035339,9427428.94194023,153.936974454526,870.990461560245,307.052566227802,717.684084488184,113.39606876862,7.561141660922,0.336331485402375,4.80119725395865,74.8823770032122,16032.9219082004
5047,882145.972718365,9359501.44969339,98.1494941411212,881.580072302344,189.638317051307,787.638634415451,54.5689996104678,7.70555483082004,0.61066601290897,10.0064804927614,52.5286266734275,17630.1224668449
5048,743201.892516349,9381474.23190411,137.44544952749,953.520342307693,329.472238613605,761.392936379653,302.213629616719,12.6292245393583,1.08128989769658,4.67242197835853,60.9430959421418,17447.3602931379
5049,700463.194390483,9250843.47514612,99.7876448735432,897.692199955557,268.933547312993,725.265841490368,300.229761018374,22.0525414551261,0.268518017746191,7.33912301076407,32.3699407514186,14912.2030270635
5050,619960.027031429,9356749.64341376,114.303028245161,896.846781430691,317.946837039644,687.4862567663,124.519903984291,17.0185750338378,0.37488779957749,3.79322027739593,21.0444322938742,10565.9182922857
5051,808168.418250173,9290518.84197336,83.4613261877068,913.935389646743,226.739020671112,762.824721289212,644.347658524245,33.11886390542,0.536112604331229,3.62531799627568,29.2783705810467,21576.6400830851
5052,816669.916209636,9407453.99527014,123.224721402759,894.673944408841,267.09729383814,747.130041866546,140.091343142049,9.65357311079743,0.437038424609607,4.67176644122321,61.0234359441547,16383.0524081882
5053,668815.064347495,9336899.9588246,114.889204367753,897.00267767923,325.6797817522,684.651816631706,227.708795448267,19.3463249347646,0.748531820658933,1.84070381281994,21.4476895000435,10621.888743989
5054,875681.138870235,9318742.23921744,71.2162665608293,912.74493106942,148.498487434186,835.446911510804,70.3068192686593,10.0036037714952,0.505947843775084,5.33228318163526,40.4515392289842,17839.160459618
5055,843068.862181918,9287907.61335739,61.7492111309584,935.869210497561,141.601604792643,850.171670888858,274.262858268386,47.5100099731905,0.646418208680491,7.91496687473046,44.0425600928192,26378.3269415753
5056,833848.82324147,9378625.65843507,108.405962640656,881.376107071617,241.960551310352,740.733826643735,82.4437448928929,8.75486548667899,0.325431825781812,3.3703357395468,53.795027433032,14945.7987431624
5057,689618.444212652,9299525.91841112,97.8703139968206,898.992176330471,298.635334434809,697.096475248997,203.434614761984,14.7677346898303,0.444938657743254,3.98023298075562,29.880370412542,12540.9592630289
5058,742568.454113569,9271293.69142971,117,883,313,687,701,72,1,1,57,21005
5059,846441.276698393,9393882.24433758,101.882149699733,886.465238245609,216.459785529899,766.688621558452,76.0163428846465,11.1403797219182,0.342064010958357,5.32068274155256,48.1464578598883,16066.7671891614
5060,628548.212850181,9304819.2818109,98.4753602982035,899.399025689901,285.454573247759,709.291944229655,344.231083749772,34.7123573413935,0.817469689506471,2.38977197262421,16.3355124085516,12804.1497903893
5061,579296.336619569,9299093.18088407,98.3121499306181,900.30432438408,266.361020032707,728.715465704178,118.125826263631,29.9577280060378,0.265455598832985,4.21111424998897,10.7099420846715,8794.30393992723
5062,718995.274864398,9329987.18929581,115.48559807588,904.98779864507,313.759249137061,704.104253617725,286.899597101281,18.6496940021768,0.942534846762603,2.62621510235546,37.5826652119027,13828.1336630495
5063,903116.771295744,9300539.02247029,77.8447568170359,911.143341302003,148.24151749115,843.804282195692,56.5222885094288,11.2838642461293,0.444521216511638,9.07997047533843,36.5554852748489,15632.2609196447
5064,873310.872038114,9293045.35133452,55.3827085592529,939.030853428183,124.314598390663,872.12795423232,123.277939659735,19.5007901807031,0.278447245938905,5.63978965305709,39.8007838983673,21009.8866714153
5065,892916.808461867,9314210.20120059,72.3415303689476,913.295309137424,147.284408420844,839.461720569252,51.0653512950289,7.97011498187197,0.505640323724196,6.07645477489961,35.4911462536617,16191.7868807234
5066,849439.979641707,9334574.16378673,83.4637463426302,902.656658146435,185.198131681038,795.542398293871,118.197991652789,11.5159122990189,0.572858965982291,3.73104107885634,43.9516934960805,18526.3137432905
5067,774578.091951105,9325946.8143605,101.574308702746,896.735902507128,270.4160218356,724.662866440976,256.209055481167,18.3764761749045,0.939603705532092,0.925276419940677,36.6368003213034,15134.0464797754
5068,886916.555062598,9319239.01392775,74.2738608636647,909.941308394547,150.800828426515,833.475110593002,57.7949188347445,8.71736723370735,0.564884265853538,5.0632191175586,38.8386423466615,16669.7257291863
5069,812322.927752837,9369394.13084557,127,873,303,697,33,5,0,0,64,10865
5070,817224.301438032,9319582.4283005,81.6589345213172,915.115202233618,211.476795687663,777.961955206663,225.81562327909,19.724771953867,0.808811166372479,1.4245403807619,35.2131497040437,20976.2859139127
5071,630070.107897013,9325208.66800099,113.111481482892,884.990382407036,309.470252187499,685.33255174312,182.103314950356,26.1144692432196,0.973955221332572,3.63162346551389,29.5706015534248,11625.0573558596
5072,567573.622199284,9294912.9764997,96,904,263,737,105,31,0,0,1,5661
5073,895567.682507925,9343632.62249974,85,915,174,826,83,10,2,2,45,17775
5074,774354.09313903,9425299.10279684,174,826,320,680,59,5,0,4,81,14670
5075,593211.33303155,9305734.90012686,102.223163590409,895.962278614515,292.91456883178,698.7714148921,107.217853349444,20.1729219158507,0.354030685795715,4.41405459920318,15.5197516169921,10487.2727927105
5076,617009.984724351,9324822.61579767,133,867,305,695,145,33,2,6,61,15118
5077,901417.329968821,9400581.02927133,104.310130209726,878.049589103636,198.535962494817,781.742609385483,34.5407412255699,7.2893539211732,0.187055122830535,22.310506152236,49.9678247654424,20200.9078086416
5078,667608.967412897,9326312.51691526,104.402898360513,893.389812054668,309.922532776269,686.886837396358,209.704149410414,19.0425508522907,0.46713350840728,1.68598479404665,16.5630751135928,9975.13768129914
5079,910366.147657203,9279493.72485472,79.4333166961475,914.919916275437,141.822315793229,854.703845896067,70.2895902655188,17.22738250607,0.256130615891953,34.262759387688,40.1525953610579,16785.124990621
5080,898021.190076983,9324574.91762109,83.660542104128,903.265194396032,157.709583058887,826.975575334276,35.9552183392995,6.21466792815402,0.640546350119168,4.31697584063504,37.1156986329155,15575.2433818403
5081,853041.149496184,9288175.92949751,56.8514087646056,941.034814598271,125.166050406995,870.094607178928,241.421766201043,34.2587325135727,0.366830606127821,4.76638605922819,43.8981426307047,25134.6406111393
5082,917801.820780029,9357148.50809357,391,609,525,475,13,10,0,9,248,30696
5083,923781.388646265,9329236.78615867,93,907,218,782,27,17,0,0,4,6435
5084,895125.372259185,9285816.76652192,91,909,151,849,46,0,0,9,84,20328
5085,642767.180045207,9338951.68918621,109.453747577334,888.952615994676,310.9409966848,684.83587429395,191.283898565968,20.6235676507532,0.405936181437937,1.94452056956542,15.7660376553993,9515.26267298034
5086,729823.094444233,9260725.19049888,114.027458860469,884.370033667738,301.128692443703,694.985890951371,432.62501456499,36.2238991482782,0.699563602582953,4.00175099434672,40.8008710757936,17452.5313544264
5087,579151.050859132,9286893.90504235,99.1770965052567,899.303645511537,260.464563527583,735.16099919679,140.463063716446,29.9823025113274,0.411716031333355,4.34396648294304,12.1078609898386,10006.7576250129
5088,709220.641908908,9360280.08127207,134.536026346162,923.297626841459,351.563866211493,703.222247542077,288.147958764148,18.3097210704161,1.56771843721264,3.32857572890756,40.9332259873223,14121.8848022345
5089,837743.824097826,9414391.32033239,105.345996387858,883.54647578963,225.231062079746,759.221663590656,78.3075121197768,12.9160973040692,0.344792655726737,4.67094415989681,48.7963766552788,16205.5026742879
5090,763173.964284611,9257234.38374831,108.657414471137,889.887869782525,288.095123207579,706.483497984932,441.668939581188,35.4328016828472,0.975279100412634,2.32082637875837,39.7115850272584,17667.1017026692
5091,874570.784504134,9286613.05821634,56.9006696035385,938.245639122727,122.838518012159,874.059818782918,159.413629268266,27.8765714780476,0.267617388872978,6.50275830208504,45.4128479687578,23508.3893605652
5092,898928.374694791,9304040.92284745,70.1952903127938,917.628354356144,142.818458035224,848.1204977007,59.6801385595208,11.410041135392,0.418220982533137,6.97929929343455,36.4000347397152,16341.0831434181
5093,652571.8752564,9327000.36335047,106,894,306,694,204,20,0,0,5,7504
5094,861264.533207276,9350697.0302968,90.201118740489,892.704586646335,183.895473639827,794.690995751459,61.0957746887388,8.81817480705363,0.515364457690823,7.50411660471748,48.7262237360223,17218.6660494344
5095,591871.24222708,9323744.85814283,100,900,336,664,0,0,0,0,9,10124
5096,846682.72064525,9430354.43773147,102.490064113855,887.678295633001,218.877102358354,768.162187249518,69.0250091528546,15.9792413486928,0.263053339039873,4.4636110254136,46.3040692633793,16687.8385860413
5097,823616.560440682,9388561.79737785,114.2943603873,877.570383292878,259.354248522378,727.504694826866,104.725528509174,8.53230815043974,0.338511643306555,2.86796257192959,55.001628547446,14401.3416251664
5098,795686.407937814,9394178.97014679,128.300620289117,893.853675855567,289.979774467932,729.935800115229,190.067135452632,9.13300774745093,0.778246886608559,3.31179300248656,55.8371313777515,14898.6028094111
5099,917754.020802901,9283821.88604791,79,921,143,857,52,13,0,72,33,12023
5100,763343.105177658,9414453.27899454,164.035523518904,879.412550163141,323.280806927765,720.942081162581,126.707824495848,6.81766410894051,0.335001855327066,4.45890320384498,77.8264736341854,15903.0935499962
5101,607369.339846949,9305008.50257796,105.295766405251,893.050312409128,299.443413821605,693.154041401215,151.587715232516,23.1734366459061,0.616999682418078,3.81621207735067,21.0041349739739,11233.9732826444
5102,866308.099049857,9383150.23370076,90.8965752868837,901.067858104388,183.236661347549,806.194551754862,76.6143981846257,8.0240965060566,0.15480035349986,5.09641470657544,42.0335926128971,15018.1622079187
5103,609017.071856714,9333067.79179419,107,893,409,591,59,10,0,1,0,4655
5104,862253.593399168,9324117.13989268,74.6662181620444,910.283819982229,159.882658496035,820.937708551185,79.0939649970772,10.8854459518159,0.525152495712511,4.50660745445814,44.3751316029204,19534.5241341046
5105,878859.433810911,9401254.0190286,96.6416132968394,893.799650753263,197.185075404219,790.945184915997,57.2820727160672,12.7438009971839,0.146716355518061,8.62845010662378,43.9518760297917,17124.9247826032
5106,585881.674090321,9314975.86609024,101.057421416837,897.632379570851,303.923785104233,688.630558138427,59.8312350232817,13.1752898179784,0.178421097143109,4.30433080327727,13.2473784660531,9929.02538691043
5107,640510.667230488,9329001.18338999,106.810421435484,891.779941458611,306.519527568182,689.870765827137,209.847008908741,22.5362352414255,0.421856757519904,1.84113776452688,15.0321308145326,9673.23132023285
5108,614403.349859412,9345144.90221022,110.956330224145,887.589860730672,342.150012294485,648.924127208076,103.344237030672,16.9272424631469,0.455239740237086,3.34398185763568,16.4716976477859,8744.40903862963
5109,573429.693088669,9306121.94703247,97.3681258357289,901.165140690794,264.790253028134,730.192410608405,107.70781621304,33.6947645283635,0.201181428627211,4.37511231870157,11.1450045092336,8587.96850942733
5110,848953.589083173,9358106.19569819,94.9142130807035,890.23902775472,205.188873456641,773.387799782653,85.8031055396463,9.82707919037781,0.530787182009647,4.82326408979541,47.9618208818729,16725.0976440385
5111,601726.642434667,9352351.91623482,108.947144259001,888.959548665822,321.354654609114,668.02713415558,95.8035631292443,16.038491744083,0.360946995664432,5.33836947892573,16.5503757237934,9266.69480314877
5112,838836.753184107,9351701.75098799,95.6526992754819,891.412683218153,215.438598923114,763.924507854232,131.847725356347,10.5828724187328,0.469716086269876,3.95022753215713,50.5014255367606,17576.3053449299
5113,831287.192534429,9308411.97103312,73,927,194,806,107,19,1,0,29,25546
5114,747045.038575641,9255286.17190579,112.544303188001,886.213603743605,297.17360015111,698.889499373199,439.693780356239,39.3771258032196,0.828336763534104,3.35166443390551,40.9003739096677,17431.5281613804
5115,886743.787021914,9297964.00298071,36,964,110,890,54,7,0,0,21,16976
5116,826532.025884492,9293512.76534437,71.9804516414034,925.632565358316,182.137980958039,807.256085569717,268.096347982923,33.0979193323261,0.815484574223558,2.16880665617544,34.4253781248512,24404.2855764821
5117,704528.26916395,9300915.60170677,113.351079768824,883.296356388611,310.926140482347,684.247730841646,317.996471566072,20.4889738436987,0.750865070910374,4.79233349388821,41.604400752927,16139.2934722379
5118,590330.581355136,9338356.31329561,103.08732974778,895.092533604422,309.273722133961,679.43121135622,62.9924620040655,11.928777449038,0.228294481043129,7.18617389543526,15.4331599014985,9269.35907275772
5119,902707.925176572,9358990.60305929,135.635498005163,808.960315612572,237.758746668263,702.154484914343,37.2073539101797,7.95483135039611,0.585345999324153,11.8209001881403,96.9322107472645,21329.5242330283
5120,700238.693875125,9260104.92580103,102.550415225862,894.758449824976,276.050511809952,717.585457083373,284.406212998476,18.7850352457925,0.378490928169609,5.90606072558105,32.6317453707542,14186.4374402708
5121,910871.498664035,9328313.04058252,74,926,128,872,0,0,0,1,31,17875
5122,860736.703247659,9302372.38505063,61.5613211714291,933.19759670129,135.989543730691,857.88128737834,148.702562842918,17.0424724300393,0.455006219467838,5.6294374139688,35.8228245035892,21006.8306870118
5123,736823.469711116,9282493.55371774,117.757367342107,881.021473791213,315.18163319751,681.996584907067,499.414393491277,43.4386891193478,0.959744241320096,2.79537383029986,49.009669402381,18583.5815215844
5124,556492.653027525,9309802.33256583,90,910,254,746,101,76,0,0,13,8455
5125,870829.457692823,9418764.21063834,95,905,210,790,49,26,0,1,37,17019
5126,873214.955302163,9347536.90956787,92.5609004820832,888.421556590424,182.848226613634,795.558929800147,59.6492919015017,8.59203568942707,0.744589580638966,5.76190250055422,49.5579873696295,17392.0641434104
5127,734903.847552608,9354329.68896702,120.290593377515,920.117530551531,308.639461700035,729.360481878984,280.724644889626,14.7244667141819,1.02300180269265,2.9333469219469,44.9750359484398,15922.3049860232
5128,817922.792334683,9337267.00471553,91.8182974092255,903.878027757705,226.078227943851,760.625773567752,189.588164324495,13.4774541138872,0.676322120903849,2.13589647132146,40.1004687132448,17337.6553944078
5129,758948.219279489,9313261.45785003,107.019211979462,891.784266401933,292.748235553913,702.862272526625,246.829346044596,19.1611174695502,0.810681075869777,0.907850511672846,35.5613322965295,13035.903802548
5130,867625.809416529,9330617.53642877,80.2756625932023,903.213254810606,165.396916270155,814.038298504246,61.2988860408102,8.35778430048697,0.596832674900313,6.39253204167255,45.5230703841795,17636.1537204531
5131,929414.474212711,9317776.07958622,93.135682743703,898.716695665943,176.298799701709,814.407917228953,37.1164034042497,10.0409199881996,1.17264874742529,3.33013767646124,18.8112803829199,9671.42261144268
5132,863027.788340054,9288236.84118235,55.4432518233292,941.430484663129,118.898511870839,878.267499008229,211.385596783993,29.9903711171818,0.275270500510436,4.43670572446995,44.4086894714102,24359.8397488244
5133,681320.783424049,9271578.01997023,88,912,238,762,144,9,0,1,17,6988
5134,879148.599933496,9307353.84380921,55.8100783489148,932.44974000598,130.387626920739,859.913779711014,71.8899604880252,10.2582741450275,0.309703806501204,4.56892136263228,34.6558112413352,18014.6849612714
5135,613733.883494535,9362197.8520944,111.821571906938,886.37515097673,307.956036766712,684.315351460572,107.680588113558,16.2251627037062,0.304683880461449,3.79174283867726,17.1918739555894,10293.2309433213
5136,840164.047041275,9326102.02600009,74.9603697709243,921.538103905108,181.704536419835,807.97737381956,160.294631747075,15.6162886285334,0.665640520571759,3.10487148861261,36.5310470175861,22066.2445116105
5137,605010.577485171,9343799.02690599,108.928049961467,889.751234908817,349.114584862844,641.5164162956,86.210312435755,14.7787713795032,0.332283927086907,3.52866486189331,13.1164244560156,8038.16569836749
5138,878399.971998153,9380290.23676475,83,917,168,832,96,7,0,0,35,12651
5139,850504.805471972,9312257.40685018,67.4923233985435,929.349041987379,159.072350335278,831.915444093249,152.923942752142,17.8481492017884,0.674372309949217,4.27605570828034,35.4388403596583,21966.5090002607
5140,592451.208891694,9288023.8153905,102.308442356416,895.595693071186,268.455708353664,724.76219459245,174.436521430941,28.7330837824405,0.641884177618201,4.26254559370358,16.7621097804586,12086.0223669325
5141,931718.041261007,9308475.36770879,97.8876513419864,892.07269760144,170.605067158052,821.747282788459,38.1302723629112,9.04779178549592,0.994941875887686,5.44441888785694,20.4478250197769,10660.8028286458
