code_amc,ano,dens_placebo_5km,dens_placebo_10km,dens_placebo_20km,dens_placebo_50km
4165,1881,0,0,0,0
4166,1881,0,0,0,0
4167,1881,0,0,0,0
4168,1881,0,0,0,0
4169,1881,0,0,0,0
4170,1881,0,0,0,0
4171,1881,0,0,0,0
4172,1881,0,0,0,0
4173,1881,0,0,0,0
4174,1881,0,0,0,0
4175,1881,0,0,0,0
4176,1881,0,0,0,0
4177,1881,0,0,0,0
4178,1881,0,0,0,0
4179,1881,0,0,0,0
4180,1881,0,0,0,0
4181,1881,0,0,0,0
4182,1881,0,0,0,0
4183,1881,0,0,0,0
4184,1881,0,0,0,0
4185,1881,0,0,0,0
4186,1881,0,0,0,0
4187,1881,0,0,0,0
4188,1881,0,0,0,0
4189,1881,0,0,0,0
4190,1881,0,0,0,0
4191,1881,0,0,0,0
4192,1881,0,0,0,0
4193,1881,0,0,0,0
4194,1881,0,0,0,0
4195,1881,0,0,0,0
4196,1881,0,0,0,0
4197,1881,0,0,0,0
4198,1881,0,0,0,0
4199,1881,0,0,0,0
4200,1881,0,0,0,0
4201,1881,0,0,0,0
4202,1881,0,0,0,0
4203,1881,0,0,0,0
4204,1881,0,0,0,0
4205,1881,0,0,0,0
4206,1881,0,0,0,0
4207,1881,0,0,0,0
4208,1881,0,0,0,0
4209,1881,0,0,0,0
4210,1881,0,0,0,0
4211,1881,0,0,0,0
4212,1881,0,0,0,0
4213,1881,0,0,0,0
4214,1881,0,0,0,0
4215,1881,0,0,0,0
4216,1881,0,0,0,0
4217,1881,0,0,0,0
4218,1881,0,0,0,0
4219,1881,0,0,0,0
4220,1881,0,0,0,0
4221,1881,0,0,0,0
4222,1881,0,0,0,0
4223,1881,0,0,0,0
4224,1881,0,0,0,0
4225,1881,0,0,0,0
4226,1881,0,0,0,0
4227,1881,0,0,0,0
4228,1881,0,0,0,0
4229,1881,0,0,0,0
4230,1881,0,0,0,0
4231,1881,0,0,0,0
4232,1881,0,0,0,0
4233,1881,0,0,0,0
4234,1881,0,0,0,0
4235,1881,0,0,0,0
4236,1881,0,0,0,0
5001,1881,0,0,0,0
5002,1881,0,0,0,0
5003,1881,0,0,0,0
5004,1881,0,0,0,0
5005,1881,0,0,0,0
5006,1881,0,0,0,0
5007,1881,0,0,0,0
5008,1881,0,0,0,0
5009,1881,0,0,0,0
5010,1881,0,0,0,0
5011,1881,0,0,0,0
5012,1881,0,0,0,0
5013,1881,0,0,0,0
5014,1881,0,0,0,0
5015,1881,0,0,0,0
5016,1881,0,0,0,0
5017,1881,0,0,0,0
5018,1881,0,0,0,0
5019,1881,0,0,0,0
5020,1881,0,0,0,0
5021,1881,0,0,0,0
5022,1881,0,0,0,0
5023,1881,0,0,0,0
5024,1881,0,0,0,0
5025,1881,0,0,0,0
5026,1881,0,0,0,0
5027,1881,0,0,0,0
5028,1881,0,0,0,0
5029,1881,0,0,0,0
5030,1881,0,0,0,0
5031,1881,0,0,0,0
5032,1881,0,0,0,0
5033,1881,0,0,0,0
5034,1881,0,0,0,0
5035,1881,0,0,0,0
5036,1881,0,0,0,0
5037,1881,0,0,0,0
5038,1881,0,0,0,0
5039,1881,0,0,0,0
5040,1881,0,0,0,0
5041,1881,0,0,0,0
5042,1881,0,0,0,0
5043,1881,0,0,0,0
5044,1881,0,0,0,0
5045,1881,0,0,0,0
5046,1881,0,0,0,0
5047,1881,0,0,0,0
5048,1881,0,0,0,0
5049,1881,0,0,0,0
5050,1881,0,0,0,0
5051,1881,0,0,0,0
5052,1881,0,0,0,0
5053,1881,0,0,0,0
5054,1881,0,0,0,0
5055,1881,0,0,0,0
5056,1881,0,0,0,0
5057,1881,0,0,0,0
5058,1881,0,0,0,0
5059,1881,0,0,0,0
5060,1881,0,0,0,0
5061,1881,0,0,0,0
5062,1881,0,0,0,0
5063,1881,0,0,0,0
5064,1881,0,0,0,0
5065,1881,0,0,0,0
5066,1881,0,0,0,0
5067,1881,0,0,0,0
5068,1881,0,0,0,0
5069,1881,0,0,0,0
5070,1881,0,0,0,0
5071,1881,0,0,0,0
5072,1881,0,0,0,0
5073,1881,0,0,0,0
5074,1881,0,0,0,0
5075,1881,0,0,0,0
5076,1881,0,0,0,0
5077,1881,0,0,0,0
5078,1881,0,0,0,0
5079,1881,0,0,0,0
5080,1881,0,0,0,0
5081,1881,0,0,0,0
5082,1881,0,0,0,0
5083,1881,0,0,0,0
5084,1881,0,0,0,0
5085,1881,0,0,0,0
5086,1881,0,0,0,0
5087,1881,0,0,0,0
5088,1881,0,0,0,0
5089,1881,0,0,0,0
5090,1881,0,0,0,0
5091,1881,0,0,0,0
5092,1881,0,0,0,0
5093,1881,0,0,0,0
5094,1881,0,0,0,0
5095,1881,0,0,0,0
5096,1881,0,0,0,0
5097,1881,0,0,0,0
5098,1881,0,0,0,0
5099,1881,0,0,0,0
5100,1881,0,0,0,0
5101,1881,0,0,0,0
5102,1881,0,0,0,0
5103,1881,0,0,0,0
5104,1881,0,0,0,0
5105,1881,0,0,0,0
5106,1881,0,0,0,0
5107,1881,0,0,0,0
5108,1881,0,0,0,0
5109,1881,0,0,0,0
5110,1881,0,0,0,0
5111,1881,0,0,0,0
5112,1881,0,0,0,0
5113,1881,0,0,0,0
5114,1881,0,0,0,0
5115,1881,0,0,0,0
5116,1881,0,0,0,0
5117,1881,0,0,0,0
5118,1881,0,0,0,0
5119,1881,0,0,0,0
5120,1881,0,0,0,0
5121,1881,0,0,0,0
5122,1881,0,0,0,0
5123,1881,0,0,0,0
5124,1881,0,0,0,0
5125,1881,0,0,0,0
5126,1881,0,0,0,0
5127,1881,0,0,0,0
5128,1881,0,0,0,0
5129,1881,0,0,0,0
5130,1881,0,0,0,0
5131,1881,0,0,0,0
5132,1881,0,0,0,0
5133,1881,0,0,0,0
5134,1881,0,0,0,0
5135,1881,0,0,0,0
5136,1881,0,0,0,0
5137,1881,0,0,0,0
5138,1881,0,0,0,0
5139,1881,0,0,0,0
5140,1881,0,0,0,0
5141,1881,0,0,0,0
5142,1881,0,0,0,0
5143,1881,0,0,0,0
5144,1881,0,0,0,0
5145,1881,0,0,0,0
5146,1881,0,0,0,0
5147,1881,0,0,0,0
6001,1881,0,0,0,0
6002,1881,0,0,0,0
6003,1881,0,0,0,0
6004,1881,0,0,0,0
6005,1881,0,0,0,0
6006,1881,0,0,0,0
6007,1881,0,0,0,0
6008,1881,0,0,0,0
6009,1881,0,0,0,0
6010,1881,0,0,0,0
6011,1881,0,0,0,0
6012,1881,0,0,0,0
6013,1881,0,0,0,0
6014,1881,0,0,0,0
6015,1881,0,0,0,0
6016,1881,0,0,0,0
6017,1881,0,0,0,0
6018,1881,0,0,0,0
6019,1881,0,0,0,0
6020,1881,0,0,0,0
6021,1881,0,0,0,0
6022,1881,0,0,0,0
6023,1881,0,0,0,0
6024,1881,0,0,0,0
6025,1881,0,0,0,0
6026,1881,0,0,0,0
6027,1881,0,0,0,0
6028,1881,0,0,0,0
6029,1881,0,0,0,0
6030,1881,0,0,0,0
6031,1881,0,0,0,0
6032,1881,0,0,0,0
6033,1881,0,0,0,0
6034,1881,0,0,0,0
6035,1881,0,0,0,0
6036,1881,0,0,0,0
6037,1881,0,0,0,0
6038,1881,0,0,0,0
6039,1881,0,0,0,0
6040,1881,0,0,0,0
6041,1881,0,0,0,0
6042,1881,0,0,0,0
6043,1881,0,0,0,0
6044,1881,0,0,0,0
6045,1881,0,0,0,0
6046,1881,0,0,0,0
6047,1881,0,0,0,0
6048,1881,0,0,0,0
6049,1881,0,0,0,0
6050,1881,0,0,0,0
6051,1881,0,0,0,0
6052,1881,0,0,0,0
6053,1881,0,0,0,0
6054,1881,0,0,0,0
6055,1881,0,0,0,0
6056,1881,0,0,0,0
6057,1881,0,0,0,0
6058,1881,0,0,0,0
6059,1881,0,0,0,0
6060,1881,0,0,0,0
6061,1881,0,0,0,0
6062,1881,0,0,0,0
6063,1881,0,0,0,0
6064,1881,0,0,0,0
6065,1881,0,0,0,0
6066,1881,0,0,0,0
6067,1881,0,0,0,0
6068,1881,0,0,0,0
6069,1881,0,0,0,0
6070,1881,0,0,0,0
6071,1881,0,0,0,0
6072,1881,0,0,0,0
6073,1881,0,0,0,0
6074,1881,0,0,0,0
6075,1881,0,0,0,0
6076,1881,0,0,0,0
6077,1881,0,0,0,0
6078,1881,0,0,0,0
6079,1881,0,0,0,0
6080,1881,0,0,0,0
6081,1881,0,0,0,0
6082,1881,0,0,0,0
6083,1881,0,0,0,0
6084,1881,0,0,0,0
6085,1881,0,0,0,0
6086,1881,0,0,0,0
6087,1881,0,0,0,0
6088,1881,0,0,0,0
6089,1881,0,0,0,0
6090,1881,0,0,0,0
6091,1881,0,0,0,0
6092,1881,0,0,0,0
6093,1881,0,0,0,0
6094,1881,0,0,0,0
6095,1881,0,0,0,0
6096,1881,0,0,0,0
6097,1881,0,0,0,0
6098,1881,0,0,0,0
6099,1881,0,0,0,0
6100,1881,0,0,0,0
6101,1881,0,0,0,0
6102,1881,0,0,0,0
6103,1881,0,0,0,0
6104,1881,0,0,0,0
6105,1881,0,0,0,0
6106,1881,0,0,0,0
6107,1881,0,0,0,0
6108,1881,0,0,0,0
6109,1881,0,0,0,0
6110,1881,0,0,0,0
6111,1881,0,0,0,0
6112,1881,0,0,0,0
6113,1881,0,0,0,0
6114,1881,0,0,0,0
6115,1881,0,0,0,0
6116,1881,0,0,0,0
6117,1881,0,0,0,0
6118,1881,0,0,0,0
6119,1881,0,0,0,0
6120,1881,0,0,0,0
6121,1881,0,0,0,0
6122,1881,0,0,0,0
6123,1881,0,0,0,0
6124,1881,0,0,0,0
6125,1881,0,0,0,0
6126,1881,0,0,0,0
6127,1881,0,0,0,0
6128,1881,0,0,0,0
6129,1881,0,0,0,0
6130,1881,0,0,0,0
6131,1881,0,0,0,0
6132,1881,0,0,0,0
6133,1881,0,0,0,0
6134,1881,0,0,0,0
6135,1881,0,0,0,0
6136,1881,0,0,0,0
6137,1881,0,0,0,0
6138,1881,0,0,0,0
6139,1881,0,0,0,0
6140,1881,0,0,0,0
6141,1881,0,0,0,0
6142,1881,0,0,0,0
6143,1881,0,0,0,0
6144,1881,0,0,0,0
6145,1881,0,0,0,0
6146,1881,0,0,0,0
6147,1881,0,0,0,0
6148,1881,0,0,0,0
6149,1881,0,0,0,0
6150,1881,0,0,0,0
6151,1881,0,0,0,0
6152,1881,0,0,0,0
6153,1881,0,0,0,0
6154,1881,0,0,0,0
6155,1881,0,0,0,0
6156,1881,0,0,0,0
6157,1881,0,0,0,0
6158,1881,0,0,0,0
6159,1881,0,0,0,0
6160,1881,0,0,0,0
6161,1881,0,0,0,0
6162,1881,0,0,0,0
6163,1881,0,0,0,0
6164,1881,0,0,0,0
6165,1881,0,0,0,0
6166,1881,0,0,0,0
6167,1881,0,0,0,0
6168,1881,0,0,0,0
6169,1881,0,0,0,0
6170,1881,0,0,0,0
7001,1881,0,0,0,0
7002,1881,0,0,0,0
7003,1881,0,0,0,0
7004,1881,0,0,0,0.9995973538892143
7005,1881,0.09854358004442199,0.21692110798493902,0.7601803129523581,1.000000000000005
7006,1881,0,0,0,0
7007,1881,0,0,0,0
7008,1881,0,0,0,0
7009,1881,0,0,0,0.46866701274718536
7010,1881,0.3117632983298179,0.6402601462557617,0.9999999999999976,0.9999999999999976
7011,1881,0,0,0,0
7012,1881,0,0,0,0
7013,1881,0,0,0,0
7014,1881,0,0,0,0
7015,1881,0,0,0.5104816968876121,0.9999999999999958
7016,1881,0,0,0,1.0000000000000024
7017,1881,0,0.03129143773271348,0.7624871487521226,0.9999999999999998
7018,1881,0,0,0,0
7019,1881,0,0,0,0
7020,1881,0,0,0,0
7021,1881,0,0,0,0.805044034090057
7022,1881,0,0,0,0
7023,1881,0,0,0,0
7024,1881,0,0,0,0
7025,1881,0,0.037398769924955534,0.6420242225609819,0.9999999999999982
7026,1881,0,0,0,0
7027,1881,0,0,0,0
7028,1881,0,0,0,0
7029,1881,0,0,0,0
7030,1881,0,0,0,0
7031,1881,0,0,0.11525793360969629,1.0000000000000042
7032,1881,0,0,0,0
7033,1881,0,0,0,0
7034,1881,0,0,0,0
7035,1881,0,0,0,0
7036,1881,0,0,0,0
7037,1881,0,0,0,0.6102140191363106
7038,1881,0,0,0,0.999999999999998
7039,1881,0,0,0,0
7040,1881,0,0,0,0.032908385462287804
7041,1881,0,0,0,0
7042,1881,0,0,0,0
7043,1881,0,0,0,0
7044,1881,0,0,0,0
7045,1881,0,0,0,0.1233045072811567
7046,1881,0,0,0,0
7047,1881,0.20182827973499046,0.752809219651273,1.0000000000000104,1.0000000000000104
7048,1881,0,0,0,0
7049,1881,0,0,0,0.9999999999999906
7050,1881,0,0,0.512875527882441,1.000000000000011
7051,1881,0,0,0,0
7052,1881,0,0,0,0
7053,1881,0.02065531017283066,0.28478469398955114,1.000000000000002,1.000000000000002
7054,1881,0,0,0,0.24265350640749164
7055,1881,0,0,0.005844470432133062,1.0000000000000089
7056,1881,0,0,0,0
7057,1881,0,0,0,0
7058,1881,0.18586925748192232,0.5292884786556931,0.9737115450949317,1.0000000000000049
7059,1881,0,0,0,0
7060,1881,0,0,0,0.8526358609079877
7061,1881,0,0,0,0
7062,1881,0,0,0,0
7063,1881,0,0,0,0
7064,1881,0,0,0,0
7065,1881,0.3895478136024044,0.6887740186991529,1.000000000000019,1.000000000000019
7066,1881,0,0,0,0
7067,1881,0,0,0,0.999999999999994
7068,1881,0,0,0,0
7069,1881,0,0,0,0
7070,1881,0,0,0.08178799891716991,1.000000000000002
7071,1881,0,0,0,0
7072,1881,0,0,0,0
7073,1881,0,0,0,0.05265894116933923
7074,1881,0,0,0,0
7075,1881,0,0,0,0
7076,1881,0,0,0,0
7077,1881,0,0,0.16352318766162063,0.9999999999999925
7078,1881,0,0,0,0
7079,1881,0,0,0,0
7080,1881,0,0,0,0
7081,1881,0,0,0,0
7082,1881,0,0,0,0
7083,1881,0,0,0,0
7084,1881,0,0,0,0
7085,1881,0,0,0,0.937012967460943
7086,1881,0,0.03107120695952162,0.645477551105806,1.0000000000000009
7087,1881,0,0,0,0
7088,1881,0,0,0,0
7089,1881,0,0,0,0
7090,1881,0.5845871786679225,0.9949557710130802,0.9999999999999911,0.9999999999999911
7091,1881,0,0,0,0
7092,1881,0,0,0,0.35888335104837765
7093,1881,0,0,0,0.23030684460866208
7094,1881,0,0,0,0
7095,1881,0,0,0.2575940104048027,1.0000000000000198
7096,1881,0,0,0,0
7097,1881,0,0,0,0
7098,1881,0,0,0,0.03042279252032116
7099,1881,0,0,0,0
7100,1881,0,0,0,0
7101,1881,0,0,0,0
7102,1881,0,0,0,1.0000000000000078
7103,1881,0,0,0,0
7104,1881,0,0,0,0
7105,1881,0,0,0,0
7106,1881,0,0,0,0
7107,1881,0,0,0,0
7108,1881,0.4526225591490553,0.8655557541323646,0.9999999999999933,0.9999999999999933
7109,1881,0,0,0,0
7110,1881,0,0,0,0.9356848067794865
7111,1881,0,0,0,0
7112,1881,0,0,0,0
7113,1881,0,0,0,0.8181229542227413
7114,1881,0,0,0,0.11411001182270362
7115,1881,0,0,0,0
7116,1881,0,0,0,0
7117,1881,0,0,0,0
7118,1881,0,0.009275840142292508,0.38628057440230157,0.9999999999999883
7119,1881,0.3523214683016846,0.6783767116359802,1.0000000000000075,1.0000000000000075
7120,1881,0,0,0,0.9867508898757752
7121,1881,0,0,0,0.00689578561214136
7122,1881,0,0,0,0
7123,1881,0.43879921752688367,0.7558590557882535,0.9999999999999892,0.9999999999999892
7124,1881,0,0,0.15959504532863883,1.0000000000000127
7125,1881,0,0,0,1.0000000000000095
7126,1881,0,0,0,0
7127,1881,0,0,0,0
7128,1881,0,0,0,0
7129,1881,0,0,0,0
7130,1881,0,0,0,0
7131,1881,0,0,0,0
7132,1881,0,0,0,0
7133,1881,0,0,0,0
7134,1881,0,0,0,1.0000000000000073
7135,1881,0,0,0,0
7136,1881,0,0,0,0
7137,1881,0,0,0,0
7138,1881,0,0,0,1.0000000000000138
7139,1881,0,0,0,1.0000000000000093
7140,1881,0,0,0,0
7141,1881,0,0,0,0
7142,1881,0,0,0,0
7143,1881,0,0,0,0
7144,1881,0,0,0,0
7145,1881,0,0,0,0
7146,1881,0,0,0.23441678635084146,1.0000000000000115
7147,1881,0,0,0,0
7148,1881,0,0,0,0
7149,1881,0,0,0,0
7150,1881,0,0,0,0
7151,1881,0,0,0,0
7152,1881,0,0,0,0
7153,1881,0,0,0,0
7154,1881,0,0,0,0
7155,1881,0,0,0,0
7156,1881,0,0,0,0
7157,1881,0,0,0,0
7158,1881,0,0,0,0
7159,1881,0,0,0,0
7160,1881,0,0,0,0
7161,1881,0,0,0,0
7162,1881,0,0,0,0
7163,1881,0,0,0,0
7164,1881,0,0,0,0
7165,1881,0,0.03626115600334516,0.2773181873429511,1.0000000000000027
8001,1881,0,0,0,0
8002,1881,0,0,0,0
8003,1881,0,0,0,0
8004,1881,0,0,0,0
8005,1881,0,0,0,0
8006,1881,0,0,0,0
8007,1881,0,0,0,0
8008,1881,0,0,0,0
8009,1881,0,0,0,0
8010,1881,0,0,0,0
8011,1881,0,0,0,0
8012,1881,0,0,0,0
8013,1881,0,0,0,0
8014,1881,0,0,0,1.0000000000000042
8015,1881,0,0,0,0
8016,1881,0,0,0,0
8017,1881,0,0,0,0
8018,1881,0,0,0,0
8019,1881,0,0,0,0
8020,1881,0,0,0,0
8021,1881,0,0,0,0
8022,1881,0,0,0,0.9999999999999886
8023,1881,0,0,0,0
8024,1881,0,0,0,0
8025,1881,0,0,0,0
8026,1881,0,0,0,0
8027,1881,0,0,0,0
8028,1881,0,0,0,0
8029,1881,0,0,0,0
8030,1881,0,0,0,0.0020585694378868584
8031,1881,0,0,0,0
8032,1881,0,0,0,1.0000000000000027
8033,1881,0,0,0,0
8034,1881,0,0,0,0
8035,1881,0,0,0,0
8036,1881,0,0,0,0
8037,1881,0,0,0,0.9999999999999938
8038,1881,0,0,0,2.2011936051809748e-4
8039,1881,0,0,0,0
8040,1881,0,0,0,0.797735100384169
8041,1881,0,0,0,0
8042,1881,0,0,0,0
8043,1881,0,0,0,0
8044,1881,0,0,0,0
8045,1881,0,0,0,0
8046,1881,0,0,0,0.8079062882123679
8047,1881,0,0,0,0
8048,1881,0,0,0,0
8049,1881,0,0,0,0
8050,1881,0,0,0,0
8051,1881,0,0,0,0
8052,1881,0,0,0,0.5998251704005986
8053,1881,0,0,0,0
8054,1881,0,0,0,0
8055,1881,0,0,0,0
8056,1881,0,0,0,0
8057,1881,0,0,0,1.0000000000000033
8058,1881,0,0,0,0
8059,1881,0,0,0,0
8060,1881,0,0,0,0
8061,1881,0,0,0,0
8062,1881,0,0,0,0
8063,1881,0,0,0,0
8064,1881,0,0,0,0
8065,1881,0,0,0,5.791547895872742e-8
8066,1881,0,0,0,0
8067,1881,0,0,0,0
8068,1881,0,0,0,0
8069,1881,0,0,0,0
8070,1881,0,0,0,0
8071,1881,0,0,0,0
8072,1881,0,0,0,0
8073,1881,0,0,0,0.7876720170696268
8074,1881,0,0,0,0.025883669173787253
8075,1881,0,0,0,0
8076,1881,0,0,0,0
8077,1881,0,0,0,0
8078,1881,0,0,0,0
8079,1881,0,0,0,0
8080,1881,0,0,0,0
8081,1881,0,0,0,0
8082,1881,0,0,0,0
8083,1881,0,0,0,0.41077216120712684
8084,1881,0,0,0,0
8085,1881,0,0,0,0.06437379342195669
8086,1881,0,0,0,0
8087,1881,0,0,0,0
8088,1881,0,0,0,0
8089,1881,0,0,0,0
8090,1881,0,0,0,0
8091,1881,0,0,0,0
8092,1881,0,0,0,0.07149260066322237
8093,1881,0,0,0,0
9001,1881,0,0,0,0
9002,1881,0,0,0,0
9003,1881,0,0,0,0
9004,1881,0,0,0,0
9005,1881,0,0,0,0
9006,1881,0,0,0,0
9007,1881,0,0,0,0
9008,1881,0,0,0,0
9009,1881,0,0,0,0
9010,1881,0,0,0,0
9011,1881,0,0,0,0
9012,1881,0,0,0,0
9013,1881,0,0,0,0
9014,1881,0,0,0,0
9015,1881,0,0,0,0
9016,1881,0,0,0,0
9017,1881,0,0,0,0
9018,1881,0,0,0,0
9019,1881,0,0,0,0
9020,1881,0,0,0,0
9021,1881,0,0,0,0
9022,1881,0,0,0,0
9023,1881,0,0,0,0
9024,1881,0,0,0,0
9025,1881,0,0,0,0
9026,1881,0,0,0,0
9027,1881,0,0,0,0
9028,1881,0,0,0,0
9029,1881,0,0,0,0
9030,1881,0,0,0,0
9031,1881,0,0,0,0
9032,1881,0,0,0,0
9033,1881,0,0,0,0
9034,1881,0,0,0,0
9035,1881,0,0,0,0
9036,1881,0,0,0,0
9037,1881,0,0,0,0
9038,1881,0,0,0,0
9039,1881,0,0,0,0
9040,1881,0,0,0,0
9041,1881,0,0,0,0
9042,1881,0,0,0,0
9043,1881,0,0,0,0
9044,1881,0,0,0,0
9045,1881,0,0,0,0
9046,1881,0,0,0,0
9047,1881,0,0,0,0
9048,1881,0,0,0,0
9049,1881,0,0,0,0
9050,1881,0,0,0,0
9051,1881,0,0,0,0
9052,1881,0,0,0,0
9053,1881,0,0,0,0
9054,1881,0,0,0,0
9055,1881,0,0,0,0
9056,1881,0,0,0,0
9057,1881,0,0,0,0
9058,1881,0,0,0,0
9059,1881,0,0,0,0
9060,1881,0,0,0,0
9061,1881,0,0,0,0
9062,1881,0,0,0,0
9063,1881,0,0,0,0
9064,1881,0,0,0,0
9065,1881,0,0,0,0
9066,1881,0,0,0,0
9067,1881,0,0,0,0
9068,1881,0,0,0,0
9069,1881,0,0,0,0
9070,1881,0,0,0,0
9071,1881,0,0,0,0
9072,1881,0,0,0,0
9073,1881,0,0,0,0
9074,1881,0,0,0,0
10001,1881,0,0,0,0
10002,1881,0,0,0,0
10003,1881,0,0,0,0
10004,1881,0,0,0,0
10005,1881,0,0,0,0
10006,1881,0,0,0,0
10007,1881,0,0,0,0
10008,1881,0,0,0,0
10009,1881,0,0,0,0
10010,1881,0,0,0,0
10011,1881,0,0,0.016869660188412128,0.9999999999999979
10012,1881,0,0,0,0
10013,1881,0,0,0,0
10014,1881,0,0,0,0
10015,1881,0,0,0,0
10016,1881,0,0,0,0
10017,1881,0,0,0,0
10018,1881,0,0,0,0.6091282118413059
10019,1881,0,0,0,0
10020,1881,0,0,0,0.9999999999999966
10021,1881,0,0,0,0
10022,1881,0,0,0,0
10023,1881,0,0,0,0
10024,1881,0,0,0,0
10025,1881,0,0,0,0
10026,1881,0,0,0,0
10027,1881,0,0,0,0
10028,1881,0.6678136328144271,0.9478818080741346,1,1
10029,1881,0,0,0,0
10030,1881,0,0,0,0
10031,1881,0,0,0,0
10032,1881,0,0,0,0
10033,1881,0,0,0,0
10034,1881,0,0,0,0
10035,1881,0,0,0,0
10036,1881,0,0,0,0
10037,1881,0,0,0,0
10038,1881,0,0,0,0
10039,1881,0,0,0,0
10040,1881,0,0,0,0
10041,1881,0,0,0,0
10042,1881,0,0,0,0
10043,1881,0,0,0,0
10044,1881,0,0,0,0
10045,1881,0,0,0,0
10046,1881,0,0,0,0
10047,1881,0,0,0,0
10048,1881,0,0,0,0
10049,1881,0,0,0,0
10050,1881,0,0,0,0
10051,1881,0,0,0,0
10052,1881,0,0,0,0
10053,1881,0,0,0,0.3384520311279756
10054,1881,0,0,0,0
10055,1881,0,0,0,0
10056,1881,0,0,0,0
10057,1881,0,0,0,0
10058,1881,0,0,0,0
10059,1881,0,0,0.3749611630833279,0.9999999999999988
10060,1881,0,0,0,0.8328443236355988
10061,1881,0,0,0,0
10062,1881,0,0,0,0
10063,1881,0,0,0,0
10064,1881,0,0,0,0
10065,1881,0,0,0.1895409804944543,0.999999999999999
10066,1881,0,0,0,0
10067,1881,0,0,0,0
10068,1881,0,0,0,0
10069,1881,0,0,0,0
10070,1881,0,0,0,0
10071,1881,0,0,0,0
10072,1881,0,0,0,0
10073,1881,0,0,0,0
10074,1881,0,0,0,0
10075,1881,0,0,0,0
10076,1881,0,0,0,0
10077,1881,0,0,0,0
10078,1881,0,0,0,0
10079,1881,0,0,0,0
10080,1881,0,0,0,0
10081,1881,0,0,0,0
10082,1881,0,0,0,0
10083,1881,0,0,0,0
10084,1881,0,0,0,0
10085,1881,0,0,0,0
10086,1881,0,0,0,0
10087,1881,0.25635042975442673,0.44453996254255945,0.6499274454441331,0.9925701255858124
10088,1881,0,0,0,0
10089,1881,0,0,0,0
10090,1881,0,0,0,0
10091,1881,0,0,0,0
10092,1881,0,0,0,0
10093,1881,0,0,0,0
10094,1881,0,0,0,0
10095,1881,0,0,0,0
10096,1881,0,0,0,0.9167574387891576
10097,1881,0.0032166973602956103,0.21465803811519588,0.6885751082269318,0.9999999999999967
10098,1881,0,0,0,0
10099,1881,0,0,0,0
10100,1881,0,0,0,0
10101,1881,0,0,0,0
10102,1881,0,0,0,0
10103,1881,0,0,0,0
10104,1881,0,0,0,0
10105,1881,0,0,0,0
10106,1881,0,0,0,0
10107,1881,0,0,0,0
10108,1881,0,0,0,0
10109,1881,0,0,0,0
10110,1881,0,0,0,0
10111,1881,0,0,0,0
10112,1881,0,0,0.10722304347106652,1.000000000000004
10113,1881,0,0,0,0
10114,1881,0,0,0,0
10115,1881,0,0,0,0
10116,1881,0,0.15877957520964092,0.9999999999999886,0.9999999999999886
10117,1881,0.0027312386726566994,0.1959900369165139,0.9067434581033273,0.9999999999999969
10118,1881,0,0,0,0
10119,1881,0,0,0,0
10120,1881,0,0,0,0
10121,1881,0,0,0,0
10122,1881,0,0,0,0.16880501257504738
10123,1881,0,0,0,0
10124,1881,0,0,0,0
10125,1881,0,0,0,0
10126,1881,0,0,0,0
10127,1881,0,0,0,0
10128,1881,0,0,0,0
10129,1881,0,0,0,0
10130,1881,0,0,0,0
10131,1881,0,0,0,1.000000000000004
10132,1881,0,0,0,0
10133,1881,0,0,0,0
10134,1881,0,0,0,0
10135,1881,0,0,0,0.1399856561907136
10136,1881,0,0,0,0
10137,1881,0,0,0,0
10138,1881,0,0,0,0
10139,1881,0,0,0,0
10140,1881,0,0,0,0
10141,1881,0,0,0,0
10142,1881,0,0,0,0
10143,1881,0,0,0,0
10144,1881,0,0,0,0
10145,1881,0,0,0,0
10146,1881,0,0,0,0
10147,1881,0,0,0,0
10148,1881,0,0,0,0
10149,1881,0,0,0,0
10150,1881,0,0,0,0
10151,1881,0,0,0,0
10152,1881,0,0,0,0
10153,1881,0,0,0,0
10154,1881,0,0,0.01940679830054281,0.9999999999999964
10155,1881,0,0,0,0
10156,1881,0,0,0,0.22509747245942652
10157,1881,0,0,0,0
10158,1881,0,0,0,0
10159,1881,0,0,0,0
10160,1881,0,0,0,0
10161,1881,0,0,0,0
10162,1881,0,0,0,0
10163,1881,0,0,0,0
10164,1881,0,0,0,0
10165,1881,0,0,0,0
10166,1881,0,0,0,0
10167,1881,0,0,0,0
10168,1881,0,0,0,0
10169,1881,0,0,0,0
10170,1881,0,0,0,0
10171,1881,0,0,0,0
10172,1881,0,0,0,0
10173,1881,0,0,0,0
10174,1881,0,0,0,0
10175,1881,0,0,0,0
10176,1881,0,0,0,0
10177,1881,0,0,0,0
10178,1881,0,0,0,0.9999999999999968
10179,1881,0,0,0,0
10180,1881,0,0,0,0
10181,1881,0,0,0,0
10182,1881,0,0,0,0
10183,1881,0,0,0,0
10184,1881,0,0,0,0
10185,1881,0,0,0,0
10186,1881,0.008470005322062163,0.11595062219030072,0.409822555328604,0.9999999999999979
10187,1881,0,0,0,0
10188,1881,0,0,0,0
10189,1881,0,0,0,0
10190,1881,0,0,0,0
10191,1881,0,0,0,0.03349841071092746
10192,1881,0,0,0,0
10193,1881,0,0,0,0
10194,1881,0,0,0,0
10195,1881,0.350351626864607,0.6798937993858005,0.9506814310551136,1.0000000000000033
