id_deputado,ano_mes,siglaPartido,tamanho_bancada_mensal,is_mesa_diretora,sessoes_presente,total_sessoes_camara,taxa_presenca,vol_proposicoes_subst,data_primeiro_choque,tratado,cent_grau_rolling
4931,2011-02,PP,39,0,11,12,0.9167,0,,0,0.0
4931,2011-03,PP,41,0,13,78,0.1667,0,,0,0.0
4931,2011-04,PP,41,0,23,120,0.1917,1,,0,0.0
4931,2011-05,PP,41,0,33,161,0.205,0,,0,0.0
4931,2011-06,PP,41,0,28,177,0.1582,0,,0,0.0
4931,2011-07,PP,41,0,9,78,0.1154,0,,0,0.0
4931,2011-08,PP,42,0,28,174,0.1609,1,,0,1.0000000000000002
4931,2011-09,PP,42,0,27,129,0.2093,0,,0,1.0000000000000002
4931,2011-10,PP,41,0,26,142,0.1831,0,,0,1.0000000000000002
4931,2011-11,PP,41,0,36,175,0.2057,1,,0,1.999999999999997
4931,2011-12,PP,41,0,17,111,0.1532,0,,0,1.999999999999997
4931,2012-02,PP,39,0,11,25,0.44,2,,0,3.9999999999999982
4931,2012-03,PP,38,0,25,117,0.2137,1,,0,3.9999999999999982
4931,2012-04,PP,36,0,28,148,0.1892,0,,0,3.9999999999999982
4931,2012-05,PP,37,0,38,192,0.1979,0,,0,3.9999999999999982
4931,2012-06,PP,37,0,23,145,0.1586,0,,0,3.9999999999999982
4931,2012-07,PP,36,0,18,92,0.1957,3,,0,3.9999999999999982
4931,2012-08,PP,36,0,10,78,0.1282,1,,0,4.000000000000002
4931,2012-09,PP,36,0,13,68,0.1912,0,,0,4.000000000000002
4931,2012-10,PP,36,0,13,90,0.1444,0,,0,4.000000000000002
4931,2012-11,PP,36,0,37,155,0.2387,1,,0,3.999999999999999
4931,2012-12,PP,35,0,21,106,0.1981,0,,0,3.999999999999999
4931,2013-02,PP,39,0,11,30,0.3667,1,,0,1.9999999999999991
4931,2013-03,PP,39,0,23,102,0.2255,1,,0,1.9999999999999991
4931,2013-04,PP,39,0,29,163,0.1779,1,,0,1.9999999999999991
4931,2013-05,PP,39,0,33,169,0.1953,2,,0,1.9999999999999991
4931,2013-06,PP,38,0,33,156,0.2115,0,,0,1.9999999999999991
4931,2013-07,PP,38,0,25,110,0.2273,2,,0,1.9999999999999991
4931,2013-08,PP,38,0,30,165,0.1818,2,,0,0.9999999999999992
4931,2013-09,PP,38,0,40,172,0.2326,0,,0,0.9999999999999992
4931,2013-10,PP,38,0,44,209,0.2105,1,,0,0.9999999999999992
4931,2013-11,PP,38,0,31,186,0.1667,0,,0,0.0
4931,2013-12,PP,38,0,28,132,0.2121,0,,0,0.0
4931,2014-02,PP,37,0,23,51,0.451,0,,0,0.0
4931,2014-03,PP,39,0,22,115,0.1913,0,,0,0.0
4931,2014-04,PP,42,0,50,193,0.2591,1,,0,1.0
4931,2014-05,PP,40,0,47,189,0.2487,0,,0,1.0
4931,2014-06,PP,39,0,17,79,0.2152,0,,0,1.0
4931,2014-07,PP,36,0,21,91,0.2308,0,,0,1.0
4931,2014-08,PP,33,0,12,45,0.2667,0,,0,1.0
4931,2014-09,PP,28,0,9,26,0.3462,0,,0,1.0
4931,2014-10,PP,37,0,18,78,0.2308,0,,0,1.0
4931,2014-11,PP,40,0,40,170,0.2353,0,,0,1.0
4931,2014-12,PP,39,0,38,164,0.2317,0,,0,1.0
4931,2015-02,PP,51,0,12,17,0.7059,0,,0,1.0
4931,2015-03,PP,51,0,29,132,0.2197,3,,0,2.0
4931,2015-04,PP,51,0,26,167,0.1557,1,,0,2.0
4931,2015-05,PP,51,0,38,208,0.1827,1,,0,3.0
4931,2015-06,PP,51,0,30,158,0.1899,1,,0,4.000000000000002
4931,2015-07,PP,51,0,59,148,0.3986,0,,0,4.000000000000002
4931,2015-08,PP,51,0,76,205,0.3707,1,,0,4.000000000000002
4931,2015-09,PP,50,0,83,244,0.3402,1,,0,5.000000000000002
4931,2015-10,PP,50,0,77,232,0.3319,0,,0,5.000000000000002
4931,2015-11,PP,49,0,55,215,0.2558,0,,0,5.000000000000002
4931,2015-12,PP,49,0,17,186,0.0914,1,,0,5.999999999999998
4931,2016-02,PP,47,0,15,63,0.2381,0,,0,5.999999999999998
4931,2016-03,PP,49,0,43,136,0.3162,1,,0,4.999999999999999
4931,2016-04,PP,49,0,34,91,0.3736,2,,0,4.000000000000001
4931,2016-05,PP,50,0,37,169,0.2189,1,,0,3.999999999999998
4931,2016-06,PP,45,0,47,211,0.2227,1,,0,2.999999999999996
4931,2016-07,PP,46,0,21,115,0.1826,0,,0,2.999999999999996
4931,2016-08,PP,43,0,36,167,0.2156,1,,0,3.999999999999997
4931,2016-09,PP,42,0,11,67,0.1642,0,,0,3.000000000000001
4931,2016-10,PP,48,0,47,176,0.267,1,,0,3.000000000000001
4931,2016-11,PP,46,0,46,167,0.2754,0,,0,3.000000000000001
4931,2016-12,PP,45,0,28,120,0.2333,0,,0,2.000000000000001
4931,2017-02,PP,47,0,18,41,0.439,0,,0,2.000000000000001
4931,2017-03,PP,48,0,32,104,0.3077,0,,0,2.000000000000001
4931,2017-04,PP,48,0,47,174,0.2701,0,,0,2.000000000000001
4931,2017-05,PP,48,0,51,231,0.2208,3,,0,1.0000000000000002
4931,2017-06,PP,48,0,29,160,0.1812,0,,0,1.0000000000000002
4931,2017-07,PP,47,0,27,105,0.2571,0,,0,1.0000000000000002
4931,2017-08,PP,51,0,45,212,0.2123,0,,0,0.0
4931,2017-09,PP,49,0,46,185,0.2486,0,,0,0.0
4931,2017-10,PP,52,0,27,215,0.1256,0,,0,0.0
4931,2017-11,PP,49,0,36,174,0.2069,0,,0,0.0
4931,2017-12,PP,49,0,25,141,0.1773,0,,0,0.0
4931,2018-02,PP,50,0,13,26,0.5,0,,0,0.0
4931,2018-03,PP,49,0,21,65,0.3231,0,,0,0.0
4931,2018-04,PP,53,0,31,150,0.2067,1,,0,0.0
4931,2018-05,PP,52,0,37,180,0.2056,0,,0,0.0
4931,2018-06,PP,53,0,33,171,0.193,0,,0,0.0
4931,2018-07,PP,51,0,21,90,0.2333,1,,0,0.9999999999999998
4931,2018-08,PP,51,0,10,63,0.1587,1,,0,2.0000000000000004
4931,2018-09,PP,37,0,4,15,0.2667,0,,0,0.0
4931,2018-10,PP,54,0,24,98,0.2449,0,,0,2.0000000000000004
4931,2018-11,PP,53,0,35,145,0.2414,1,,0,2.0000000000000004
4931,2018-12,PP,50,0,26,122,0.2131,0,,0,2.0000000000000004
4931,2021-10,PP,58,0,1,130,0.0077,0,,0,0.0
4931,2022-05,PP,55,0,1,127,0.0079,0,,0,0.0
62881,2011-02,PP,39,0,9,12,0.75,0,,0,0.0
62881,2011-03,PP,41,0,16,78,0.2051,0,,0,0.0
62881,2011-04,PP,41,0,27,120,0.225,0,,0,0.0
62881,2011-05,PP,41,0,34,161,0.2112,0,,0,0.0
62881,2011-06,PP,41,0,30,177,0.1695,2,,0,0.0
62881,2011-07,PP,41,0,7,78,0.0897,3,,0,0.0
62881,2011-08,PP,42,0,38,174,0.2184,0,,0,0.0
62881,2011-09,PP,42,0,28,129,0.2171,0,,0,0.0
62881,2011-10,PP,41,0,21,142,0.1479,0,,0,0.0
62881,2011-11,PP,41,0,30,175,0.1714,0,,0,0.0
62881,2011-12,PP,41,0,15,111,0.1351,0,,0,0.0
62881,2012-02,PP,39,0,12,25,0.48,0,,0,0.0
62881,2012-03,PP,38,0,28,117,0.2393,0,,0,0.0
62881,2012-04,PP,36,0,26,148,0.1757,0,,0,0.0
62881,2012-05,PP,37,0,37,192,0.1927,0,,0,0.0
62881,2012-06,PP,37,0,15,145,0.1034,0,,0,0.0
62881,2012-07,PP,36,0,10,92,0.1087,2,,0,0.0
62881,2012-08,PP,36,0,9,78,0.1154,0,,0,0.0
62881,2012-09,PP,36,0,5,68,0.0735,0,,0,0.0
62881,2012-10,PP,36,0,12,90,0.1333,0,,0,0.0
62881,2012-11,PP,36,0,27,155,0.1742,0,,0,0.0
62881,2012-12,PP,35,0,21,106,0.1981,0,,0,0.0
62881,2013-02,PP,39,0,8,30,0.2667,0,,0,0.0
62881,2013-03,PP,39,0,12,102,0.1176,0,,0,0.0
62881,2013-04,PP,39,0,31,163,0.1902,0,,0,0.0
62881,2013-05,PP,39,0,32,169,0.1893,0,,0,0.0
62881,2013-06,PP,38,0,28,156,0.1795,0,,0,0.0
62881,2013-07,PP,38,0,23,110,0.2091,0,,0,0.0
62881,2013-08,PP,38,0,34,165,0.2061,0,,0,0.0
62881,2013-09,PP,38,0,27,172,0.157,0,,0,0.0
62881,2013-10,PP,38,0,35,209,0.1675,0,,0,0.0
62881,2013-11,PP,38,0,24,186,0.129,0,,0,0.0
62881,2013-12,PP,38,0,20,132,0.1515,4,,0,0.0
62881,2014-02,PP,37,0,17,51,0.3333,4,,0,0.0
62881,2014-03,PP,39,0,21,115,0.1826,0,,0,0.0
62881,2014-04,PP,42,0,33,193,0.171,0,,0,0.0
62881,2014-05,PP,40,0,29,189,0.1534,0,,0,0.0
62881,2014-06,PP,39,0,13,79,0.1646,0,,0,0.0
62881,2014-07,PP,36,0,11,91,0.1209,0,,0,0.0
62881,2014-08,PP,33,0,5,45,0.1111,0,,0,0.0
62881,2014-09,PP,28,0,3,26,0.1154,0,,0,0.0
62881,2014-10,PP,37,0,7,78,0.0897,0,,0,0.0
62881,2014-11,PP,40,0,17,170,0.1,0,,0,0.0
62881,2014-12,PP,39,0,14,164,0.0854,0,,0,0.0
62881,2015-02,PP,51,0,11,17,0.6471,0,,0,0.0
62881,2015-03,PP,51,0,37,132,0.2803,0,,0,0.0
62881,2015-04,PP,51,0,32,167,0.1916,0,,0,0.0
62881,2015-05,PP,51,0,48,208,0.2308,1,,0,0.0
62881,2015-06,PP,51,0,35,158,0.2215,0,,0,0.0
62881,2015-07,PP,51,0,28,148,0.1892,0,,0,0.0
62881,2015-08,PP,51,0,43,205,0.2098,0,,0,0.0
62881,2015-09,PP,50,0,41,244,0.168,3,,0,0.0
62881,2015-10,PP,50,0,27,232,0.1164,0,,0,0.0
62881,2015-11,PP,49,0,38,215,0.1767,1,,0,0.0
62881,2015-12,PP,49,0,24,186,0.129,0,,0,0.0
62881,2016-02,PP,47,0,18,63,0.2857,0,,0,0.0
62881,2016-03,PP,49,0,35,136,0.2574,0,,0,0.0
62881,2016-04,PP,49,0,28,91,0.3077,0,,0,0.0
62881,2016-05,PP,50,0,24,169,0.142,0,,0,0.0
62881,2016-06,PP,45,0,20,211,0.0948,0,,0,0.0
62881,2016-07,PP,46,0,11,115,0.0957,0,,0,0.0
62881,2016-08,PP,43,0,33,167,0.1976,0,,0,0.0
62881,2016-09,PP,42,0,14,67,0.209,1,,0,0.9999999999999992
62881,2016-10,PP,48,0,38,176,0.2159,0,,0,0.9999999999999992
62881,2016-11,PP,46,0,22,167,0.1317,0,,0,0.9999999999999992
62881,2016-12,PP,45,0,20,120,0.1667,1,,0,0.9999999999999992
62881,2017-02,PP,47,0,8,41,0.1951,0,,0,0.9999999999999992
62881,2017-03,PP,48,0,20,104,0.1923,0,,0,0.9999999999999992
62881,2017-04,PP,48,0,23,174,0.1322,0,,0,0.9999999999999992
62881,2017-05,PP,48,0,44,231,0.1905,0,,0,0.9999999999999992
62881,2017-06,PP,48,0,27,160,0.1688,0,,0,0.9999999999999992
62881,2017-07,PP,47,0,22,105,0.2095,0,,0,0.9999999999999992
62881,2017-08,PP,51,0,39,212,0.184,0,,0,0.9999999999999992
62881,2017-09,PP,49,0,32,185,0.173,0,,0,0.0
62881,2017-10,PP,52,0,29,215,0.1349,0,,0,0.0
62881,2017-11,PP,49,0,18,174,0.1034,0,,0,0.0
62881,2017-12,PP,49,0,19,141,0.1348,0,,0,0.0
62881,2018-02,PP,50,0,13,26,0.5,0,,0,0.0
62881,2018-03,PP,49,0,20,65,0.3077,0,,0,0.0
62881,2018-04,PP,53,0,33,150,0.22,0,,0,0.0
62881,2018-05,PP,52,0,27,180,0.15,0,,0,0.0
62881,2018-06,PP,53,0,19,171,0.1111,0,,0,0.0
62881,2018-07,PP,51,0,17,90,0.1889,0,,0,0.0
62881,2018-08,PP,51,0,5,63,0.0794,0,,0,0.0
62881,2018-09,PP,37,0,2,15,0.1333,0,,0,0.0
62881,2018-10,PP,54,0,8,98,0.0816,0,,0,0.0
62881,2018-11,PP,53,0,17,145,0.1172,1,,0,0.0
62881,2018-12,PP,50,0,13,122,0.1066,0,,0,0.0
62881,2020-06,PP,59,0,7,14,0.5,0,,0,0.0
62881,2020-07,PP,59,0,13,16,0.8125,0,,0,0.0
62881,2020-08,PP,59,0,8,10,0.8,1,,0,0.0
62881,2020-09,PP,59,0,7,10,0.7,1,,0,0.0
62881,2020-10,PP,57,0,1,4,0.25,0,,0,0.0
62881,2020-12,PP,57,0,15,25,0.6,1,,0,0.0
62881,2021-02,PP,58,0,9,17,0.5294,0,,0,0.0
62881,2021-03,PP,58,0,29,128,0.2266,0,,0,0.0
62881,2021-04,PP,58,0,21,122,0.1721,0,,0,0.0
62881,2021-05,PP,57,0,29,139,0.2086,4,,0,2.0000000000000107
62881,2021-06,PP,58,0,25,147,0.1701,2,,0,3.0000000000000044
62881,2021-07,PP,57,0,17,115,0.1478,1,,0,4.000000000000009
62881,2021-08,PP,57,0,26,146,0.1781,1,,0,4.000000000000009
62881,2021-09,PP,57,0,22,147,0.1497,1,,0,4.999999999999988
62881,2021-10,PP,58,0,23,130,0.1769,1,,0,4.999999999999988
62881,2021-11,PP,56,0,17,171,0.0994,0,,0,4.999999999999988
62881,2021-12,PP,55,0,14,133,0.1053,1,,0,5.9999999999999885
62881,2022-02,PP,57,0,12,25,0.48,0,,0,5.9999999999999885
62881,2022-03,PP,57,0,12,37,0.3243,1,,0,5.9999999999999885
62881,2022-04,PP,56,0,10,21,0.4762,1,,0,6.999999999999987
62881,2022-05,PP,55,0,18,127,0.1417,0,,0,5.000000000000021
62881,2022-06,PP,55,0,28,174,0.1609,1,,0,3.999999999999997
62881,2022-07,PP,53,0,11,90,0.1222,1,,0,3.999999999999997
62881,2022-08,PP,53,0,8,48,0.1667,2,,0,3.999999999999997
62881,2022-10,PP,53,0,7,39,0.1795,0,,0,2.9999999999999964
62881,2022-11,PP,55,0,18,124,0.1452,2,,0,4.999999999999993
62881,2022-12,PP,53,0,17,102,0.1667,0,,0,3.999999999999993
62881,2023-01,PP,53,0,1,1,1.0,0,,0,0.0
62881,2023-02,PP,49,0,7,9,0.7778,0,,0,3.999999999999993
62881,2023-03,PP,48,0,15,67,0.2239,2,,0,5.999999999999908
62881,2023-04,PP,47,0,20,98,0.2041,0,,0,4.999999999999922
62881,2023-05,PP,49,0,19,149,0.1275,3,,0,6.9999999999999325
62881,2023-06,PP,48,0,14,102,0.1373,0,,0,6.9999999999999325
62881,2023-07,PP,47,0,7,56,0.125,0,,0,5.999999999999956
62881,2023-08,PP,48,0,27,194,0.1392,1,,0,6.999999999999969
62881,2023-09,PP,49,0,17,143,0.1189,2,,0,8.999999999999966
62881,2023-10,PP,46,0,24,165,0.1455,0,,0,8.999999999999966
62881,2023-11,PP,47,0,28,188,0.1489,3,,0,9.99999999999998
62881,2023-12,PP,47,0,20,120,0.1667,0,,0,9.99999999999998
66828,2015-02,PP,51,0,12,17,0.7059,7,,0,0.0
66828,2015-03,PP,51,0,31,132,0.2348,3,,0,1.0
66828,2015-04,PP,51,0,35,167,0.2096,4,,0,1.0
66828,2015-05,PP,51,0,50,208,0.2404,1,,0,1.0
66828,2015-06,PP,51,0,42,158,0.2658,1,,0,1.0
66828,2015-07,PP,51,0,26,148,0.1757,1,,0,1.0
66828,2015-08,PP,51,0,37,205,0.1805,0,,0,1.0
66828,2015-09,PP,50,0,42,244,0.1721,2,,0,1.0
66828,2015-10,PP,50,0,43,232,0.1853,1,,0,1.0
66828,2015-11,PP,49,0,33,215,0.1535,1,,0,1.0
66828,2015-12,PP,49,0,31,186,0.1667,0,,0,1.0
66828,2016-02,PP,47,0,19,63,0.3016,0,,0,1.0
66828,2016-03,PP,49,0,36,136,0.2647,4,,0,0.0
66828,2016-04,PP,49,0,31,91,0.3407,1,,0,0.0
66828,2016-05,PP,50,0,18,169,0.1065,3,,0,1.0000000000000002
66828,2016-06,PP,45,0,30,211,0.1422,1,,0,1.0000000000000002
66828,2016-07,PP,46,0,14,115,0.1217,0,,0,1.0000000000000002
66828,2016-08,PP,43,0,25,167,0.1497,1,,0,1.0000000000000002
66828,2016-09,PP,42,0,5,67,0.0746,0,,0,1.0000000000000002
66828,2016-10,PP,48,0,25,176,0.142,3,,0,1.0000000000000002
66828,2016-11,PP,46,0,33,167,0.1976,0,,0,1.0000000000000002
66828,2016-12,PP,45,0,18,120,0.15,5,,0,1.0000000000000002
66828,2017-02,PP,47,0,12,41,0.2927,3,,0,1.0000000000000002
66828,2017-03,PP,48,0,17,104,0.1635,1,,0,1.0000000000000002
66828,2017-04,PP,48,0,36,174,0.2069,2,,0,1.0000000000000002
66828,2017-05,PP,48,0,44,231,0.1905,0,,0,0.0
66828,2017-06,PP,48,0,28,160,0.175,3,,0,0.0
66828,2017-07,PP,47,0,25,105,0.2381,0,,0,0.0
66828,2017-08,PP,51,0,45,212,0.2123,2,,0,0.0
66828,2017-09,PP,49,0,32,185,0.173,0,,0,0.0
66828,2017-10,PP,52,0,27,215,0.1256,1,,0,0.0
66828,2017-11,PP,49,0,13,174,0.0747,0,,0,0.0
66828,2017-12,PP,49,0,25,141,0.1773,1,,0,0.0
66828,2018-02,PP,50,0,9,26,0.3462,1,,0,0.0
66828,2018-03,PP,49,0,17,65,0.2615,3,,0,0.0
66828,2018-04,PP,53,0,20,150,0.1333,0,,0,0.0
66828,2018-05,PP,52,0,22,180,0.1222,0,,0,0.0
66828,2018-06,PP,53,0,27,171,0.1579,0,,0,0.0
66828,2018-07,PP,51,0,11,90,0.1222,0,,0,0.0
66828,2018-10,PP,54,0,9,98,0.0918,0,,0,0.0
66828,2018-11,PP,53,0,23,145,0.1586,0,,0,0.0
66828,2018-12,PP,50,0,21,122,0.1721,1,,0,0.0
66828,2019-02,PP,58,0,9,17,0.5294,0,,0,0.0
66828,2019-03,PP,59,0,15,65,0.2308,0,,0,0.0
66828,2019-04,PP,59,0,16,129,0.124,1,,0,0.0
66828,2019-05,PP,60,0,17,169,0.1006,0,,0,0.0
66828,2019-06,PP,60,0,14,161,0.087,0,,0,0.0
66828,2019-07,PP,60,0,11,120,0.0917,1,,0,0.0
66828,2019-08,PP,60,0,19,174,0.1092,3,,0,0.0
66828,2019-09,PP,60,0,20,197,0.1015,0,,0,0.0
66828,2019-10,PP,58,0,18,283,0.0636,0,,0,0.0
66828,2019-11,PP,58,0,14,165,0.0848,0,,0,0.0
66828,2019-12,PP,58,0,13,146,0.089,0,,0,0.0
66828,2020-02,PP,58,0,10,36,0.2778,2,,0,0.0
66828,2020-03,PP,58,0,5,62,0.0806,0,,0,0.0
66828,2020-04,PP,58,0,16,18,0.8889,5,,0,0.0
66828,2020-05,PP,58,0,16,17,0.9412,0,,0,0.0
66828,2020-06,PP,59,0,14,14,1.0,4,,0,0.0
66828,2020-07,PP,59,0,14,16,0.875,1,,0,0.0
66828,2020-08,PP,59,0,8,10,0.8,1,,0,0.0
66828,2020-09,PP,59,0,7,10,0.7,1,,0,0.0
66828,2020-10,PP,57,0,3,4,0.75,0,,0,0.0
66828,2020-11,PP,56,0,1,3,0.3333,0,,0,0.0
66828,2020-12,PP,57,0,23,25,0.92,2,,0,0.0
66828,2021-02,PP,58,0,11,17,0.6471,2,,0,0.9999999999999948
66828,2021-03,PP,58,0,23,128,0.1797,2,,0,2.000000000000007
66828,2021-04,PP,58,0,16,122,0.1311,2,,0,2.000000000000007
66828,2021-05,PP,57,0,16,139,0.1151,0,,0,2.000000000000007
66828,2021-06,PP,58,0,22,147,0.1497,2,,0,3.000000000000002
66828,2021-07,PP,57,0,9,115,0.0783,2,,0,3.000000000000002
66828,2021-08,PP,57,0,24,146,0.1644,0,,0,3.000000000000002
66828,2021-09,PP,57,0,22,147,0.1497,3,,0,3.999999999999997
66828,2021-10,PP,58,0,14,130,0.1077,1,,0,3.999999999999997
66828,2021-11,PP,56,0,19,171,0.1111,1,,0,3.999999999999997
66828,2021-12,PP,55,0,15,133,0.1128,0,,0,3.999999999999997
66828,2022-02,PP,57,0,13,25,0.52,1,,0,2.999999999999999
66828,2022-03,PP,57,0,13,37,0.3514,0,,0,2.000000000000001
66828,2022-04,PP,56,0,8,21,0.381,1,,0,2.000000000000001
66828,2022-05,PP,55,0,20,127,0.1575,1,,0,2.000000000000001
66828,2022-06,PP,55,0,19,174,0.1092,2,,0,3.0
66828,2022-07,PP,53,0,9,90,0.1,1,,0,3.999999999999996
66828,2022-08,PP,53,0,10,48,0.2083,0,,0,3.999999999999996
66828,2022-10,PP,53,0,8,39,0.2051,1,,0,3.999999999999994
66828,2022-11,PP,55,0,12,124,0.0968,2,,0,5.999999999999988
66828,2022-12,PP,53,0,21,102,0.2059,1,,0,6.999999999999985
66828,2023-01,PP,53,0,1,1,1.0,0,,0,0.0
66828,2023-02,PP,49,0,8,9,0.8889,0,,0,6.999999999999985
66828,2023-03,PP,48,0,21,67,0.3134,4,,0,9.999999999999918
66828,2023-04,PP,47,0,6,98,0.0612,0,,0,9.999999999999918
66828,2023-05,PP,49,0,25,149,0.1678,1,,0,10.99999999999992
66828,2023-06,PP,48,0,11,102,0.1078,0,,0,8.999999999999957
66828,2023-07,PP,47,0,4,56,0.0714,0,,0,7.9999999999999645
66828,2023-08,PP,48,0,13,194,0.067,1,,0,8.999999999999945
66828,2023-09,PP,49,0,16,143,0.1119,1,,0,8.999999999999945
66828,2023-10,PP,46,0,15,165,0.0909,3,,0,8.999999999999934
66828,2023-11,PP,47,0,9,188,0.0479,1,,0,7.99999999999997
66828,2023-12,PP,47,0,17,120,0.1417,1,,0,6.999999999999966
67138,2011-02,PV,3,0,12,12,1.0,0,,0,0.0
67138,2011-03,PV,3,0,11,78,0.141,1,,0,0.0
67138,2011-04,PV,3,0,22,120,0.1833,1,,0,0.0
67138,2011-05,PV,3,0,19,161,0.118,3,,0,0.0
67138,2011-06,PV,3,0,21,177,0.1186,1,,0,0.0
67138,2011-07,PV,3,0,2,78,0.0256,0,,0,0.0
67138,2011-08,PV,3,0,25,174,0.1437,1,,0,0.0
67138,2011-09,PV,3,0,19,129,0.1473,1,,0,0.0
67138,2011-10,PV,3,0,19,142,0.1338,0,,0,0.0
67138,2011-11,PV,3,0,18,175,0.1029,0,,0,0.0
67138,2011-12,PV,3,0,14,111,0.1261,0,,0,0.0
67138,2012-02,PV,3,0,11,25,0.44,1,,0,0.0
67138,2012-03,PV,3,0,25,117,0.2137,1,,0,0.0
67138,2012-04,PV,3,0,22,148,0.1486,2,,0,0.0
67138,2012-05,PV,3,0,28,192,0.1458,0,,0,0.0
67138,2012-06,PV,3,0,11,145,0.0759,0,,0,0.0
67138,2012-07,PV,3,0,17,92,0.1848,1,,0,0.0
67138,2012-08,PV,3,0,9,78,0.1154,0,,0,0.0
67138,2012-09,PV,3,0,8,68,0.1176,0,,0,0.0
67138,2012-10,PV,3,0,10,90,0.1111,0,,0,0.0
67138,2012-11,PV,3,0,17,155,0.1097,1,,0,0.0
67138,2012-12,PV,3,0,9,106,0.0849,1,,0,0.0
67138,2013-02,PV,3,0,9,30,0.3,0,,0,0.0
67138,2013-03,PV,3,0,9,102,0.0882,0,,0,0.0
67138,2013-04,PV,3,0,20,163,0.1227,0,,0,0.0
67138,2013-05,PV,2,0,23,169,0.1361,1,,0,0.0
67138,2013-06,PV,2,0,18,156,0.1154,0,,0,0.0
67138,2013-07,PV,2,0,9,110,0.0818,1,,0,0.0
67138,2013-08,PV,2,0,18,165,0.1091,0,,0,0.0
67138,2013-09,PV,2,0,9,172,0.0523,0,,0,0.0
67138,2013-10,PV,3,0,20,209,0.0957,0,,0,0.0
67138,2013-11,PV,2,0,19,186,0.1022,2,,0,0.0
67138,2013-12,PV,3,0,9,132,0.0682,0,,0,0.0
67138,2014-02,PV,3,0,13,51,0.2549,1,,0,0.0
67138,2014-03,PV,3,0,17,115,0.1478,0,,0,0.0
67138,2014-04,PV,3,0,16,193,0.0829,0,,0,0.0
67138,2014-05,PV,3,0,16,189,0.0847,0,,0,0.0
67138,2014-06,PV,3,0,8,79,0.1013,0,,0,0.0
67138,2014-07,PV,2,0,3,91,0.033,0,,0,0.0
67138,2014-08,PV,3,0,3,45,0.0667,1,,0,0.0
67138,2014-09,PV,1,0,2,26,0.0769,1,,0,0.0
67138,2014-10,PV,2,0,4,78,0.0513,0,,0,0.0
67138,2014-11,PV,3,0,12,170,0.0706,0,,0,0.0
67138,2014-12,PV,3,0,5,164,0.0305,0,,0,0.0
67138,2015-02,PV,21,0,11,17,0.6471,1,,0,0.0
67138,2015-03,PV,20,0,17,132,0.1288,1,,0,0.0
67138,2015-04,PV,18,0,18,167,0.1078,2,,0,0.0
67138,2015-05,PV,18,0,23,208,0.1106,1,,0,0.0
67138,2015-06,PV,18,0,21,158,0.1329,0,,0,0.0
67138,2015-07,PV,18,0,17,148,0.1149,0,,0,0.0
67138,2015-08,PV,18,0,23,205,0.1122,1,,0,0.0
67138,2015-09,PV,18,0,17,244,0.0697,2,,0,0.0
67138,2015-10,PV,18,0,24,232,0.1034,1,,0,0.0
67138,2015-11,PV,18,0,14,215,0.0651,0,,0,0.0
67138,2015-12,PV,17,0,6,186,0.0323,0,,0,0.0
67138,2016-02,PV,17,0,14,63,0.2222,1,,0,0.0
67138,2016-03,PV,18,0,21,136,0.1544,1,,0,0.0
67138,2016-04,PV,21,0,19,91,0.2088,1,,0,0.0
67138,2016-05,PV,18,0,11,169,0.0651,1,,0,0.0
67138,2016-06,PV,18,0,14,211,0.0664,0,,0,0.0
67138,2016-07,PV,19,0,8,115,0.0696,2,,0,0.0
67138,2016-08,PV,17,0,8,167,0.0479,1,,0,0.0
67138,2016-09,PV,17,0,3,67,0.0448,0,,0,0.0
67138,2016-10,PV,19,0,18,176,0.1023,0,,0,0.0
67138,2016-11,PV,18,0,17,167,0.1018,0,,0,0.0
67138,2016-12,PV,19,0,13,120,0.1083,0,,0,0.0
67138,2017-02,PV,19,0,9,41,0.2195,0,,0,0.0
67138,2017-03,PV,19,0,17,104,0.1635,1,,0,0.0
67138,2017-04,PV,19,0,19,174,0.1092,1,,0,0.0
67138,2017-05,PV,19,0,21,231,0.0909,0,,0,0.0
67138,2017-06,PV,19,0,10,160,0.0625,1,,0,0.0
67138,2017-07,PV,19,0,5,105,0.0476,0,,0,0.0
67138,2017-08,PV,19,0,18,212,0.0849,1,,0,0.0
67138,2017-09,PV,18,0,19,185,0.1027,0,,0,0.0
67138,2017-10,PV,22,0,9,215,0.0419,0,,0,0.0
67138,2017-11,PV,18,0,15,174,0.0862,0,,0,0.0
67138,2017-12,PV,18,0,8,141,0.0567,0,,0,0.0
67138,2018-02,PV,18,0,12,26,0.4615,0,,0,0.0
67138,2018-03,PV,18,0,16,65,0.2462,0,,0,0.0
67138,2018-04,PV,22,0,7,150,0.0467,0,,0,0.0
67138,2018-05,PV,21,0,14,180,0.0778,0,,0,0.0
67138,2018-06,PV,22,0,7,171,0.0409,0,,0,0.0
67138,2018-07,PV,22,0,5,90,0.0556,0,,0,0.0
67138,2018-08,PV,20,0,3,63,0.0476,0,,0,0.0
67138,2018-10,PV,20,0,1,98,0.0102,0,,0,0.0
67138,2018-11,PV,21,0,9,145,0.0621,0,,0,0.0
67138,2018-12,PV,19,0,9,122,0.0738,0,,0,0.0
67138,2019-02,PV,13,0,11,17,0.6471,0,,0,0.0
67138,2019-03,PV,13,0,13,65,0.2,0,,0,0.0
67138,2019-04,PV,12,0,14,129,0.1085,1,,0,0.0
