code_amc,area_amc_km2,densidade_buffer_real_1858,densidade_buffer_sintetica_1858,densidade_buffer_real_1860,densidade_buffer_sintetica_1860,densidade_buffer_real_1862,densidade_buffer_sintetica_1862,densidade_buffer_real_1863,densidade_buffer_sintetica_1863,densidade_buffer_real_1873,densidade_buffer_sintetica_1873,densidade_buffer_real_1875,densidade_buffer_sintetica_1875,densidade_buffer_real_1876,densidade_buffer_sintetica_1876,densidade_buffer_real_1880,densidade_buffer_sintetica_1880,densidade_buffer_real_1881,densidade_buffer_sintetica_1881,densidade_buffer_real_1882,densidade_buffer_sintetica_1882,densidade_buffer_real_1883,densidade_buffer_sintetica_1883,densidade_buffer_real_1884,densidade_buffer_sintetica_1884,densidade_buffer_real_1885,densidade_buffer_sintetica_1885,densidade_buffer_real_1886,densidade_buffer_sintetica_1886,densidade_buffer_real_1887,densidade_buffer_sintetica_1887,densidade_buffer_real_1888,densidade_buffer_sintetica_1888,densidade_buffer_real_1891,densidade_buffer_sintetica_1891,densidade_buffer_real_1892,densidade_buffer_sintetica_1892,densidade_buffer_real_1894,densidade_buffer_sintetica_1894,densidade_buffer_real_1895,densidade_buffer_sintetica_1895,densidade_buffer_real_1896,densidade_buffer_sintetica_1896,densidade_buffer_real_1900,densidade_buffer_sintetica_1900,densidade_buffer_real_1901,densidade_buffer_sintetica_1901,densidade_buffer_real_1902,densidade_buffer_sintetica_1902,densidade_buffer_real_1904,densidade_buffer_sintetica_1904,densidade_buffer_real_1905,densidade_buffer_sintetica_1905,densidade_buffer_real_1906,densidade_buffer_sintetica_1906,densidade_buffer_real_1907,densidade_buffer_sintetica_1907,densidade_buffer_real_1908,densidade_buffer_sintetica_1908,densidade_buffer_real_1910,densidade_buffer_sintetica_1910,densidade_buffer_real_1911,densidade_buffer_sintetica_1911,densidade_buffer_real_1912,densidade_buffer_sintetica_1912,densidade_buffer_real_1913,densidade_buffer_sintetica_1913,densidade_buffer_real_1914,densidade_buffer_sintetica_1914,densidade_buffer_real_1915,densidade_buffer_sintetica_1915,densidade_buffer_real_1916,densidade_buffer_sintetica_1916,densidade_buffer_real_1917,densidade_buffer_sintetica_1917,densidade_buffer_real_1918,densidade_buffer_sintetica_1918,densidade_buffer_real_1919,densidade_buffer_sintetica_1919,densidade_buffer_real_1920,densidade_buffer_sintetica_1920,densidade_buffer_real_1921,densidade_buffer_sintetica_1921,densidade_buffer_real_1922,densidade_buffer_sintetica_1922,densidade_buffer_real_1923,densidade_buffer_sintetica_1923,densidade_buffer_real_1924,densidade_buffer_sintetica_1924,densidade_buffer_real_1925,densidade_buffer_sintetica_1925,densidade_buffer_real_1926,densidade_buffer_sintetica_1926,densidade_buffer_real_1927,densidade_buffer_sintetica_1927,densidade_buffer_real_1929,densidade_buffer_sintetica_1929,densidade_buffer_real_1931,densidade_buffer_sintetica_1931,densidade_buffer_real_1932,densidade_buffer_sintetica_1932,densidade_buffer_real_1933,densidade_buffer_sintetica_1933,densidade_buffer_real_1934,densidade_buffer_sintetica_1934,densidade_buffer_real_1936,densidade_buffer_sintetica_1936,densidade_buffer_real_1937,densidade_buffer_sintetica_1937,densidade_buffer_real_1940,densidade_buffer_sintetica_1940,densidade_buffer_real_1941,densidade_buffer_sintetica_1941,densidade_buffer_real_1944,densidade_buffer_sintetica_1944,densidade_buffer_real_1947,densidade_buffer_sintetica_1947,densidade_buffer_real_1948,densidade_buffer_sintetica_1948,densidade_buffer_real_1949,densidade_buffer_sintetica_1949,densidade_buffer_real_1950,densidade_buffer_sintetica_1950,densidade_buffer_real_1951,densidade_buffer_sintetica_1951,densidade_buffer_real_1953,densidade_buffer_sintetica_1953,densidade_buffer_real_1955,densidade_buffer_sintetica_1955,densidade_buffer_real_1956,densidade_buffer_sintetica_1956,densidade_buffer_real_1957,densidade_buffer_sintetica_1957,densidade_buffer_real_1958,densidade_buffer_sintetica_1958,densidade_buffer_real_1961,densidade_buffer_sintetica_1961,densidade_buffer_real_1962,densidade_buffer_sintetica_1962,densidade_buffer_real_1966,densidade_buffer_sintetica_1966,densidade_buffer_real_1969,densidade_buffer_sintetica_1969,densidade_buffer_real_1972,densidade_buffer_sintetica_1972,densidade_buffer_real_1985,densidade_buffer_sintetica_1985,densidade_buffer_real_1996,densidade_buffer_sintetica_1996,densidade_buffer_real_2003,densidade_buffer_sintetica_2003
5096,221.9591745261667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5097,295.5505137220807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4607743073330892,0,0.4607743073330892,0,0.4607743073330892,0,0.4607743073330892,0,0.4607743073330892,0,0.5060757681016541,0,0.5060757681016541,0,0.5060757681016541,0,0.5060757681016541,0,0.5060757681016541,0,0.5060757681016541,0,0.5060757681016541,0,0.5060757681016541,0,0.5060757681016541,0,0.5060757681016541,0,0.5060757681016541,0,0.5060757681016541,0,0.5060757681016541,0,0.5060757681016541,0.1801243029346154,0.5060757681016541,0.1801243029346154,0.5060757681016541,0.1801243029346154,0.5060757681016541,0.1801243029346154,0.5060757681016541,0.1801243029346154,0.5060757681016541,0.1801243029346154,0.5060757681016541,0.1801243029346154,0.5060757681016541,0.1801243029346154,0.5060757681016541,0.1801243029346154,0.5060757681016541,0.1801243029346154,0.5060757681016541,0.1801243029346154,0.5060757681016541,0.1801243029346154,0.5060757681016541,0.1801243029346154,0.5060757681016541,0.1801243029346154,0.5060757681016541,0.1801243029346154,0.5060757681016541,0.1801243029346154,0.5060757681016541,0.1801243029346154,0.5060757681016541,0.1801243029346154,0.5060757681016541,0.1801243029346154,0.5060757681016541,0.1801243029346154,0.5060757681016541,0.1801243029346154,0.5060757681016541,0.1801243029346154,0.5060757681016541,0.1801243029346154,0.5060757681016541,0.1801243029346154,0.5060757681016541,0.1801243029346154
5098,953.0987036984238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00612756477648998,0,0.00612756477648998,0,0.00612756477648998,0,0.00612756477648998,0,0.00612756477648998,0,0.00612756477648998,0,0.00612756477648998,0,0.00612756477648998,0,0.00612756477648998,0,0.00612756477648998,0,0.00612756477648998,0,0.00612756477648998,0,0.00612756477648998,0,0.2924571459059484,0.22846939018014523,0.2924571459059484,0.22846939018014523,0.2924571459059484,0.22846939018014523,0.2924571459059484,0.22846939018014523,0.2924571459059484,0.22846939018014523,0.2924571459059484,0.22846939018014523,0.2924571459059484,0.22846939018014523,0.2924571459059484,0.22846939018014523,0.2924571459059484,0.22846939018014523,0.2924571459059484,0.22847428691432456,0.2924571459059484,0.22847428691432456,0.2924571459059484,0.22847428691432456,0.2924571459059484,0.22847428691432456,0.2924571459059484,0.22847428691432456,0.2924571459059484,0.22847428691432456,0.2924571459059484,0.22847428691432456,0.2924571459059484,0.22847428691432456,0.2924571459059484,0.22847428691432456,0.2924571459059484,0.22847428691432456,0.2924571459059484,0.22847428691432456,0.2924571459059484,0.22847428691432456,0.2924571459059484,0.22847428691432456,0.2924571459059484,0.22847428691432456,0.2924571459059484,0.22847428691432456,0.2924571459059484,0.22847428691432456
5099,193.267578658664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5238861924419012,0,0.5238861924419012,0,0.5238861924419012,0,0.5238861924419012,0,0.5238861924419012,0,0.5238861924419012,0,0.5238861924419012,0,0.5238861924419012,0,0.5238861924419012,0,0.5238861924419012,0,0.5238861924419012,0,0.5238861924419012,0,0.5238861924419012,0,0.5238861924419012,0,0.5238861924419012,0.3308336927291109,0.5238861924419012,0.3308336927291109,0.5238861924419012,0.3308336927291109,0.5238861924419012,0.3308336927291109,0.5238861924419012,0.3308336927291109,0.5238861924419012,0.3308336927291109,0.5238861924419012,0.3308336927291109,0.5238861924419012,0.3308336927291109,0.5238861924419012,0.3308336927291109,0.5238861924419012,0.3308336927291109,0.5238861924419012,0.3308336927291109,0.5238861924419012,0.3308336927291109,0.5238861924419012,0.3308336927291109,0.5238861924419012,0.3308336927291109,0.5238861924419012,0.3308336927291109,0.5238861924419012,0.3308336927291109,0.5238861924419012,0.3308336927291109,0.5238861924419012,0.3308336927291109,0.5238861924419012,0.3308336927291109,0.5238861924419012,0.3308336927291109,0.5238861924419012,0.3308336927291109,0.5238861924419012,0.3308336927291109,0.5238861924419012,0.3308336927291109,0.5238861924419012,0.3308336927291109,0.5238861924419012,0.3308336927291109,0.5238861924419012,0.3308336927291109,0.5238861924419012,0.3308336927291109,0.5238861924419012,0.3308336927291109,0.5238861924419012,0.3308336927291109,0.5238861924419012,0.3308336927291109,0.5238861924419012,0.3308336927291109,0.5238861924419012,0.3308336927291109,0.5238861924419012,0.3308336927291109,0.5238861924419012,0.3308336927291109,0.5238861924419012,0.3308336927291109,0.5238861924419012,0.3308336927291109,0.5238861924419012,0.3308336927291109,0.5238861924419012,0.3308336927291109,0.5238861924419012,0.3308336927291109,0.5238861924419012,0.3308336927291109,0.5238861924419012,0.3308336927291109,0.5238861924419012,0.3308336927291109,0.5238861924419012,0.3308393134636599,0.5238861924419012,0.3308393134636599,0.5238861924419012,0.3308393134636599,0.5238861924419012,0.3308393134636599,0.5238861924419012,0.3308393134636599,0.5238861924419012,0.3308393134636599,0.5238861924419012,0.3308393134636599,0.5238861924419012,0.3308393134636599,0.5238861924419012,0.3308393134636599
5100,419.5210013833387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004228513965099098,0,0.004228513965099098,0,0.004228513965099098,0,0.004228513965099098,0,0.004228513965099098,0,0.004228513965099098,0,0.004228513965099098,0,0.004228513965099098,0,0.004228513965099098,0,0.11183168477799843,0,0.11183168477799843,0,0.11183168477799843,0,0.11183168477799843,0,0.11183168477799843,0,0.11183883945884467,0,0.11183883945884467,0,0.11188277396731537,0,0.11188277396731537,0.30663675091573434,0.11188277396731537,0.30663675091573434,0.11188277396731537,0.30663675091573434,0.11188277396731537,0.30663675091573434,0.11188277396731537,0.30663675091573434,0.11188277396731537,0.30663675091573434,0.11188277396731537,0.30663675091573434,0.11188277396731537
5101,82.10353602552924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4189994539556755,0,0.4189994539556755,0,0.4189994539556755,0,0.4189994539556755,0,0.4189994539556755,0,0.4189994539556755,0,0.4189994539556755,0,0.4189994539556755,0,0.4189994539556755,0,0.4189994539556755,0,0.4189994539556755,0,0.4189994539556755,0,0.4189994539556755,0,0.4189994539556755,0,0.4189994539556755,0,0.4189994539556755,0,0.4189994539556755,0
5102,230.9294920446062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0010774717774287726,0,0.0010774717774287726,0,0.5162326264024049,0,0.5162326264024049,0,0.5162326264024049,0,0.5162326264024049,0,0.5162326264024049,0,0.5162326264024049,0,0.5162326264024049,0,0.5162326264024049,0,0.5162326264024049,0,0.5162326264024049,0,0.5162326264024049,0,0.5162326264024049,0,0.5162326264024049,0,0.5162326264024049,0,0.5162326264024049,0,0.5162326264024049,0,0.5162326264024049,0,0.5162326264024049,0,0.5162326264024049,0,0.5162326264024049,0,0.5162326264024049,0,0.5162326264024049,0.11198451997188628,0.5162326264024049,0.11198451997188628,0.5162326264024049,0.11198451997188628,0.5162326264024049,0.11198451997188628,0.5162326264024049,0.11198451997188628,0.5162326264024049,0.11198451997188628,0.5162326264024049,0.11198451997188628,0.5162326264024049,0.11198451997188628,0.5162326264024049,0.11198451997188628,0.5162326264024049,0.11198451997188628,0.5162326264024049,0.11198451997188628,0.5162326264024049,0.11198451997188628,0.5162326264024049,0.11198451997188628,0.5162326264024049,0.11198451997188628,0.5162326264024049,0.11198451997188628,0.5162326264024049,0.11198451997188628,0.5162326264024049,0.11198451997188628,0.5162326264024049,0.11198451997188628,0.5162326264024049,0.11198451997188628,0.5162326264024049,0.11198451997188628,0.5162326264024049,0.11198451997188628,0.5162326264024049,0.11198451997188628,0.5162326264024049,0.11198451997188628,0.5162326264024049,0.11198451997188628,0.5162326264024049,0.11198451997188628
5103,109.84679460741697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5104,167.77437032694735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5105,505.06597669675944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.298740391623423,0,0.298740391623423,0,0.298740391623423,0,0.298740391623423,0,0.298740391623423,0,0.298740391623423,0,0.298740391623423,0,0.298740391623423,0,0.298740391623423,0,0.298740391623423,0,0.298740391623423,0,0.298740391623423,0,0.298740391623423,0,0.298740391623423,0,0.298740391623423,0,0.298740391623423,0,0.298740391623423,0,0.298740391623423,0,0.298740391623287,0,0.298740391623287,0,0.298740391623287,0,0.298740391623287,0,0.298740391623287,0,0.298740391623287,0,0.298740391623287
5106,78.21148446245104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5107,99.95888770740936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004755053164859115,0,0.004755053164859115,0,0.004755053164859115,0,0.004755053164859115,0,0.004755053164859115,0,0.004755053164859115,0,0.44929522942949446,0,0.44929522942949446,0,0.44929522942949446,0,0.44929522942949446,0,0.44929522942949446,0,0.44929522942949446,0,0.44929522942949446,0,0.44929522942949446,0,0.44929522942949446,0,0.44929522942949446,0,0.44929522942949446,0,0.44929522942949446,0,0.44929522942949446,0,0.44929522942949446,0,0.44929522942949446,0,0.44929522942949446,0,0.44929522942949446,0
5108,127.22218589533398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5109,127.88207651339793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5110,263.48003125987617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5111,154.3692821064974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5112,126.28068644729137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5113,624.9960165711464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5114,188.3031284616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5115,301.7719469337385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5130366660046719,0,0.5130366660046719,0,0.5130366660046719,0,0.5130366660046719,0,0.5130366660046719,0,0.5130366660046719,0,0.5130366660046719,0,0.5130366660046719,0,0.5130366660046719,0,0.5130366660046719,0,0.5130366660046719,0,0.5130366660046719,0,0.5130366660046719,0,0.5130366660046719,0,0.5306039841906721,0,0.5306039841906721,0,0.5306039841906721,0,0.5306039841906721,0,0.5306039841906721,0,0.5306039841906721,0,0.5306039841906721,0,0.5306039841906721,0,0.5306039841906721,0,0.5306039841906721,0,0.5306039841906721,0,0.5306039841906721,0,0.5306039841906721,0,0.5306039841906721,0,0.5306039841906721,0,0.5306039841906721,0,0.5306039841906721,0,0.5306039841906721,0,0.5306039841906721,0,0.5306039841906721,0,0.5306039841906721,0,0.5306039841906721,0,0.5306039841906721,0,0.5306039841906721,0,0.5306039841906721,0,0.5306039841906721,0,0.5306039841906721,0,0.5306039841906721,0,0.5306039841906721,0,0.5306039841906721,0,0.5306039841906721,0,0.5306039841906721,0,0.5306039841906721,0,0.5306039841906721,0,0.5306039841906721,0,0.5306039841906721,0,0.5306039841906721,0,0.5306039841906721,0,0.5306039841906721,0,0.5306039841906721,0,0.5306039841906721,0,0.5306039841906721,0,0.5306039841906721,0,0.5306039841906721,0,0.5306039841906721,0,0.5306039841906721,0,0.5306039841906721,0,0.5306039841906721,0,0.5306039841906721,0,0.5306039841906721,0,0.5306039841906721
5116,190.56512766255904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5117,404.9068412652247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5118,75.43704166196311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5119,249.9264785403995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.054432081736818703,0,0.054432081736818703,0,0.054432081736818703,0.37316310378461287,0.054432081736818703,0.37316310378461287,0.054432081736818703,0.37316310378461287,0.054432081736818703,0.37316310378461287,0.054432081736818703,0.37316310378461287,0.054432081736818703,0.37316310378461287,0.054432081736818703,0.37316310378461287,0.054432081736818703,0.37316310378461287,0.054432081736818703,0.37316310378461287,0.054432081736818703,0.37316310378461287,0.054432081736818703,0.37316310378461287,0.054432081736818703,0.37316310378461287,0.054432081736818703,0.37316310378461287,0.054432081736818703,0.37316310378461287,0.054432081736818703,0.37316310378461287,0.054432081736818703,0.37316310378461287,0.16690507165483923,0.37316310378461287,0.16690507165483923,0.37316310378461287,0.16690507165483923,0.37316310378461287,0.16690507165483923,0.37316310378461287,0.16690507165483923,0.37316310378461287,0.16690507165483923,0.37316310378461287,0.16690507165483923,0.37316310378461287,0.16690507165483923,0.37316310378461287,0.16690507165483923,0.37316310378461287,0.16690507165483923,0.37316310378461287,0.16690507165483923,0.37316310378461287,0.16690507165483923,0.37316310378461287,0.16690507165483923,0.37316310378461287,0.16690507165483923,0.37316310378461287,0.16690507165483923,0.37316310378461287,0.16690507165483923,0.37316310378461287,0.16690507165483923,0.37316310378461287,0.16690507165483923,0.37316310378461287,0.16690507165483923,0.37316310378461287,0.16690507165483923,0.37316310378461287,0.16690507165483923,0.37316310378461287,0.16690507165483923,0.37316310378461287,0.16690507165483923,0.37316310378461287,0.16690507165483923,0.37316310378461287,0.16690507165483923,0.7090348908135131,0.16690507165483923,0.7090348908135131,0.16690507165483923,0.7090348908135131,0.16690507165483923,0.7090348908135131,0.16690507165483923,0.7090348908135131,0.16690507165483923,0.7090348908135131,0.16690507165483923,0.7090348908135131,0.16690507165483923,0.7090348908135131,0.16690507165483923,0.7090348908135131,0.16690507165483923,0.7090348908135131,0.16690507165483923,0.7090348908135131,0.16690507165483923,0.7090348908135131,0.16690507165483923,0.7090348908135131,0.16690507165483923,0.7090348908135131,0.16690507165483923,0.7090348908135131,0.16690507165483923,0.7090348908135131,0.16690507165483923,0.7090385155721188,0.16690507165483923,0.7090385155721188,0.16690507165483923,0.7090385155721188,0.16690507165483923,0.7090385155721188,0.16690507165483923,0.7090385155721188,0.16690507165483923,0.7090385155721188,0.16690507165483923,0.7090385155721188,0.16690507165483923,0.7090385155721188,0.16690507165483923,0.7090385155721188
