code_amc,list_code_muni_2010,list_name_muni_2010,dist_rail_1858,dist_rail_1860,dist_rail_1862,dist_rail_1863,dist_rail_1873,dist_rail_1875,dist_rail_1876,dist_rail_1880,dist_rail_1881,dist_rail_1882,dist_rail_1883,dist_rail_1884,dist_rail_1885,dist_rail_1886,dist_rail_1887,dist_rail_1888,dist_rail_1891,dist_rail_1892,dist_rail_1894,dist_rail_1895,dist_rail_1896,dist_rail_1900,dist_rail_1901,dist_rail_1902,dist_rail_1904,dist_rail_1905,dist_rail_1906,dist_rail_1907,dist_rail_1908,dist_rail_1910,dist_rail_1911,dist_rail_1912,dist_rail_1913,dist_rail_1914,dist_rail_1915,dist_rail_1916,dist_rail_1917,dist_rail_1918,dist_rail_1919,dist_rail_1920,dist_rail_1921,dist_rail_1922,dist_rail_1923,dist_rail_1924,dist_rail_1925,dist_rail_1926,dist_rail_1927,dist_rail_1929,dist_rail_1931,dist_rail_1932,dist_rail_1933,dist_rail_1934,dist_rail_1936,dist_rail_1937,dist_rail_1940,dist_rail_1941,dist_rail_1944,dist_rail_1947,dist_rail_1948,dist_rail_1949,dist_rail_1950,dist_rail_1951,dist_rail_1953,dist_rail_1955,dist_rail_1956,dist_rail_1957,dist_rail_1958,dist_rail_1961,dist_rail_1962,dist_rail_1966,dist_rail_1969,dist_rail_1972,dist_rail_1985,dist_rail_1996,dist_rail_2003
3001,"2100055,2100550,2101970,2102358,2102556,2102606,2102903,2103158,2103174,2103257,2103752,2104305,2104552,2104677,2105302,2105427,2105500,2105658,2105989,2106201,2106326,2106375,2107001,2107357,2109007,2109239,2109551,2110039,2110856,2111052,2111532,2111763,2112407,2112456,2112852","2100055,2100550,2101970,2102358,2102556,2102606,2102903,2103158,2103174,2103257,2103752,2104305,2104552,2104677,2105302,2105427,2105500,2105658,2105989,2106201,2106326,2106375,2107001,2107357,2109007,2109239,2109551,2110039,2110856,2111052,2111532,2111763,2112407,2112456,2112852",1381.6813411610576,1342.9111335467612,1341.2040718653277,1294.135483592488,897.9525970453519,897.9525970453519,897.9525970453519,897.9525970453519,897.9525970453519,658.3139613593418,658.3139613593418,658.3139613593418,658.3139613593418,658.3139613593418,658.3139613593418,658.3139613593418,658.3139613593418,658.3139613593418,658.3139613593418,391.0245213858335,391.0245213858335,391.0245213858335,391.0245213858335,391.0245213858335,391.0245213858335,391.0245213858335,391.0245213858335,391.0245213858335,391.0245213858335,391.0245213858335,391.0245213858335,391.0245213858335,391.0245213858335,391.0245213858335,391.0245213858335,391.0245213858335,391.0245213858335,391.0245213858335,280.79931040692315,265.1120062375388,257.0752730836172,257.0752730836172,257.0752730836172,257.0752730836172,257.0752730836172,257.0752730836172,257.0752730836172,257.0752730836172,257.0752730836172,257.0752730836172,257.0752730836172,257.0752730836172,257.0752730836172,257.0752730836172,257.0752730836172,257.0752730836172,257.0752730836172,257.0752730836172,257.0752730836172,257.0752730836172,257.0752730836172,257.0752730836172,257.0752730836172,257.0752730836172,257.0752730836172,257.0752730836172,257.0752730836172,257.0752730836172,257.0752730836172,257.0752730836172,257.0752730836172,257.0752730836172,41.969603192720314,41.969603192720314,41.969603192720314
3002,"2100105,2102200,2103406,2103901","2100105,2102200,2103406,2103901",1004.2210825750312,988.6828035394692,972.5075103550339,972.5075103550339,494.1689956498019,494.1689956498019,494.1689956498019,494.1689956498019,494.1689956498019,270.2974282655485,270.2974282655485,270.2974282655485,270.2974282655485,270.2974282655485,270.2974282655485,270.2974282655485,270.2974282655485,270.2974282655485,264.43721032644135,87.41169573733085,87.41169573733085,87.41169573733085,87.41169573733085,87.41169573733085,87.41169573733085,87.41169573733085,87.41169573733085,87.41169573733085,87.41169573733085,87.41169573733085,87.41169573733085,87.41169573733085,87.41169573733085,87.41169573733085,87.41169573733085,87.41169573733085,87.41169573733085,87.41169573733085,87.41169573733085,87.41169573733085,84.33922022240318,84.33922022240318,84.33922022240318,84.33922022240318,84.33922022240318,84.33922022240318,84.33922022240318,84.33922022240318,84.33922022240318,84.33922022240318,84.33922022240318,84.33922022240318,84.33922022240318,84.33922022240318,84.33922022240318,84.33922022240318,84.33922022240318,84.33922022240318,84.33922022240318,84.33922022240318,84.33922022240318,84.33922022240318,84.33922022240318,84.33922022240318,84.33922022240318,84.33922022240318,84.33922022240318,84.33922022240318,84.33922022240318,84.33922022240318,84.33922022240318,84.33922022240318,84.33922022240318,84.33922022240318,84.33922022240318
3003,"2100154,2100907","2100154,2100907",972.6957019069944,961.661711238946,954.0260153947787,954.0260153947787,393.26733388312897,393.26733388312897,393.26733388312897,393.26733388312897,393.26733388312897,133.99526944102237,133.99526944102237,133.99526944102237,133.99526944102237,133.99526944102237,133.99526944102237,133.99526944102237,133.99526944102237,133.99526944102237,133.99526944102237,133.99526944102237,133.99526944102237,133.99526944102237,133.99526944102237,133.99526944102237,133.99526944102237,133.99526944102237,133.99526944102237,133.99526944102237,133.99526944102237,133.99526944102237,133.99526944102237,133.99526944102237,133.99526944102237,133.99526944102237,133.99526944102237,133.99526944102237,133.99526944102237,133.99526944102237,133.99526944102237,31.104732752709403,31.104732752709403,31.104732752709403,31.104732752709403,31.104732752709403,31.104732752709403,31.104732752709403,31.104732752709403,31.104732752709403,31.104732752709403,31.104732752709403,31.104732752709403,31.104732752709403,31.104732752709403,31.104732752709403,31.104732752709403,31.104732752709403,31.104732752709403,31.104732752709403,31.104732752709403,31.104732752709403,31.104732752709403,31.104732752709403,31.104732752709403,31.104732752709403,31.104732752709403,31.104732752709403,31.104732752709403,31.104732752709403,31.104732752709403,31.104732752709403,31.104732752709403,31.104732752709403,31.104732752709403,31.104732752709403,31.104732752709403
3004,"2100204,2101905","2100204,2101905",1245.7721274351077,1231.4261114545022,1218.1208668794045,1218.1208668794045,686.5388137783846,686.5388137783846,686.5388137783846,686.5388137783846,686.5388137783846,424.64760468741645,424.64760468741645,424.64760468741645,424.64760468741645,424.64760468741645,424.64760468741645,424.64760468741645,424.64760468741645,424.64760468741645,424.64760468741645,307.13632385753215,307.13632385753215,307.13632385753215,307.13632385753215,307.13632385753215,307.13632385753215,307.13632385753215,307.13632385753215,307.13632385753215,307.13632385753215,307.13632385753215,307.13632385753215,307.13632385753215,307.13632385753215,307.13632385753215,307.13632385753215,307.13632385753215,307.13632385753215,307.13632385753215,33.4510281920601,33.4510281920601,33.4510281920601,33.4510281920601,33.4510281920601,33.4510281920601,33.4510281920601,33.4510281920601,33.4510281920601,33.4510281920601,33.4510281920601,33.4510281920601,33.4510281920601,33.4510281920601,33.4510281920601,33.4510281920601,33.4510281920601,33.4510281920601,33.4510281920601,33.4510281920601,33.4510281920601,33.4510281920601,33.4510281920601,33.4510281920601,33.4510281920601,33.4510281920601,33.4510281920601,33.4510281920601,33.4510281920601,33.4510281920601,33.4510281920601,33.4510281920601,33.4510281920601,33.4510281920601,33.4510281920601,33.4510281920601,33.4510281920601
3005,"2100303,2103000,2104404,2104602,2111078,2111748","2100303,2103000,2104404,2104602,2111078,2111748",1011.328403547245,993.965887005677,972.6222805308291,972.6222805308291,556.1947073081475,556.1947073081475,556.1947073081475,556.1947073081475,556.1947073081475,359.480031515448,359.480031515448,359.480031515448,359.480031515448,359.480031515448,359.480031515448,359.480031515448,359.480031515448,359.480031515448,320.43473609220837,23.15399000395521,23.15399000395521,23.15399000395521,23.15399000395521,23.15399000395521,23.15399000395521,23.15399000395521,23.15399000395521,23.15399000395521,23.15399000395521,23.15399000395521,23.15399000395521,23.15399000395521,23.15399000395521,23.15399000395521,23.15399000395521,23.15399000395521,23.15399000395521,23.15399000395521,23.15399000395521,23.15399000395521,17.487874233851638,17.487874233851638,17.487874233851638,17.487874233851638,17.487874233851638,17.487874233851638,17.487874233851638,17.487874233851638,17.487874233851638,17.487874233851638,17.487874233851638,17.487874233851638,17.487874233851638,17.487874233851638,17.487874233851638,17.487874233851638,17.487874233851638,17.487874233851638,17.487874233851638,17.487874233851638,17.487874233851638,17.487874233851638,17.487874233851638,17.487874233851638,17.487874233851638,17.487874233851638,17.487874233851638,17.487874233851638,17.487874233851638,17.487874233851638,17.487874233851638,17.487874233851638,17.487874233851638,17.487874233851638,17.487874233851638
3006,"2100402,2100436,2100477,2100600,2100873,2100956,2101202,2101608,2101772,2101939,2102002,2102036,2102077,2102150,2102325,2102705,2102754,2103307,2103554,2103604,2103802,2104008,2104081,2104099,2104503,2104651,2104800,2105153,2105203,2105351,2105401,2105476,2105609,2105708,2105807,2105948,2105906,2105963,2106003,2106359,2106631,2106755,2106904,2107407,2108108,2108207,2108454,2108504,2108702,2108801,2108900,2109106,2109759,2109908,2110005,2110302,2111029,2111250,2111409,2111508,2111631,2111672,2111722,2111805,2112100,2112233,2112274,2112308,2112902,2113009,2114007","2100402,2100436,2100477,2100600,2100873,2100956,2101202,2101608,2101772,2101939,2102002,2102036,2102077,2102150,2102325,2102705,2102754,2103307,2103554,2103604,2103802,2104008,2104081,2104099,2104503,2104651,2104800,2105153,2105203,2105351,2105401,2105476,2105609,2105708,2105807,2105948,2105906,2105963,2106003,2106359,2106631,2106755,2106904,2107407,2108108,2108207,2108454,2108504,2108702,2108801,2108900,2109106,2109759,2109908,2110005,2110302,2111029,2111250,2111409,2111508,2111631,2111672,2111722,2111805,2112100,2112233,2112274,2112308,2112902,2113009,2114007",1220.2961920250639,1175.0156851954123,1175.0156851954123,1125.243614938142,771.2758529503582,771.2758529503582,771.2758529503582,771.2758529503582,771.2758529503582,552.9419042281464,552.9419042281464,552.9419042281464,552.9419042281464,552.9419042281464,552.9419042281464,552.9419042281464,552.9419042281464,552.9419042281464,536.3212121451395,242.03039960319708,242.03039960319708,242.03039960319708,242.03039960319708,242.03039960319708,242.03039960319708,242.03039960319708,242.03039960319708,242.03039960319708,242.03039960319708,242.03039960319708,242.03039960319708,242.03039960319708,242.03039960319708,242.03039960319708,242.03039960319708,242.03039960319708,242.03039960319708,242.03039960319708,242.03039960319708,202.86736523466732,168.09679741652306,168.09679741652306,168.09679741652306,168.09679741652306,168.09679741652306,168.09679741652306,168.09679741652306,168.09679741652306,168.09679741652306,168.09679741652306,168.09679741652306,168.09679741652306,168.09679741652306,168.09679741652306,168.09679741652306,168.09679741652306,168.09679741652306,168.09679741652306,168.09679741652306,168.09679741652306,168.09679741652306,168.09679741652306,168.09679741652306,168.09679741652306,168.09679741652306,168.09679741652306,168.09679741652306,168.09679741652306,168.09679741652306,168.09679741652306,168.09679741652306,168.09679741652306,121.40962670155108,121.40962670155108,121.40962670155108
3007,"2100501,2112001","2100501,2112001",1224.7325836151795,929.9521334114168,929.9521334114168,904.8024516760023,904.8024516760023,880.8516814762446,855.4369228605764,827.0845159518072,827.0845159518072,827.0845159518072,760.06157097787,760.06157097787,760.06157097787,760.06157097787,667.587064017308,667.587064017308,667.587064017308,667.587064017308,667.587064017308,571.4771810852012,571.4771810852012,571.4771810852012,571.4771810852012,571.4771810852012,571.4771810852012,571.4771810852012,571.4771810852012,571.4771810852012,571.4771810852012,571.4771810852012,571.4771810852012,571.4771810852012,571.4771810852012,571.4771810852012,571.4771810852012,571.4771810852012,571.4771810852012,571.4771810852012,571.4771810852012,571.4771810852012,568.1572025097591,568.1572025097591,568.1572025097591,568.1572025097591,568.1572025097591,568.1572025097591,568.1572025097591,568.1572025097591,568.1572025097591,565.243774977818,565.243774977818,565.243774977818,565.243774977818,565.243774977818,565.243774977818,565.243774977818,565.243774977818,565.243774977818,565.243774977818,565.243774977818,565.243774977818,565.243774977818,565.243774977818,565.243774977818,565.243774977818,565.243774977818,565.243774977818,565.243774977818,565.243774977818,565.243774977818,562.2615053747853,562.2615053747853,482.498035830758,345.2080984131465,327.597445111961
3008,2100709,2100709,1196.1042830685917,1180.5415514101078,1164.0274357133387,1164.0274357133387,666.955475315198,666.955475315198,666.955475315198,666.955475315198,666.955475315198,418.19589352233965,418.19589352233965,418.19589352233965,418.19589352233965,418.19589352233965,418.19589352233965,418.19589352233965,418.19589352233965,418.19589352233965,418.19589352233965,226.5548252141674,226.5548252141674,226.5548252141674,226.5548252141674,226.5548252141674,226.5548252141674,226.5548252141674,226.5548252141674,226.5548252141674,226.5548252141674,226.5548252141674,226.5548252141674,226.5548252141674,226.5548252141674,226.5548252141674,226.5548252141674,226.5548252141674,226.5548252141674,226.5548252141674,45.57863858271407,28.332959331203007,28.332959331203007,28.332959331203007,28.332959331203007,28.332959331203007,28.332959331203007,28.332959331203007,28.332959331203007,28.332959331203007,28.332959331203007,28.332959331203007,28.332959331203007,28.332959331203007,28.332959331203007,28.332959331203007,28.332959331203007,28.332959331203007,28.332959331203007,28.332959331203007,28.332959331203007,28.332959331203007,28.332959331203007,28.332959331203007,28.332959331203007,28.332959331203007,28.332959331203007,28.332959331203007,28.332959331203007,28.332959331203007,28.332959331203007,28.332959331203007,28.332959331203007,28.332959331203007,14.292191840214867,14.292191840214867,14.292191840214867
3009,"2100808,2101731,2102101,2106300,2106672,2110104,2110237,2110609,2112605","2100808,2101731,2102101,2106300,2106672,2110104,2110237,2110609,2112605",1025.1023639018556,1011.0115034005488,998.6862102422646,998.6862102422646,476.1519588113851,476.1519588113851,476.1519588113851,476.1519588113851,476.1519588113851,229.0892368319733,229.0892368319733,229.0892368319733,229.0892368319733,229.0892368319733,229.0892368319733,229.0892368319733,229.0892368319733,229.0892368319733,229.0892368319733,167.85734581883807,167.85734581883807,167.85734581883807,167.85734581883807,167.85734581883807,167.85734581883807,167.85734581883807,167.85734581883807,167.85734581883807,167.85734581883807,167.85734581883807,167.85734581883807,167.85734581883807,167.85734581883807,167.85734581883807,167.85734581883807,167.85734581883807,167.85734581883807,167.85734581883807,159.6100486881165,132.92367553820492,132.92367553820492,132.92367553820492,132.92367553820492,132.92367553820492,132.92367553820492,132.92367553820492,132.92367553820492,132.92367553820492,132.92367553820492,132.92367553820492,132.92367553820492,132.92367553820492,132.92367553820492,132.92367553820492,132.92367553820492,132.92367553820492,132.92367553820492,132.92367553820492,132.92367553820492,132.92367553820492,132.92367553820492,132.92367553820492,132.92367553820492,132.92367553820492,132.92367553820492,132.92367553820492,132.92367553820492,132.92367553820492,132.92367553820492,132.92367553820492,132.92367553820492,132.92367553820492,132.92367553820492,132.92367553820492,132.92367553820492
3010,"2100832,2101301,2103703,2111789","2100832,2101301,2103703,2111789",1321.0790182457583,1307.3430875538688,1295.552425816522,1295.552425816522,747.2278264714391,747.2278264714391,747.2278264714391,747.2278264714391,747.2278264714391,480.36202208072154,480.36202208072154,480.36202208072154,480.36202208072154,480.36202208072154,480.36202208072154,480.36202208072154,480.36202208072154,480.36202208072154,480.36202208072154,392.8411511412888,392.8411511412888,392.8411511412888,392.8411511412888,392.8411511412888,392.8411511412888,392.8411511412888,392.8411511412888,392.8411511412888,392.8411511412888,392.8411511412888,392.8411511412888,392.8411511412888,392.8411511412888,392.8411511412888,392.8411511412888,392.8411511412888,392.8411511412888,392.8411511412888,116.10529012993418,116.10529012993418,116.10529012993418,116.10529012993418,116.10529012993418,116.10529012993418,116.10529012993418,116.10529012993418,116.10529012993418,116.10529012993418,116.10529012993418,116.10529012993418,116.10529012993418,116.10529012993418,116.10529012993418,116.10529012993418,116.10529012993418,116.10529012993418,116.10529012993418,116.10529012993418,116.10529012993418,116.10529012993418,116.10529012993418,116.10529012993418,116.10529012993418,116.10529012993418,116.10529012993418,116.10529012993418,116.10529012993418,116.10529012993418,116.10529012993418,116.10529012993418,116.10529012993418,116.10529012993418,116.10529012993418,116.10529012993418,116.10529012993418
